rank,queue_bucket,partition_class,y_after_002,y_terminal,post_y_len,cisi,id,site,type,symbol,material,condition,dir,idx_002,prev2_before_002,prev1_before_002,next1_after_y,next2_after_y,text,source_grade,source_grade_label,source_hint_count,best_source_rank,best_source_file,best_status_text,best_source_url,best_local_image,best_sha256,best_note,source_files,queue_reason
382,background_context,other_y_after_002,741,false,2,M-1114,3485.1,Mohenjo-daro,SEAL:S,Zebu,Steatite,Poor,R/L,2,740,140,060,920,+740-140-002-741-060-920+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
383,background_context,other_y_after_002,764,true,0,M-713,3138.1,Mohenjo-daro,SEAL:S,Bull1,Steatite,Fair,R/L,3,803,717,<END>,<END>,+226-803-717-002-764+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
384,background_context,other_y_after_002,798,false,1,L-47,2018.1,Lothal,SEAL:S,Bull1,Steatite,Poor,R/L,2,409,190,055,<END>,+409-190-002-798-055+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
385,background_context,other_y_after_002,798,false,3,M-1772,2297.1,Mohenjo-daro,SEAL:S,Bull1:I,Steatite,Good,R/L,4,142,061,435,255,+740-400-142-061-002-798-435-255-705+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
386,background_context,other_y_after_002,803,true,0,M-177,2702.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Good,R/L,2,390,003,<END>,<END>,+390-003-002-803+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
387,background_context,other_y_after_002,808,true,0,M-833,3245.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,4,740,240,<END>,<END>,+527-550-740-240-002-808+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
388,background_context,other_y_after_002,812,false,1,L-1,1984.1,Lothal,SEAL:S,Bull1:W,Steatite,Fine,R/L,3,550,233,095,<END>,+527-550-233-002-812-095+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
389,background_context,other_y_after_002,812,false,1,M-756,3179.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Poor,R/L,3,100,176,031,<END>,+740-100-176-002-812-031+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
390,background_context,other_y_after_002,814,false,1,M-92,2619.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Good,R/L,4,460,350,084,<END>,+740-798-460-350-002-814-084+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
391,background_context,other_y_after_002,818,true,0,M-272,2793.1,Mohenjo-daro,SEAL:S,Goat:6,Faience,Fine,R/L,0,<START>,<START>,<END>,<END>,+002-818+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
392,background_context,other_y_after_002,824,true,0,H-1670,731.1,Harappa,SEAL:S,Bull1:J,Steatite,Good,R/L,5,033,240,<END>,<END>,+740-760-033-033-240-002-824+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
393,background_context,other_y_after_002,824,true,0,M-309,2828.1,Mohenjo-daro,SEAL:S,T-A-T,Steatite,Good,R/L,3,740,061,<END>,<END>,+224-740-061-002-824+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
394,background_context,other_y_after_002,824,true,0,M-788,3202.1,Mohenjo-daro,SEAL:S,Bull1:J,NA,Fair,R/L,3,482,235,<END>,<END>,+740-482-235-002-824+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
395,background_context,other_y_after_002,824,true,0,M-872,3281.1,Mohenjo-daro,SEAL:S,Bull1:I,NA,Poor,R/L,2,390,016,<END>,<END>,+390-016-002-824+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
396,background_context,other_y_after_002,825,true,0,H-612,1552.1,Harappa,SEAL:S,Bull1:L,Steatite,Poor,R/L,3,615,495,<END>,<END>,+740-615-495-002-825+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
397,background_context,other_y_after_002,840,false,1,M-490,2972.1,Mohenjo-daro,TAB:B,Scene,Clay,Poor,R/L,3,140,803,016,<END>,+850-140-803-002-840-016+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Background 002-Y row with some source-route pressure; useful only as a matched control.
398,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,C-74,76.1,Chanhu-daro,SEAL:S,Gaur,Steatite,Fair,R/L,1,<START>,125,<END>,<END>,+125-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
399,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,Dlv-1,145.1,Dholavira,SEAL:S,Bull1:J,NA,Poor,R/L,3,382,031,<END>,<END>,+151-382-031-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
400,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1030,284.1,Harappa,SEAL:S,Bull1:W,NA,Good,R/L,3,740,103,<END>,<END>,+090-740-103-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
401,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1043,303.1,Harappa,SEAL:S,Bull1:W,Steatite,Poor,R/L,4,220,003,<END>,<END>,+151-760-220-003-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
402,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1051,259.1,Harappa,SEAL:S,Bull1:I,Steatite,Poor,R/L,7,320,798,<END>,<END>,+400-740-575-017-920-320-798-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
403,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,2,H-129,1170.1,Harappa,SEAL:R,None,Steatite,Good,R/L,6,220,031,244,165,+409-061-740-235-220-031-002-861-244-165+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
404,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-134,1175.1,Harappa,SEAL:R,None,Steatite,Good,R/L,5,220,003,<END>,<END>,+740-405-590-220-003-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
405,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-135,1176.1,Harappa,SEAL:R,None,Steatite,Fine,R/L,4,231,806,<END>,<END>,+740-773-231-806-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
406,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1692,537.1,Harappa,SEAL:S,None,Steatite,Poor,R/L,3,390,590,<END>,<END>,+740-390-590-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
407,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1785,789.1,Harappa,TAB:B,Phyt,Faience,Poor,R/L,2,407,004,<END>,<END>,+407-004-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
408,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1788,805.1,Harappa,TAB:B,None,Faience,Poor,R/L,3,806,470,<END>,<END>,+154-806-470-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
409,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1851,1024.2,Harappa,TAB:B,None,Faience,Good,R/L,4,892,031,<END>,<END>,+740-803-892-031-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
410,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-1966,1004.1,Harappa,TAB:B,Gaur,Clay,Good,R/L,3,233,049,<END>,<END>,+520-233-049-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
411,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-2010,729.2,Harappa,TAB:B,Bull1,Faience,Fair,R/L,3,482,240,<END>,<END>,+740-482-240-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
412,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-410,1414.1,Harappa,SEAL:S,Bull1:L,Steatite,Good,R/L,3,840,830,<END>,<END>,+368-840-830-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
413,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,H-446,1436.1,Harappa,SEAL:S,Bull1:J,Steatite,Fair,R/L,3,585,798,216,<END>,+740-585-798-002-861-216+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
414,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-51,1110.1,Harappa,SEAL:S,Bull1:W,Steatite,Fair,R/L,3,643,240,<END>,<END>,+740-643-240-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
415,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,H-55,1114.1,Harappa,SEAL:S,Bull1:X,Steatite,Fair,R/L,2,390,004,125,<END>,+390-004-002-861-125+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
416,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,2,H-688,1594.1,Harappa,SEAL,None,NA,Poor,R/L,2,520,233,831,165,+520-233-002-861-831-165+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
417,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,H-719,1622.1,Harappa,TAB:B,Phyt,Faience,Fair,R/L,2,405,004,<END>,<END>,+405-004-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
418,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,K-33,1906.1,Kalibangan,SEAL:S,Buff,Steatite,Fine,R/L,1,<START>,226,<END>,<END>,+226-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
419,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,3,K-40,1908.1,Kalibangan,SEAL:S,Elep,Steatite,Fine,R/L,2,760,031,791,440,+760-031-002-861-791-440-717+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
420,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,K-82,1938.1,Kalibangan,TAG:L,Bull1,NA,Fair,R/L,2,390,003,<END>,<END>,+390-003-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
421,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,K-85,1940.1,Kalibangan,TAG:L,Elep,NA,Fair,R/L,2,520,033,<END>,<END>,+520-033-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
422,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,L-130,2073.1,Lothal,TAG,Bull1,Clay,Fair,R/L,1,<START>,236,<END>,<END>,+236-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
423,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,L-39,2012.1,Lothal,SEAL:S,Bull1,Steatite,Fair,R/L,2,520,315,626,<END>,+520-315-002-861-626+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
424,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,L-46,2017.1,Lothal,SEAL:S,Gaur,Steatite,Poor,R/L,5,740,176,392,<END>,+527-388-233-740-176-002-861-392+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
425,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,L-57,2024.1,Lothal,SEAL:S,NA,NA,Fair,L/R,1,<START>,832,<END>,<END>,+832-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
426,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,L-89,2043.1,Lothal,SEAL:R,None,Steatite,Good,R/L,3,555,235,<END>,<END>,+527-555-235-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
427,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-100,2627.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Good,R/L,4,255,705,<END>,<END>,+090-740-255-705-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
428,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1063,3437.1,Mohenjo-daro,SEAL:S,NA,Steatite,Poor,R/L,2,407,004,<END>,<END>,+407-004-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
429,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1115,3486.1,Mohenjo-daro,SEAL:S,Zebu,Steatite,Poor,R/L,3,335,233,<END>,<END>,+740-335-233-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
430,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1148,3509.1,Mohenjo-daro,SEAL:S,Elep,Steatite,Good,R/L,2,520,220,<END>,<END>,+520-220-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
431,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1161,3521.1,Mohenjo-daro,SEAL:S,Elep,Steatite,Good,R/L,3,233,031,<END>,<END>,+520-233-031-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
432,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1343,3648.1,Mohenjo-daro,SEAL,None,Steatite,Poor,R/L,4,590,235,<END>,<END>,+740-390-590-235-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
433,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-142,2669.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,2,136,140,<END>,<END>,+136-140-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
434,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1426,3711.1,Mohenjo-daro,TAB:B,None,Clay,Fair,R/L,6,415,798,<END>,<END>,+740-760-036-220-415-798-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
435,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-152,2679.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,2,740,772,<END>,<END>,+740-772-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
436,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-166,2691.1,Mohenjo-daro,SEAL:S,Bull1:I,Steatite,Poor,R/L,4,240,806,<END>,<END>,+390-844-240-806-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
437,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1670,3908.1,Mohenjo-daro,SEAL:S,Bull1:II,NA,Good,R/L,4,001,233,<END>,<END>,+740-760-001-233-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
438,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-1674,2240.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,4,222,231,683,<END>,+090-740-222-231-002-861-683+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
439,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-1681,2389.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,5,740,798,832,<END>,+520-072-233-740-798-002-861-832+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
440,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1696,2178.1,Mohenjo-daro,SEAL:S,Bull1:II,Steatite,Fair,R/L,5,220,415,<END>,<END>,+520-033-705-220-415-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
441,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1697,2228.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,2,390,003,<END>,<END>,+390-003-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
442,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-1698,3909.1,Mohenjo-daro,SEAL:S,Bull1:W,NA,Good,R/L,4,033,705,803,<END>,+740-482-033-705-002-861-803+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
443,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1704,2251.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,3,760,605,<END>,<END>,+740-760-605-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
