"row_id","cisi","subtype","target_label","is_h_series","priority","type","site","sides","direction","short_side_index","order","short_text","context_class","side_relation","longer_row_count","longer_texts","sequence_family_key","horizontal_mm","vertical_mm","thickness_mm","h_bin","v_bin","area_bin","aspect_bin","th_bin","long_family","long_token_set","long_edge_frames","long_first_tokens","long_last_tokens","long_length_bin"
"1259.2","H-232","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-740-177-519+","1:+400-740-177-519+|2:+700-032+","22.9","14","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+400-740-177-519+","177;400;519;740","400...519","400","519","long_len_4_5"
"1260.2","H-233","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-033+","26.7","","","h_ge_16","v_missing","area_missing","aspect_missing","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1263.2","H-237","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","L/R","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-642-240-060-692+","1:+740-642-240-060-692+|2:+700-033+","21","11","","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_missing","+740-642-240-060-692+","060;240;642;692;740","740...692","740","692","long_len_4_5"
"1264.2","H-239","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_short_no_longer_text","no_longer_text","0","","1:+390-060/740-500-091+|2:+700-033+","17.8","","","h_ge_16","v_missing","area_missing","aspect_missing","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1270.2","H-245","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-807-740-219+","1:+400-807-740-219+|2:+700-033+","","","","h_missing","v_missing","area_missing","aspect_missing","th_missing","+400-807-740-219+","219;400;740;807","400...219","400","219","long_len_4_5"
"1273.2","H-248","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-920-320-233-240-798+","1:+400-740-920-320-233-240-798+|2:+700-033+","","","","h_missing","v_missing","area_missing","aspect_missing","th_missing","+400-740-920-320-233-240-798+","233;240;320;400;740;798;920","400...798","400","798","long_len_6_plus"
"1274.1","H-249","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","all_short_or_no_longer_text","no_longer_text","0","","1:+033-700+|2:+520-233+","","","","h_missing","v_missing","area_missing","aspect_missing","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1276.2","H-251","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-740-100-240+","1:+400-740-100-240+|2:+700-032+","17.8","10.2","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+400-740-100-240+","100;240;400;740","400...240","400","240","long_len_4_5"
"1307.2","H-285","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_short_no_longer_text","no_longer_text","0","","1:+740-382-002[|2:+700-034+","11.4","11.4","","h_10_13","v_ge_10","area_120_180","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1318.2","H-296","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-575-017-920+","1:+400-740-575-017-920+|2:+700-033+","17.8","9.1","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","+400-740-575-017-920+","017;400;575;740;920","400...920","400","920","long_len_4_5"
"1319.2","H-297","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-151-336-630-706+","1:+400-151-336-630-706+|2:+700-034+","20","9","","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_missing","+400-151-336-630-706+","151;336;400;630;706","400...706","400","706","long_len_4_5"
"1325.2","H-303","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-032-027+","1:+400-740-032-027+|2:+700-033+","15.2","8.9","","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+400-740-032-027+","027;032;400;740","400...027","400","027","long_len_4_5"
"1328.2","H-306","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-032-840+","1:+740-032-840+|2:+700-033+","15","7","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+740-032-840+","032;740;840","740...840","740","840","long_len_1_3"
"1329.2","H-307","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+368-900+|2:+700-034+","12.7","6.4","","h_10_13","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1330.2","H-308","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-034+","11.4","6.4","","h_10_13","v_lt_7","area_lt_80","aspect_1p5_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1331.2","H-309","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-033+","8.9","6.4","","h_lt_10","v_lt_7","area_lt_80","aspect_lt_1p5","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1333.2","H-311","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-178+","1:+400-740-178+|2:+700-033+","15.2","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-740-178+","178;400;740","400...178","400","178","long_len_1_3"
"1334.2","H-312","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-034+","14","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1335.2","H-313","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-034+","14","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1336.2","H-314","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-034+","12.7","6.9","","h_10_13","v_lt_7","area_80_120","aspect_1p5_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1337.2","H-315","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-032+","7.6","12.7","","h_lt_10","v_ge_10","area_80_120","aspect_lt_1p5","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1338.2","H-316","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-033+","14.5","7.1","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1339.2","H-317","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-034+","11.4","5.8","","h_10_13","v_lt_7","area_lt_80","aspect_ge_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1341.2","H-319","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+520-220-415+","1:+520-220-415+|2:+700-034+","13.2","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+520-220-415+","220;415;520","520...415","520","415","long_len_1_3"
"1342.2","H-320","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_short_no_longer_text","no_longer_text","0","","1:+520-240-000+|2:+700-034+","14","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1343.2","H-321","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_last","+032-700+","single_longer_text","short_after_all_longer","1","+740-690-630-240+","1:+740-690-630-240+|2:+032-700+","17.8","11.4","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+740-690-630-240+","240;630;690;740","740...240","740","240","long_len_4_5"
"1344.2","H-322","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-740-032-028+","1:+400-740-032-028+|2:+700-032+","17","10","","h_ge_16","v_ge_10","area_120_180","aspect_1p5_1p9","th_missing","+400-740-032-028+","028;032;400;740","400...028","400","028","long_len_4_5"
"1345.2","H-323","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_last","+033-700+","single_longer_text","short_after_all_longer","1","+740-100-240+","1:+740-100-240+|2:+033-700+","16.5","8.9","","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+740-100-240+","100;240;740","740...240","740","240","long_len_1_3"
"1346.2","H-324","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-156-384-031+","1:+400-156-384-031+|2:+700-034+","14","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+400-156-384-031+","031;156;384;400","400...031","400","031","long_len_4_5"
"1348.2","H-326","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-840-013+","1:+740-840-013+|2:+700-033+","15.2","10.2","","h_13_16","v_ge_10","area_120_180","aspect_lt_1p5","th_missing","+740-840-013+","013;740;840","740...013","740","013","long_len_1_3"
"1349.2","H-327","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_short_no_longer_text","no_longer_text","0","","1:+156-000-000+|2:+700-032+","16","","","h_ge_16","v_missing","area_missing","aspect_missing","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1351.2","H-329","033","FRAME700_SUBTYPE033","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","all_short_or_no_longer_text","no_longer_text","0","","1:+520-220+|2:+700-033+","15","8","","h_13_16","v_7_8p5","area_120_180","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1361.2","H-340","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_short_no_longer_text","no_longer_text","0","","1:+013-840-032-626-000[|2:+700-032+","16.5","","","h_ge_16","v_missing","area_missing","aspect_missing","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1362.2","H-341","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-740-336-176+","1:+400-740-336-176+|2:+700-032+","17.8","15.2","","h_ge_16","v_ge_10","area_ge_180","aspect_lt_1p5","th_missing","+400-740-336-176+","176;336;400;740","400...176","400","176","long_len_4_5"
"1363.2","H-343","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-861-877+","1:+740-861-877+|2:+700-033+","","","","h_missing","v_missing","area_missing","aspect_missing","th_missing","+740-861-877+","740;861;877","740...877","740","877","long_len_1_3"
"1364.2","H-344","033","FRAME700_SUBTYPE033","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+526-550-220+","1:+526-550-220+|2:+700-033+","","","","h_missing","v_missing","area_missing","aspect_missing","th_missing","+526-550-220+","220;526;550","526...220","526","220","long_len_1_3"
"1365.2","H-345","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+090-740-362+","1:+090-740-362+|2:+700-033+","","","","h_missing","v_missing","area_missing","aspect_missing","th_missing","+090-740-362+","090;362;740","090...362","090","362","long_len_1_3"
"1369.2","H-350","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+740-690-642-240+","1:+740-690-642-240+|2:+700-034+","17.8","8.9","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","+740-690-642-240+","240;642;690;740","740...240","740","240","long_len_4_5"
"1370.2","H-351","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+400-740-032-060-013+","1:+400-740-032-060-013+|2:+700-034+","15.2","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-740-032-060-013+","013;032;060;400;740","400...013","400","013","long_len_4_5"
"1372.2","H-353","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-033+","15.2","6.4","","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1374.2","H-355","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","3","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-033+|3:+700-033+","15.5","5.8","","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1374.3","H-355","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","3","R/L","3","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-033+|3:+700-033+","15.5","5.8","","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1375.1","H-356","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-740-176+","1:+700-033+|2:+400-740-176+","16","6","","h_ge_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1376.2","H-357","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-176+","1:+400-740-176+|2:+700-033+","11.9","8.1","","h_10_13","v_7_8p5","area_80_120","aspect_lt_1p5","th_missing","+400-740-176+","176;400;740","400...176","400","176","long_len_1_3"
"1377.2","H-358","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","3","R/L","2","700_last","+034-700+","single_longer_text","short_after_all_longer","1","+400-156-435-255+","1:+400-156-435-255+|2:+034-700+|3:+740-000+","15.2","7.6","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-156-435-255+","156;255;400;435","400...255","400","255","long_len_4_5"
"1378.2","H-359","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_last","+032-700+","single_longer_text","short_after_all_longer","1","+526-550-220+","1:+526-550-220+|2:+032-700+","15.2","5.1","","h_13_16","v_lt_7","area_lt_80","aspect_ge_1p9","th_missing","+526-550-220+","220;526;550","526...220","526","220","long_len_1_3"
"1380.2","H-361","032","FRAME700_SUBTYPE032","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_short_no_longer_text","no_longer_text","0","","1:+740-000-000-000+|2:+700-032+","14","","","h_13_16","v_missing","area_missing","aspect_missing","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1381.2","H-362","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+740-760-797+","1:+740-760-797+|2:+700-032+","12.7","6.4","","h_10_13","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+740-760-797+","740;760;797","740...797","740","797","long_len_1_3"
"1382.2","H-363","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","3","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+565-741-263+","1:+565-741-263+|2:+700-034+|3:+692-892+","16","5","3.5","h_ge_16","v_lt_7","area_80_120","aspect_ge_1p9","th_3_5","+565-741-263+","263;565;741","565...263","565","263","long_len_1_3"
"1602.2","H-697","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+740-904-240-002-817+","1:+740-904-240-002-817+|2:+700-032+","24.1","10.2","","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_missing","+740-904-240-002-817+","002;240;740;817;904","740...817","740","817","long_len_4_5"
"1607.2","H-702","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+137-002-820+","1:+137-002-820+|2:+700-033+","16.5","8.9","","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+137-002-820+","002;137;820","137...820","137","820","long_len_1_3"
"1608.2","H-703","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_short_no_longer_text","no_longer_text","0","","1:]435-255-055+|2:+700-033+","","10.2","","h_missing","v_ge_10","area_missing","aspect_missing","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1620.2","H-717","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","all_short_or_no_longer_text","no_longer_text","0","","1:+705-904+|2:+700-032+","17.8","","8.9","h_ge_16","v_missing","area_missing","aspect_missing","th_ge_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1057.2","H-733","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-390-590-240+","1:+740-390-590-240+|2:+700-033+","20.3","","","h_ge_16","v_missing","area_missing","aspect_missing","th_missing","+740-390-590-240+","240;390;590;740","740...240","740","240","long_len_4_5"
"1633.2","H-734","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-390-590-240+","1:+740-390-590-240+|2:+700-033+","21","","","h_ge_16","v_missing","area_missing","aspect_missing","th_missing","+740-390-590-240+","240;390;590;740","740...240","740","240","long_len_4_5"
"1658.2","H-766","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","all_short_or_no_longer_text","no_longer_text","0","","1:+065-826+|2:+700-032+","16.5","11.4","","h_ge_16","v_ge_10","area_ge_180","aspect_lt_1p5","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1659.2","H-767","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+400-740-220-415-798+","1:+400-740-220-415-798+|2:+700-033+","27.9","8.9","","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_missing","+400-740-220-415-798+","220;400;415;740;798","400...798","400","798","long_len_4_5"
"1660.2","H-768","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_short_no_longer_text","no_longer_text","0","","1:+400-740-033-705-233-235-000+|2:+700-032+","21.6","10.2","","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1662.2","H-770","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+151-840-416+","1:+151-840-416+|2:+700-033+","19.1","10.2","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+151-840-416+","151;416;840","151...416","151","416","long_len_1_3"
"1663.2","H-771","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+032-257-840+","1:+032-257-840+|2:+700-034+","16.5","8.9","","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+032-257-840+","032;257;840","032...840","032","840","long_len_1_3"
"1667.2","H-776","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_last","+033-700+","single_longer_text","short_after_all_longer","1","+740-803-741-031-032-716+","1:+740-803-741-031-032-716+|2:+033-700+","20.3","9.4","","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_missing","+740-803-741-031-032-716+","031;032;716;740;741;803","740...716","740","716","long_len_6_plus"
"1668.1","H-777","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+032-700+","single_longer_text","short_before_all_longer","1","+390-004-104+","1:+032-700+|2:+390-004-104+","18.5","10","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+390-004-104+","004;104;390","390...104","390","104","long_len_1_3"
"1669.1","H-778","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+390-004-817+","1:+700-032+|2:+390-004-817+","16.5","9.5","","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+390-004-817+","004;390;817","390...817","390","817","long_len_1_3"
"1670.1","H-779","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+032-700+","single_short_no_longer_text","no_longer_text","0","","1:+032-700+|2:+000-000-740-233-240+","17.5","9","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1671.2","H-780","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-034+","single_longer_text","short_after_all_longer","1","+740-400-142-061+","1:+740-400-142-061+|2:+700-034+","16.5","10.2","","h_ge_16","v_ge_10","area_120_180","aspect_1p5_1p9","th_missing","+740-400-142-061+","061;142;400;740","740...061","740","061","long_len_4_5"
"1672.1","H-781","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","single_longer_text","short_before_all_longer","1","+740-904-240+","1:+033-700+|2:+740-904-240+","17","9.5","","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+740-904-240+","240;740;904","740...240","740","240","long_len_1_3"
"1674.2","H-783","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_short_no_longer_text","no_longer_text","0","","1:+400-740-690-000+|2:+700-033+","20.3","8.9","","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1676.1","H-785","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_short_no_longer_text","no_longer_text","0","","1:+700-034+|2:+740-255-000+","15.2","7.1","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
