id,cisi,site,region,type,material,shape,symbol,cult,condition,complete,dir,class,text,text_dedup_key,strict_complete_closed,idx_002,prev1_before_002,prev2_before_002,y_after_002,next1_after_y,next2_after_y,post_y_len,y_terminal,continuation_class,context_scope
2315.1,M-1783,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,?,Fair,N,R/L,??,+520-442/425-003-002-000-215+,520 442 425 003 002 000 215,false,4,003,425,000,215,<END>,1,false,one_token_continuation,other_after_002
2318.1,M-2089,Mohenjo-daro,Lower Indus,ROD,Ivory,-,None,None,Poor,Y,L/R,SC,+002-861-096+,002 861 096,true,0,<START>,<START>,861,096,<END>,1,false,one_token_continuation,other_after_002
2323.1,M-1755,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,SAN,Fair,Y,R/L,IT,+740-176-002-861+,740 176 002 861,true,2,176,740,861,<END>,<END>,0,true,terminal,other_after_002
2326.1,M-1967,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Good,?,R/L,UC,+520-033-705-002-585[,520 033 705 002 585,false,3,705,033,585,<END>,<END>,0,true,terminal,other_after_002
2338.1,M-1955,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Fair,Y,R/L,SP,+390-920-322-803-002-820+,390 920 322 803 002 820,true,4,803,322,820,<END>,<END>,0,true,terminal,other_after_002
2341.1,M-1914,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Poor,N,R/L,??,]000-832-002-817+,000 832 002 817,false,2,832,000,817,<END>,<END>,0,true,terminal,other_after_002
2342.1,M-1661,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+520-070-219-002-861-032-520-919-140+,520 070 219 002 861 032 520 919 140,true,3,219,070,861,032,520,4,false,continues_with_later_032,other_after_002
2350.1,M-1899,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Good,Y,R/L,IC,+924-132-002-861+,924 132 002 861,true,2,132,924,861,<END>,<END>,0,true,terminal,other_after_002
2357.3,M-1928,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Buff,Trough,Fair,N,L/R,??,+000-233-220-002-861+,000 233 220 002 861,false,3,220,233,861,<END>,<END>,0,true,terminal,other_after_002
2359.1,M-1693,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,SAN,Good,Y,R/L,LP,+527-555-033-706-235-002-817+,527 555 033 706 235 002 817,true,5,235,706,817,<END>,<END>,0,true,terminal,other_after_002
2366.1,M-1789,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:I,RAF,Good,Y,R/L,IT,+740-455-002-368-260+,740 455 002 368 260,true,2,455,740,368,260,<END>,1,false,one_token_continuation,other_after_002
2374.1,M-1733,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,N,-,??,]000-002-735+,000 002 735,false,1,000,<START>,735,<END>,<END>,0,true,terminal,other_after_002
2375.1,M-1759,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+740-032-840-002-768+,740 032 840 002 768,true,3,840,032,768,<END>,<END>,0,true,terminal,other_after_002
2376.1,M-1842,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,RBF,Poor,N,R/L,??,+520-000-235-002-861+,520 000 235 002 861,false,3,235,000,861,<END>,<END>,0,true,terminal,other_after_002
2379.1,M-1960,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Fair,N,R/L,??,+740-000-000-002-820+,740 000 000 002 820,false,3,000,000,820,<END>,<END>,0,true,terminal,other_after_002
2381.1,M-1686,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,SP,+740-904-220-032-002-142+,740 904 220 032 002 142,true,4,032,220,142,<END>,<END>,0,true,terminal,after_032
2386.1,M-1729,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:W,SAN,Good,Y,R/L,IM,+390-003-002-820+,390 003 002 820,true,2,003,390,820,<END>,<END>,0,true,terminal,other_after_002
2388.1,-,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,RAN,Fair,Y,R/L,SP,+740-637-240-002-861+,740 637 240 002 861,true,3,240,637,861,<END>,<END>,0,true,terminal,other_after_002
2389.1,M-1681,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,MS,+520-072-233-740-798-002-861-832+,520 072 233 740 798 002 861 832,true,5,798,740,861,832,<END>,1,false,one_token_continuation,other_after_002
2393.1,M-1745,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,SAN,Fair,Y,R/L,LC,+368-821-055-031-002-031-892+,368 821 055 031 002 031 892,true,4,031,055,031,892,<END>,1,false,one_token_continuation,other_after_002
2397.1,M-1927,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Mult,None,Fair,Y,R/L,IM,+390-005-002-817+,390 005 002 817,true,2,005,390,817,<END>,<END>,0,true,terminal,other_after_002
2397.2,M-1927,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Mult,None,Fair,N,R/L,??,]000-005-002-817+,000 005 002 817,false,2,005,000,817,<END>,<END>,0,true,terminal,other_after_002
2398.1,M-1883,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,LP,+090-740-035-171-061-031-002-069+,090 740 035 171 061 031 002 069,true,6,031,061,069,<END>,<END>,0,true,terminal,other_after_002
2399.1,M-1787,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,RAN,Fair,N,R/L,??,+740-061-002-703-000+,740 061 002 703 000,false,2,061,740,703,000,<END>,1,false,one_token_continuation,other_after_002
2402.1,M-1901,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Good,Y,R/L,2L,+151-061/156-002-252-692+,151 061 156 002 252 692,false,3,156,061,252,692,<END>,1,false,one_token_continuation,other_after_002
2409.1,M-1911,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,None,Good,Y,R/L,IT,+621-390-531-002-820+,621 390 531 002 820,true,3,531,390,820,<END>,<END>,0,true,terminal,other_after_002
2417.1,M-1728,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+161-055-240-220-032-002-820+,161 055 240 220 032 002 820,true,5,032,220,820,<END>,<END>,0,true,terminal,after_032
2418.1,M-1844,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:U,SAN,Poor,Y,R/L,IM,+390-004-002-817+,390 004 002 817,true,2,004,390,817,<END>,<END>,0,true,terminal,other_after_002
2421.1,M-2129,Mohenjo-daro,Lower Indus,IMPL,Gold,-,None,None,Good,Y,T/B,SC,+898-017-645-002-817+,898 017 645 002 817,true,3,645,017,817,<END>,<END>,0,true,terminal,other_after_002
2422.1,M-1954,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Fair,Y,R/L,LP,+740-407-590-031-752-033-705-220-415-798-002-861+,740 407 590 031 752 033 705 220 415 798 002 861,true,10,798,415,861,<END>,<END>,0,true,terminal,other_after_002
2435.1,M-1830,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:X,SAN,Poor,Y,R/L,IT,+740-388-002-820+,740 388 002 820,true,2,388,740,820,<END>,<END>,0,true,terminal,other_after_002
2438.1,M-1913,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Poor,?,R/L,UC,]416-002-817+,416 002 817,false,1,416,<START>,817,<END>,<END>,0,true,terminal,other_after_002
2450.1,M-1750,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,IM,+390-004-002-861+,390 004 002 861,true,2,004,390,861,<END>,<END>,0,true,terminal,other_after_002
2453.1,M-984,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,IM,+390-004-002-817+,390 004 002 817,true,2,004,390,817,<END>,<END>,0,true,terminal,other_after_002
2457.1,M-1752,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,IT,+740-760-019-002-817+,740 760 019 002 817,true,3,019,760,817,<END>,<END>,0,true,terminal,other_after_002
2464.1,M-595,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,IT,+740-100-415-176-002-820+,740 100 415 176 002 820,true,4,176,415,820,<END>,<END>,0,true,terminal,other_after_002
2473.1,M-1665,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,LP,+520-033-705-233-240-002-610-125-032+,520 033 705 233 240 002 610 125 032,true,5,240,233,610,125,032,2,false,continues_with_later_032,other_after_002
2482.1,M-1907,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,Trough,Poor,Y,R/L,IM,+390-005-002-455-511+,390 005 002 455 511,true,2,005,390,455,511,<END>,1,false,one_token_continuation,other_after_002
2489.1,-,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:V,SAN,Good,Y,R/L,SP,+740-390-590-002-817+,740 390 590 002 817,true,3,590,390,817,<END>,<END>,0,true,terminal,other_after_002
2490.1,M-1667,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,Y,R/L,LP,+740-690-435-255-220-032-002-717-820+,740 690 435 255 220 032 002 717 820,true,6,032,220,717,820,<END>,1,false,one_token_continuation,after_032
2504.1,H-167,Harappa,Inter-Riverine,TAG,Ceramic,-,None,None,Poor,N,R/L,??,+000-000-000-000-002-000+,000 000 000 000 002 000,false,4,000,000,000,<END>,<END>,0,true,terminal,other_after_002
2506.1,M-1716,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,RAF,Good,Y,R/L,SP,+520-220-240-803-002-820+,520 220 240 803 002 820,true,4,803,240,820,<END>,<END>,0,true,terminal,other_after_002
2509.1,M-1833,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,RAN,Fair,Y,R/L,IM,+390-015-002-861+,390 015 002 861,true,2,015,390,861,<END>,<END>,0,true,terminal,other_after_002
2510.1,M-1884,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Poor,N,R/L,??,+520-220-016-002-416-000+,520 220 016 002 416 000,false,3,016,220,416,000,<END>,1,false,one_token_continuation,other_after_002
2515.1,M-1851,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,RAN,Poor,N,R/L,??,+832-390-032/000-032-740-002-820+,832 390 032 000 032 740 002 820,false,6,740,032,820,<END>,<END>,0,true,terminal,other_after_002
2526.1,M-1662,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Poor,N,R/L,??,+520-033-706-233-002-817-192-000+,520 033 706 233 002 817 192 000,false,4,233,706,817,192,000,2,false,multi_token_continuation,other_after_002
2528.1,M-1961,Mohenjo-daro,Lower Indus,SEAL,Steatite,-,-,-,Poor,Y,R/L,IM,+406-072-002-817+,406 072 002 817,true,2,072,406,817,<END>,<END>,0,true,terminal,other_after_002
2533.1,M-4,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,LC,+298-465-033-705-231-002-564-617-033+,298 465 033 705 231 002 564 617 033,true,5,231,705,564,617,033,2,false,multi_token_continuation,other_after_002
2536.1,M-7,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+407-845-140-740-101-923-240-002-861+,407 845 140 740 101 923 240 002 861,true,7,240,923,861,<END>,<END>,0,true,terminal,other_after_002
2539.1,M-10,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,-,Fair,Y,R/L,LP,+405-061-070-032-033-706-235-806-002-267-455+,405 061 070 032 033 706 235 806 002 267 455,true,8,806,235,267,455,<END>,1,false,one_token_continuation,other_after_002
2540.1,M-12,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fine,Y,R/L,LP,+740-390-590-233-002-368-202-892-371+,740 390 590 233 002 368 202 892 371,true,4,233,590,368,202,892,3,false,multi_token_continuation,other_after_002
2542.1,M-14,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fine,Y,R/L,IT,+740-776-503-002-817+,740 776 503 002 817,true,3,503,776,817,<END>,<END>,0,true,terminal,other_after_002
2543.1,M-15,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IT,+090-740-176-002-861+,090 740 176 002 861,true,3,176,740,861,<END>,<END>,0,true,terminal,other_after_002
2545.1,M-17,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,IM,+390-016-002-814-560+,390 016 002 814 560,true,2,016,390,814,560,<END>,1,false,one_token_continuation,other_after_002
2547.1,M-19,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Poor,N,R/L,??,]000-000-002-861+,000 000 002 861,false,2,000,000,861,<END>,<END>,0,true,terminal,other_after_002
2548.1,M-20,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,LC,+390-005-002-861-036-460-513+,390 005 002 861 036 460 513,true,2,005,390,861,036,460,3,false,multi_token_continuation,other_after_002
2549.1,M-21,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+350-001-740-362-692-032-002-861+,350 001 740 362 692 032 002 861,true,6,032,692,861,<END>,<END>,0,true,terminal,after_032
2552.1,M-24,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,HAF,Good,Y,R/L,LP,+090-740-240-235-002-906-140+,090 740 240 235 002 906 140,true,4,235,240,906,140,<END>,1,false,one_token_continuation,other_after_002
2556.1,M-28,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+892-374-740-760-840-416-002-861+,892 374 740 760 840 416 002 861,true,6,416,840,861,<END>,<END>,0,true,terminal,other_after_002
2557.1,M-29,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+740-055-240-235-806-002-220-455-503+,740 055 240 235 806 002 220 455 503,true,5,806,235,220,455,503,2,false,multi_token_continuation,other_after_002
2560.1,M-32,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,IM,+390-003-002-817+,390 003 002 817,true,2,003,390,817,<END>,<END>,0,true,terminal,other_after_002
2561.1,M-33,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,LP,+740-032-923-382-233-002-112+,740 032 923 382 233 002 112,true,5,233,382,112,<END>,<END>,0,true,terminal,other_after_002
2562.1,M-34,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IT,+740-336-176-002-405-372-374+,740 336 176 002 405 372 374,true,3,176,336,405,372,374,2,false,multi_token_continuation,other_after_002
2563.1,M-35,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+740-390-590-233-231-002-107+,740 390 590 233 231 002 107,true,5,231,233,107,<END>,<END>,0,true,terminal,other_after_002
2564.1,M-36,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LP,+740-794-630-220-032-002-368-906-329+,740 794 630 220 032 002 368 906 329,true,5,032,220,368,906,329,2,false,multi_token_continuation,after_032
2566.1,M-38,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,LP,+740-690-435-255-220-032-240-235-002-390-125-632-032+,740 690 435 255 220 032 240 235 002 390 125 632 032,true,8,235,240,390,125,632,3,false,continues_with_later_032,other_after_002
2568.1,M-40,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Fair,Y,R/L,SC,+391-002-527-475-005+,391 002 527 475 005,true,1,391,<START>,527,475,005,2,false,multi_token_continuation,other_after_002
2569.1,M-41,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+740-636-240-233-235-002-405-125-820+,740 636 240 233 235 002 405 125 820,true,5,235,233,405,125,820,2,false,multi_token_continuation,other_after_002
2570.1,M-42,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,SP,+527-550-240-002-817+,527 550 240 002 817,true,3,240,550,817,<END>,<END>,0,true,terminal,other_after_002
2571.1,M-43,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,SP,+740-798-231-002-055-373+,740 798 231 002 055 373,true,3,231,798,055,373,<END>,1,false,one_token_continuation,other_after_002
2572.1,M-44,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Fair,Y,R/L,LP,+740-760-033-705-803-002-920-317+,740 760 033 705 803 002 920 317,true,5,803,705,920,317,<END>,1,false,one_token_continuation,other_after_002
2574.1,M-46,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+740-798-240-235-002-220-065-215+,740 798 240 235 002 220 065 215,true,4,235,240,220,065,215,2,false,multi_token_continuation,other_after_002
2575.1,M-47,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SA,Poor,Y,R/L,SP,+740-760-235-002-861+,740 760 235 002 861,true,3,235,760,861,<END>,<END>,0,true,terminal,other_after_002
2577.1,M-49,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,Y,R/L,LP,+527-550-240-220-032-002-300-350-032-190+,527 550 240 220 032 002 300 350 032 190,true,5,032,220,300,350,032,3,false,continues_with_later_032,after_032
2578.1,M-50,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+740-585-017-033-705-240-798-002-820+,740 585 017 033 705 240 798 002 820,true,7,798,240,820,<END>,<END>,0,true,terminal,other_after_002
2580.1,M-52,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,LP,+740-904-032-220-415-235-803-002-504-717+,740 904 032 220 415 235 803 002 504 717,true,7,803,235,504,717,<END>,1,false,one_token_continuation,other_after_002
2581.1,M-53,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+090-740-220-016-002-297-190-920-140+,090 740 220 016 002 297 190 920 140,true,4,016,220,297,190,920,3,false,multi_token_continuation,other_after_002
2582.1,M-54,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,LP,+236-240-033-705-798-002-820+,236 240 033 705 798 002 820,true,5,798,705,820,<END>,<END>,0,true,terminal,other_after_002
2585.1,M-57,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,SP,+226-032-231-798-002-693+,226 032 231 798 002 693,true,4,798,231,693,<END>,<END>,0,true,terminal,other_after_002
2586.1,M-58,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IT,+740-460-503-002-817+,740 460 503 002 817,true,3,503,460,817,<END>,<END>,0,true,terminal,other_after_002
2594.1,M-66,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RBF,Good,Y,BUS,LP,+740-390-590-235-002-374-309-350+,740 390 590 235 002 374 309 350,true,4,235,590,374,309,350,2,false,multi_token_continuation,other_after_002
2598.1,M-70,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:T,SAF,Poor,Y,R/L,IM,+226-032-002-390-692+,226 032 002 390 692,true,2,032,226,390,692,<END>,1,false,one_token_continuation,after_032
2599.1,M-71,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,LC,+151-279-142-002-390-095+,151 279 142 002 390 095,true,3,142,279,390,095,<END>,1,false,one_token_continuation,other_after_002
2600.1,M-72,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:V,None,Poor,Y,R/L,LP,+740-255-705-140-003-002-861+,740 255 705 140 003 002 861,true,5,003,140,861,<END>,<END>,0,true,terminal,other_after_002
2603.1,M-75,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,SP,+520-220-004-002-817+,520 220 004 002 817,true,3,004,220,817,<END>,<END>,0,true,terminal,other_after_002
2604.1,M-77,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,SC,+832-390-803-002-861+,832 390 803 002 861,true,3,803,390,861,<END>,<END>,0,true,terminal,other_after_002
2606.1,M-79,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Fair,Y,R/L,PA,+688/740-100-240-233-002-861+,688 740 100 240 233 002 861,false,5,233,240,861,<END>,<END>,0,true,terminal,other_after_002
2608.1,M-81,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,SP,+527-555-240-002-617-070+,527 555 240 002 617 070,true,3,240,555,617,070,<END>,1,false,one_token_continuation,other_after_002
2609.1,M-82,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,SAN,Good,Y,R/L,SP,+740-222-002-207-550-390+,740 222 002 207 550 390,true,2,222,740,207,550,390,2,false,multi_token_continuation,other_after_002
2613.1,M-86,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LP,+520-033-705-231-002-820-700+,520 033 705 231 002 820 700,true,4,231,705,820,700,<END>,1,false,one_token_continuation,other_after_002
2617.1,M-90,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,IT,+740-840-013-031-002-817+,740 840 013 031 002 817,true,4,031,013,817,<END>,<END>,0,true,terminal,other_after_002
2618.1,M-91,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LP,+740-100-798-220-032-002-861-255-416+,740 100 798 220 032 002 861 255 416,true,5,032,220,861,255,416,2,false,multi_token_continuation,after_032
2619.1,M-92,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+740-798-460-350-002-814-084+,740 798 460 350 002 814 084,true,4,350,460,814,084,<END>,1,false,one_token_continuation,other_after_002
2622.1,M-95,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IM,+390-003-002-111-165+,390 003 002 111 165,true,2,003,390,111,165,<END>,1,false,one_token_continuation,other_after_002
2626.1,M-99,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+740-215-002-368-119+,740 215 002 368 119,true,2,215,740,368,119,<END>,1,false,one_token_continuation,other_after_002
2627.1,M-100,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+090-740-255-705-002-861+,090 740 255 705 002 861,true,4,705,255,861,<END>,<END>,0,true,terminal,other_after_002
2628.1,M-101,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,IT,+390-503-740-168-002-817+,390 503 740 168 002 817,true,4,168,740,817,<END>,<END>,0,true,terminal,other_after_002
2630.1,M-103,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IM,+390-004-002-820+,390 004 002 820,true,2,004,390,820,<END>,<END>,0,true,terminal,other_after_002
2633.1,M-106,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Poor,N,R/L,??,+740-760-000-002-000-350+,740 760 000 002 000 350,false,3,000,760,000,350,<END>,1,false,one_token_continuation,other_after_002
2634.1,M-107,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LP,+740-565-233-002-940-260+,740 565 233 002 940 260,true,3,233,565,940,260,<END>,1,false,one_token_continuation,other_after_002
2636.1,M-109,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LP,+740-879-220-415-002-287-140+,740 879 220 415 002 287 140,true,4,415,220,287,140,<END>,1,false,one_token_continuation,other_after_002
2637.1,M-110,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Poor,N,R/L,??,+000-000-002-817+,000 000 002 817,false,2,000,000,817,<END>,<END>,0,true,terminal,other_after_002
2641.1,M-114,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+740-760-440-002-297-416+,740 760 440 002 297 416,true,3,440,760,297,416,<END>,1,false,one_token_continuation,other_after_002
2642.1,M-115,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,SAN,Poor,Y,R/L,LP,+390-844-140-176-803-002-301-190+,390 844 140 176 803 002 301 190,true,5,803,176,301,190,<END>,1,false,one_token_continuation,other_after_002
2643.1,M-116,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,SAN,Good,Y,R/L,LP,+740-100-176-840-013-002-817+,740 100 176 840 013 002 817,true,5,013,840,817,<END>,<END>,0,true,terminal,other_after_002
2644.1,M-117,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,LP,+520-033-705-220-803-055-002-820+,520 033 705 220 803 055 002 820,true,6,055,803,820,<END>,<END>,0,true,terminal,other_after_002
2645.1,M-118,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,LP,+740-772-033-705-233-803-002-861+,740 772 033 705 233 803 002 861,true,6,803,233,861,<END>,<END>,0,true,terminal,other_after_002
2646.1,M-119,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,LC,+151-337-484-002-390-125-632-032-900-563+,151 337 484 002 390 125 632 032 900 563,true,3,484,337,390,125,632,5,false,continues_with_later_032,other_after_002
2657.1,M-130,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,SP,+740-094-220-032-002-144+,740 094 220 032 002 144,true,4,032,220,144,<END>,<END>,0,true,terminal,after_032
2667.1,M-140,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:S,RAF,Good,Y,R/L,IT,+740-336-002-220-065-440-455+,740 336 002 220 065 440 455,true,2,336,740,220,065,440,3,false,multi_token_continuation,other_after_002
2668.1,M-141,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAN,Fair,N,R/L,??,+817-255-636/000-000-000-240-002-031-000+,817 255 636 000 000 000 240 002 031 000,false,7,240,000,031,000,<END>,1,false,one_token_continuation,other_after_002
2669.1,M-142,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,SP,+136-140-002-861+,136 140 002 861,true,2,140,136,861,<END>,<END>,0,true,terminal,other_after_002
