rank,scope,unit_kind,unit,context_field,context_value,n_rows,unit_rows,label_rows,support,expected,precision,recall,lift,log2_lift,z,max_null_ge_observed_share,worst_null_model,non_site_max_null_ge_observed_share,non_site_worst_null_model,field_max_null_ge_observed_share,field_worst_null_model,example_cisis,example_texts
153,text_only,bigram,740-032,site_type,Harappa|TAB:I,1798,32,168,12,2.989989,0.375,0.071429,4.013393,2.004822,5.520396,1,shuffle_contexts_within_site,,,1,shuffle_units_within_site_type,H-2184;H-182|H-1977|H-2187|H-306|H-723|H-825|L-59;H-2115|H-322|H-967;H-2204|H-2207|H-2208|H-303|H-917;H-2209;H-2108;H-2206;H-304,+400-740-032-015+;+740-032-840+;+400-740-032-028+;+400-740-032-027+;+400-740-032-025+;+400-740-032-014+;+740-032-025+;+740-032-059+
154,text_only,bigram,617-142,site_type,Mohenjo-daro|SEAL:R,1798,13,127,6,0.918242,0.461538,0.047244,6.534222,2.708015,5.519463,1,shuffle_contexts_within_site,,,1,shuffle_units_within_site_type,H-185|H-72|M-2028|M-382|M-476;M-1976;M-1977;M-371;M-400;M-1315,+617-142+;+617-142-002-817+;+617-142-746-140+;+617-142-384-032-154-806-467+;+617-142-013-820+;+617-142-240+
155,text_only,first,407,type,SEAL:R,1798,33,212,14,3.89099,0.424242,0.066038,3.598056,1.847218,5.505839,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1714;H-151;H-659;H-665;M-1953;M-1984;M-378;M-385,+407-790-032+;+407-017-060-193+;+407-845-140-740-233-240-798-365-263+;+407-004-060-692+;+407-845-233-806+;+407-003+;+407-005-001-746-740-590+;+407-004-002-820+
156,text_only,unigram,700,type_symbol,TAB:I|None,1798,55,140,15,4.282536,0.272727,0.107143,3.502597,1.808425,5.476076,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-1938|H-211|H-2272|H-249|H-323|H-776|H-781|H-789|H-792|H-793|H-795|H-812|H-816|H-931|H-942|H-950;H-1192;H-1876|H-1877|H-1880|H-1937|H-2097|H-2154|H-2208|H-358|H-853|H-892|H-933|H-938|H-945;H-1797|H-1855|H-1864|H-1932|H-1942|H-1945|H-212|H-321|H-359|H-777|H-779|H-794|H-813|H-817|H-839|H-849|H-850;H-2069,+700-034+;+700-032+;+700-033+;+033-700+;+700-220-004+;+034-700+;+032-700+;+700-034-400-525-550+
157,text_only,unigram,700,type,TAB:I,1798,55,173,17,5.291991,0.309091,0.098266,3.212401,1.683652,5.435844,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-1938|H-211|H-2272|H-249|H-323|H-776|H-781|H-789|H-792|H-793|H-795|H-812|H-816|H-931|H-942|H-950;H-1192;H-1876|H-1877|H-1880|H-1937|H-2097|H-2154|H-2208|H-358|H-853|H-892|H-933|H-938|H-945;H-1797|H-1855|H-1864|H-1932|H-1942|H-1945|H-212|H-321|H-359|H-777|H-779|H-794|H-813|H-817|H-839|H-849|H-850;H-2069,+700-034+;+700-032+;+700-033+;+033-700+;+700-220-004+;+034-700+;+032-700+;+700-034-400-525-550+
158,text_only,unigram,700,symbol,None,1798,55,653,39,19.974972,0.709091,0.059724,1.952443,0.965281,5.416262,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-1938|H-211|H-2272|H-249|H-323|H-776|H-781|H-789|H-792|H-793|H-795|H-812|H-816|H-931|H-942|H-950;H-1192;H-2016|H-811;H-1881|H-371|H-801;H-1881,+700-034+;+700-032+;+700-033+;+033-700+;+700-220-004+;+700-032-740-335-575-413+;+700-036+;+415-700-033-171+
159,text_only,first,700,type_symbol,TAB:I|None,1798,29,140,10,2.258065,0.344828,0.071429,4.428571,2.146841,5.407469,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1192;H-2069;H-1178|H-1946|H-894;H-298;H-346,+700-034+;+700-032+;+700-033+;+700-220-004+;+700-034-400-525-550+;+700-125+;+700-126+;+700-090+
160,text_only,unigram,700,material_type,Steatite|TAB:I,1798,55,158,16,4.833148,0.290909,0.101266,3.310472,1.727037,5.400251,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-1938|H-211|H-2272|H-249|H-323|H-776|H-781|H-789|H-792|H-793|H-795|H-812|H-816|H-931|H-942|H-950;H-1192;H-1876|H-1877|H-1880|H-1937|H-2097|H-2154|H-2208|H-358|H-853|H-892|H-933|H-938|H-945;H-1797|H-1855|H-1864|H-1932|H-1942|H-1945|H-212|H-321|H-359|H-777|H-779|H-794|H-813|H-817|H-839|H-849|H-850;H-2069,+700-034+;+700-032+;+700-033+;+033-700+;+700-220-004+;+034-700+;+032-700+;+700-034-400-525-550+
161,text_only,first,520,type,SEAL:S,1798,130,1018,103,73.604004,0.792308,0.101179,1.39938,0.484788,5.399593,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,C-67|H-501;C-4;H-423;H-1326|H-1992|H-2146|H-2148|H-2149|H-2240|H-346|H-364|H-786|H-938|H-939|H-940|H-941|M-37;H-1330|H-329|M-185|M-978;H-1027;H-1907|H-1908|H-1912|H-819|M-186|M-208|M-657;H-1669,+520-233-803-002-817+;+520-235-803-002-817+;+520-220-240-798-060-692+;+520-220-415+;+520-220+;+520-033-706-231-415-803+;+520-240+;+520-220-415-060-920+
162,text_only,bigram,740-032,type,TAB:I,1798,32,173,12,3.078977,0.375,0.069364,3.897399,1.962512,5.394589,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-2184;H-182|H-1977|H-2187|H-306|H-723|H-825|L-59;H-2115|H-322|H-967;H-2204|H-2207|H-2208|H-303|H-917;H-2209;H-2108;H-2206;H-304,+400-740-032-015+;+740-032-840+;+400-740-032-028+;+400-740-032-027+;+400-740-032-025+;+400-740-032-014+;+740-032-025+;+740-032-059+
163,text_only,first,032,material_type,Faience|TAB:B,1798,15,192,8,1.60178,0.533333,0.041667,4.994444,2.320324,5.370049,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1797|H-1855|H-1864|H-1932|H-1942|H-1945|H-212|H-321|H-359|H-777|H-779|H-794|H-813|H-817|H-839|H-849|H-850;H-1915;H-1879|H-1899;H-1930;H-186;H-196;H-771;H-799,+032-700+;+032-920-491+;+032-032-700+;+032-700-601+;+032-840+;+032-700-100-001+;+032-257-840+;+032-820-100-415+
164,text_only,first,700,material_type,NA|TAB:I,1798,29,42,5,0.677419,0.172414,0.119048,7.380952,2.883807,5.356203,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1178|H-1946|H-894;H-298,+700-034+;+700-032+;+700-033+;+700-125+;+700-126+
165,text_only,unigram,700,symbol,Bult,1798,55,41,7,1.254171,0.127273,0.170732,5.581375,2.480621,5.269975,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1120|H-1138|H-1273|H-1354|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-1943|H-1981|H-1982|H-1987|H-2070|H-2094|H-2095|H-2096|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2143|H-215|H-2155|H-2204|H-2206|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2237|H-2239|H-2246|H-285|H-297|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-350|H-351|H-363|H-771|H-780|H-785|H-788|H-819|H-823|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-953|H-960|H-982|H-983|H-985;?-6|H-1100|H-1102|H-1123|H-1133|H-1134|H-1146|H-1153|H-1156|H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1320|H-1321|H-1330|H-1771|H-1772|H-1773|H-1774|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-1931|H-1936|H-1941|H-209|H-2129|H-213|H-2139|H-214|H-2146|H-217|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2201|H-2211|H-2217|H-230|H-232|H-251|H-315|H-322|H-327|H-340|H-341|H-361|H-362|H-697|H-717|H-766|H-768|H-778|H-796|H-802|H-814|H-815|H-833|H-837|H-852|H-854|H-877|H-926|H-930|H-943|H-944|H-962|H-963|H-965|H-966|H-968|H-969|H-975|K-68;H-1124|H-1188|H-1198|H-1270|H-1287|H-1295|H-1302|H-1303|H-1304|H-1308|H-1344|H-1345|H-1346|H-1347|H-1348|H-1768|H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1929|H-1933|H-1940|H-1947|H-1993|H-1995|H-206|H-2115|H-2125|H-2131|H-2142|H-216|H-218|H-219|H-2197|H-2209|H-2213|H-2214|H-2215|H-2238|H-229|H-231|H-233|H-237|H-239|H-245|H-248|H-296|H-303|H-306|H-309|H-311|H-316|H-326|H-329|H-343|H-344|H-345|H-352|H-353|H-354|H-355|H-356|H-357|H-369|H-372|H-702|H-703|H-733|H-734|H-767|H-770|H-783|H-790|H-798|H-799|H-800|H-818|H-821|H-822|H-827|H-834|H-838|H-846|H-847|H-848|H-857|H-876|H-891|H-900|H-914|H-916|H-924|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-976|H-978|H-979|H-986|H-987;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-1938|H-211|H-2272|H-249|H-323|H-776|H-781|H-789|H-792|H-793|H-795|H-812|H-816|H-931|H-942|H-950;H-1876|H-1877|H-1880|H-1937|H-2097|H-2154|H-2208|H-358|H-853|H-892|H-933|H-938|H-945;H-1797|H-1855|H-1864|H-1932|H-1942|H-1945|H-212|H-321|H-359|H-777|H-779|H-794|H-813|H-817|H-839|H-849|H-850;H-2211,+700-034+;+700-032+;+700-033+;+033-700+;+034-700+;+032-700+;+700-840-032-741+
166,text_only,unigram,407,site_type_symbol,Mohenjo-daro|SEAL:R|None,1798,45,125,12,3.128476,0.266667,0.096,3.835733,1.939502,5.264556,1,shuffle_contexts_within_site,,,1,shuffle_units_within_site_type,M-1953;M-1984;M-1954;M-354;M-378;M-385;M-403;M-408,+407-845-233-806+;+407-003+;+740-407-590-031-752-033-705-220-415-798-002-861+;+740-729-407-845-236-002-906-125+;+407-005-001-746-740-590+;+407-004-002-820+;+407-063-520-095+;+407-061-002-817+
