edge,text_families,terminal_families,terminal_share,sites,types,examples
142-062,1,0,0,1,1,+740-142-062-002-817+
142-067,1,0,0,1,1,+740-142-067/002-374-310-350-495-834+
142-368,1,0,0,1,1,+156-142-368-817+
142-384,1,0,0,1,1,+617-142-384-032-154-806-467+
142-741,1,0,0,1,1,+156-142-741-060-920+
142-746,1,0,0,1,1,+617-142-746-140+
150-002,1,0,0,1,1,+416-150-002-055-031-319-001-924+
150-617,1,0,0,1,1,+400-150-617-055-001-150-243+
151-017,1,0,0,1,1,+151-017-003+
151-031,1,0,0,1,1,+151-031-090-032-001-505+
151-032,1,0,0,1,1,+151-032-388-002-390-705+
151-062,1,0,0,1,1,+151-062-820-500-706+
151-100,1,0,0,1,1,+151-100-220+
151-176,1,0,0,1,1,+151-176-002-861+
151-233,1,0,0,1,1,+151-233-803-033-705-240+
151-240,1,0,0,1,1,+151-240-235-741-892+
151-279,1,0,0,1,1,+151-279-142-002-390-095+
151-336,1,0,0,1,1,+400-151-336-630-706+
151-337,1,0,0,1,1,+151-337-484-002-390-125-632-032-900-563+
151-350,1,0,0,1,1,+151-350-002-550-615+
151-382,1,0,0,1,1,+151-382-031-002-861+
151-400,1,0,0,1,1,+151-400-142+
151-590,1,0,0,1,1,+151-590-390+
151-690,1,0,0,1,1,+151-690/032-031+
151-706,1,0,0,1,1,+700-033-151-706-031-002-817+
151-760,1,0,0,1,1,+151-760-220-003-002-861+
151-790,1,0,0,1,1,+151-790-031-790-495+
151-840,1,0,0,1,1,+151-840-416+
151-892,1,0,0,1,1,+151-892-032+
153-031,1,0,0,1,1,+153-031-700+
153-220,1,0,0,1,1,+153-220-032+
153-803,1,0,0,1,1,+153-803-595+
154-017,1,0,0,1,1,+740-154-017-060-130-035-171+
154-031,1,0,0,1,1,+154-031-001-520-033-705+
154-160,1,0,0,1,1,+154-160-363+
154-435,1,0,0,1,1,+154-435-255+
154-440,1,0,0,1,1,+400-154-440-220+
154-615,1,0,0,1,1,+154-615-503+
154-798,1,0,0,1,1,+154-798-463-353+
154-900,1,0,0,1,1,+154-900-004-001-390-032+
155-002,1,0,0,1,1,+740-630-155-002-679+
156-260,1,0,0,1,1,+156-260-002-817+
156-460,1,0,0,1,1,+156-460-510+
156-590,1,0,0,1,1,+241-156-590-706-794-732+
157-031,1,0,0,1,1,+157-031-002-390-705+
158-460,1,0,0,1,1,+400-158-460-503+
158-805,1,0,0,1,1,+158-805-480+
158-838,1,0,0,1,1,+158-838-470+
158-900,1,0,0,1,1,+158-900-415+
158-904,1,0,0,1,1,+400-158-904-736+
158-999,1,0,0,1,1,+158-999-792+
159-097,1,0,0,1,1,+159-097/520-033-705/740-717-220-415-806+
159-243,1,0,0,1,1,+159-243-001-740-325+
160-090,1,0,0,1,1,+160-090-055-060-190+
161-233,1,0,0,1,1,+161-233-220-032-741-831+
161-924,1,0,0,1,1,+161-924-146+
165-032,1,0,0,1,1,+590-165-032-840+
165-060,1,0,0,1,1,+740-165-060-550+
165-741,1,0,0,1,1,+165-741-031-060-692+
168-002,1,0,0,1,1,+390-503-740-168-002-817+
170-740,1,0,0,1,1,+072-170-740-840-013+
171-360,1,0,0,1,1,+740-705-171-360-064+
173-520,1,0,0,1,1,+173-520-235-060-550+
175-176,1,0,0,1,1,+740-760-175-176-220-415-798-002-299-530-820+
175-220,1,0,0,1,1,+740-760-175-220-255+
175-415,1,0,0,1,1,+740-175-415-033-001+
175-630,1,0,0,1,1,+740-100-175-630-705+
176-032,1,0,0,1,1,+740-176-032-002-861+
176-236,1,0,0,1,1,+407-063-740-176-236-798-002-297-350-125-413+
176-390,1,0,0,1,1,+740-176-390-090-390+
176-405,1,0,0,1,1,+740-100-176-405-019+
176-421,1,0,0,1,1,+790-740-100-176-421-003+
176-422,1,0,0,1,1,+740-100-176-422-003+
176-518,1,0,0,1,1,+156-176-518-220-416-002-615+
176-690,1,0,0,1,1,+740-176-690-435-255-220-032-806-060-550+
176-700,1,0,0,1,1,+400-740-176-700-033+
176-742,1,0,0,1,1,+690-518/090-740-176-742-060-920+
176-745,1,0,0,1,1,+232-740-176-745-440-617+
176-792,1,0,0,1,1,+740-100-415-176-792-102+
176-803,1,0,0,1,1,+390-844-140-176-803-002-301-190+
176-838,1,0,0,1,1,+740-100-176-838-001-220-455-530-741+
176-840,1,0,0,1,1,+740-100-176-840-013-002-817+
179-100,1,0,0,1,1,+494-615-179-100-001-033-426+
190-002,1,0,0,1,1,+409-190-002-798-055+
190-920,1,0,0,1,1,+090-740-220-016-002-297-190-920-140+
191-002,1,0,0,1,1,+740-100-415-191-002-817+
192-368,1,0,0,1,1,+842-871-192-368/740-482-060-692-520-220-235-001-920+
193-384,1,0,0,1,1,+920-706-193-384-032-920-140-902+
194-740,1,0,0,1,1,+817-740-194/740-760-001-741-390-032+
200-705,1,0,0,1,1,+200-705-380+
200-740,1,0,0,1,1,+906-200/740-100-415-033-702+
202-001,1,0,0,1,1,+645-202-001-820+
203-892,1,0,0,1,1,+203-892-193+
204-630,1,0,0,1,1,+204-630-233-832-904-794-630-235-060-550+
204-705,1,0,0,1,1,+740-642-240-204-705-621+
207-550,1,0,0,1,1,+740-222-002-207-550-390+
215-002,1,0,0,1,1,+740-215-002-368-119+
215-031,1,0,0,1,1,+215-031-480-140-632-705-002-093-033+
215-175,1,0,0,1,1,+215-175-480+
220-098,1,0,0,1,1,+335-220-098-921-861+
220-368,1,0,0,1,1,+520-220-368-817+
220-463,1,0,0,1,1,+740-390-590-220-463-240-001-820-060+
220-500,1,0,0,1,1,+220-500-520-002-862-032+
220-621,1,0,0,1,1,+520-220-621-415-002-257-898+
220-627,1,0,0,1,1,+484-140-002-220-627-615-906-388+
220-632,1,0,0,1,1,+817-220-632-066-740-760-026-060-257+
220-700,1,0,0,1,1,+220-700-004+
220-880,1,0,0,1,1,+740-717-233-002-220-880-689+
220-892,1,0,0,1,1,+151-740-760-220/892-590-850-032+
221-002,1,0,0,1,1,+817-521-521/090-740-221-002-031-500+
221-031,1,0,0,1,1,+400-221-031-741+
221-150,1,0,0,1,1,+032-840-221-150-741-070-255+
222-176,1,0,0,1,1,+791-575-413/740-222-176-060-920+
222-220,1,0,0,1,1,+740-222-220-235+
222-231,1,0,0,1,1,+090-740-222-231-002-861-683+
224-740,1,0,0,1,1,+224-740-061-002-824+
226-002,1,0,0,1,1,+226-002-861+
226-014,1,0,0,1,1,+226-014-817+
226-140,1,0,0,1,1,+226-140-002+
226-240,1,0,0,1,1,+226-240-235-060-692+
226-491,1,0,0,1,1,+226-491-742-705-575+
231-072,1,0,0,1,1,+520-033-705-220-032/231-072-002-270-633-032+
231-242,1,0,0,1,1,+740-923-070-032-033-706-231-242-002-861-901+
231-368,1,0,0,1,1,+892-070-590-495-520-231-368-861+
231-415,1,0,0,1,1,+520-033-706-231-415-803+
231-740,1,0,0,1,1,+621/090-740-231-740-560-534+
231-742,1,0,0,1,1,+740-760-264-231-742-315-032+
232-220,1,0,0,1,1,+232-220-032-002-168-032+
232-740,1,0,0,1,1,+232-740-176-745-440-617+
233-013,1,0,0,1,1,+565-740-798-235-233-013-269-632+
233-031,1,0,0,1,1,+520-233-031-002-861+
233-049,1,0,0,1,1,+520-233-049-002-861+
233-226,1,0,0,1,1,+233-226-032-001-223-575+
233-550,1,0,0,1,1,+740-575-017-233-550-002-861+
233-742,1,0,0,1,1,+740-798-233-742-175+
233-805,1,0,0,1,1,+405-845-686-740-793-003-233-805-002-861-533-717+
233-832,1,0,0,1,1,+204-630-233-832-904-794-630-235-060-550+
234-741,1,0,0,1,1,+740-760-234-741-740-590+
234-803,1,0,0,1,1,+234-803-741-082-350+
235-168,1,0,0,1,1,+740-388-807-033-706-233-235-168-032+
235-368,1,0,0,1,1,+740-390-590-235-368-806+
235-590,1,0,0,1,1,+090-740-240-235-590-645-104+
235-617,1,0,0,1,1,+740-222-233-235/617-142-001-368-861+
235-742,1,0,0,1,1,+740-923-235-742-380+
235-832,1,0,0,1,1,+520-033-705-235-832-002-817+
236-140,1,0,0,1,1,+236-140-893-861+
236-240,1,0,0,1,1,+236-240-033-705-798-002-820+
236-741,1,0,0,1,1,+033-832-236-741-361+
236-798,1,0,0,1,1,+407-063-740-176-236-798-002-297-350-125-413+
240-013,1,0,0,1,1,+740-920-324-233-240-013-817+
240-033,1,0,0,1,1,+236-240-033-705-798-002-820+
240-066,1,0,0,1,1,+740-636-240-066-556+
240-204,1,0,0,1,1,+740-642-240-204-705-621+
240-370,1,0,0,1,1,+240-370-861+
240-575,1,0,0,1,1,+090-740-240-575-703-060+
240-742,1,0,0,1,1,+740-760-001-240-742-530-786+
240-744,1,0,0,1,1,+390-840-233-240-744-033-272+
240-820,1,0,0,1,1,+090-740-100-415-240-820-033+
240-838,1,0,0,1,1,+520-070-220-032-240-838-741-958-220-278+
241-002,1,0,0,1,1,+241-002-880+
241-031,1,0,0,1,1,+400-241-031-060-820+
241-156,1,0,0,1,1,+241-156-590-706-794-732+
241-368,1,0,0,1,1,+817-900-241-368-260+
241-742,1,0,0,1,1,+241-742-041+
241-832,1,0,0,1,1,+241-832-740-176+
242-002,1,0,0,1,1,+740-923-070-032-033-706-231-242-002-861-901+
243-001,1,0,0,1,1,+159-243-001-740-325+
243-705,1,0,0,1,1,+243-705-031+
243-706,1,0,0,1,1,+617-243-706-595+
243-741,1,0,0,1,1,+617-243-741-615-440-220+
244-277,1,0,0,1,1,+244-277-255+
250-605,1,0,0,1,1,+250-605-626-060-820+
253-060,1,0,0,1,1,+520-070-253-060-692+
255-346,1,0,0,1,1,+255-346-510+
255-390,1,0,0,1,1,+435-255-390-005+
255-704,1,0,0,1,1,+740-255-704-176+
255-742,1,0,0,1,1,+740-690-435-255-742-615-380+
255-778,1,0,0,1,1,+590-705-435-255-778-002-817+
255-803,1,0,0,1,1,+740-690-435-255-803-220-240-235-002-817+
255-812,1,0,0,1,1,+527-550-240-220-255-812-906-388+
260-002,1,0,0,1,1,+156-260-002-817+
260-220,1,0,0,1,1,+740-760-260/220-255-220-063-315+
260-832,1,0,0,1,1,+861-260-832-390-590-002-817-690-544+
263-104,1,0,0,1,1,+423-003-263-104-745-055+
264-231,1,0,0,1,1,+740-760-264-231-742-315-032+
266-628,1,0,0,1,1,+266-628-817+
267-150,1,0,0,1,1,+032-840-267-150-741-070+
267-413,1,0,0,1,1,+267-413-575+
267-811,1,0,0,1,1,+740-267-811-832-060-692+
268-002,1,0,0,1,1,+740-760-268-002-840-032+
268-233,1,0,0,1,1,+740-760-268-233-220+
268-252,1,0,0,1,1,+360-268-252-326+
269-130,1,0,0,1,1,+269-130-190+
269-792,1,0,0,1,1,+740-269-792-741-345+
269-892,1,0,0,1,1,+740-032-845-240-002-269-892-810-033+
270-633,1,0,0,1,1,+520-033-705-220-032/231-072-002-270-633-032+
279-142,1,0,0,1,1,+151-279-142-002-390-095+
280-192,1,0,0,1,1,+521-368-280-192-440+
286-220,1,0,0,1,1,+125-435-255-002-286-220-031-012-031-455-033-590+
286-645,1,0,0,1,1,+286-645-001-368-817+
291-690,1,0,0,1,1,+740-560-233-002-291-690-564+
292-352,1,0,0,1,1,+292-352-125-741-900-322+
294-350,1,0,0,1,1,+294-350-595-820-002-820+
296-350,1,0,0,1,1,+790/400-296-350-892-632-032+
297-352,1,0,0,1,1,+400-297-352-892-590-740-176+
297-368,1,0,0,1,1,+520-070-495-240-060-297-368-632-032+
297-741,1,0,0,1,1,+680-297-741-910+
298-368,1,0,0,1,1,+527-554-298-368-634+
298-460,1,0,0,1,1,+740-798-231-002-298-460-032+
298-465,1,0,0,1,1,+298-465-033-705-231-002-564-617-033+
299-350,1,0,0,1,1,+740-400-061-299-350-125-176+
299-530,1,0,0,1,1,+740-760-175-176-220-415-798-002-299-530-820+
300-350,1,0,0,1,1,+527-550-240-220-032-002-300-350-032-190+
302-596,1,0,0,1,1,+820-302-596-018-125-381+
302-840,1,0,0,1,1,+617-831-013-302-840-032+
304-354,1,0,0,1,1,+001-304-354-125-812-033+
305-032,1,0,0,1,1,+740-585-017-240-002-305-032-904+
306-813,1,0,0,1,1,+215-001-480-306-813-033-060-413-346-706+
307-002,1,0,0,1,1,+307-002-762-463-140+
307-350,1,0,0,1,1,+307-350-617-741+
308-809,1,0,0,1,1,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
315-002,1,0,0,1,1,+520-315-002-861-626+
317-272,1,0,0,1,1,+317-272-637+
317-590,1,0,0,1,1,+317-590-111+
317-740,1,0,0,1,1,+317-740-335-740-176-002-920-491+
317-890,1,0,0,1,1,+317-890-001-032-776-625+
318-220,1,0,0,1,1,+740-407-590-690-436-255-920-318-220-415-803+
318-700,1,0,0,1,1,+740-920-318-700-692+
319-001,1,0,0,1,1,+416-150-002-055-031-319-001-924+
319-617,1,0,0,1,1,+690-319/617-255-140+
320-001,1,0,0,1,1,+090-740-100-320-001-300-632+
320-220,1,0,0,1,1,+520-920-320-220-415+
320-705,1,0,0,1,1,+740-773-233-803-002-320-705-125+
320-798,1,0,0,1,1,+400-740-575-017-920-320-798-002-861+
321-407,1,0,0,1,1,+407-321-407-845-033-705-235+
322-803,1,0,0,1,1,+390-920-322-803-002-820+
324-233,1,0,0,1,1,+740-920-324-233-240-013-817+
324-255,1,0,0,1,1,+324-255-001-405-016+
326-700,1,0,0,1,1,+090-326-700-920-125-001-055-920-140+
328-001,1,0,0,1,1,+002-004-328-001-803-415+
335-233,1,0,0,1,1,+740-335-233-002-861+
335-482,1,0,0,1,1,+400-740-335-482-175+
335-740,1,0,0,1,1,+317-740-335-740-176-002-920-491+
335-741,1,0,0,1,1,+740-760-335-741-060-920+
336-002,1,0,0,1,1,+740-336-002-220-065-440-455+
336-630,1,0,0,1,1,+400-151-336-630-706+
337-692,1,0,0,1,1,+740-337-692-490+
338-605,1,0,0,1,1,+740-338-605-176-001-820+
340-924,1,0,0,1,1,+093-340-924-220-528+
344-032,1,0,0,1,1,+740-344-032-545+
350-001,1,0,0,1,1,+350-001-740-362-692-032-002-861+
350-032,1,0,0,1,1,+527-550-240-220-032-002-300-350-032-190+
350-128,1,0,0,1,1,+129-817-310-350-128-857-003-388+
350-235,1,0,0,1,1,+740-798-460-350-235-741-390-140+
350-495,1,0,0,1,1,+740-142-067/002-374-310-350-495-834+
350-520,1,0,0,1,1,+874-543-350/520-001-741-794-324+
350-550,1,0,0,1,1,+090-740-100-415-002-031-350-550-692+
350-590,1,0,0,1,1,+298-350-590-032-900-853+
350-595,1,0,0,1,1,+294-350-595-820-002-820+
350-617,1,0,0,1,1,+307-350-617-741+
350-742,1,0,0,1,1,+740-798-463-350-742-706-032+
350-761,1,0,0,1,1,+298-350-761-032-060-572+
350-895,1,0,0,1,1,+871-947/400-740-543-350-895-785-220-335+
351-741,1,0,0,1,1,+740-384-090-351-741-033-272+
352-125,1,0,0,1,1,+292-352-125-741-900-322+
352-892,1,0,0,1,1,+400-297-352-892-590-740-176+
353-741,1,0,0,1,1,+740-544/353-741-455-920+
354-001,1,0,0,1,1,+354-001-740-405-590-033-706-002-690-921+
354-125,1,0,0,1,1,+001-304-354-125-812-033+
360-268,1,0,0,1,1,+360-268-252-326+
360-520,1,0,0,1,1,+740-877-032-033-705-231-235-002-861-360-520-919-140+
362-002,1,0,0,1,1,+090-740-362-002-360-832+
362-692,1,0,0,1,1,+350-001-740-362-692-032-002-861+
365-278,1,0,0,1,1,+740-365-278-061+
365-287,1,0,0,1,1,+031-840-140-740-101-002-365-287-034+
365-415,1,0,0,1,1,+400-740-798-365-415-001+
367-390,1,0,0,1,1,+367-390-710-002-861+
367-861,1,0,0,1,1,+740-176-001-367-861-216+
368-001,1,0,0,1,1,+368-001-550/740-543-350-002-820+
368-003,1,0,0,1,1,+368-003-742-060-920+
368-033,1,0,0,1,1,+368-033-705-031-741-390-741+
368-140,1,0,0,1,1,+368-140-706+
368-202,1,0,0,1,1,+740-390-590-233-002-368-202-892-371+
368-280,1,0,0,1,1,+521-368-280-192-440+
368-304,1,0,0,1,1,+368-304-125+
368-415,1,0,0,1,1,+368-415-104-002-824+
368-501,1,0,0,1,1,+368-501-706/821-001-480-850-595-391+
368-550,1,0,0,1,1,+090-740-220-002-368-550-821+
368-632,1,0,0,1,1,+520-070-495-240-060-297-368-632-032+
368-803,1,0,0,1,1,+368-803-031+
368-821,1,0,0,1,1,+368-821-055-031-002-031-892+
368-831,1,0,0,1,1,+740-798-235-001-368-831-165+
368-836,1,0,0,1,1,+861-495-368-836-741+
368-840,1,0,0,1,1,+368-840-830-002-861+
368-906,1,0,0,1,1,+740-794-630-220-032-002-368-906-329+
371-220,1,0,0,1,1,+406-371-220-415-803-742-920-320+
371-741,1,0,0,1,1,+390-004-455-371-741-590+
373-031,1,0,0,1,1,+740-373-031-002-315-850+
374-125,1,0,0,1,1,+842-374-125/740-803-060-692-740-690-435-255-060-692+
374-228,1,0,0,1,1,+390-034-002-374-228-741+
374-308,1,0,0,1,1,+374-308-350+
374-309,1,0,0,1,1,+740-390-590-235-002-374-309-350+
374-310,1,0,0,1,1,+740-142-067/002-374-310-350-495-834+
374-740,1,0,0,1,1,+892-374-740-760-840-416-002-861+
375-400,1,0,0,1,1,+375-400-390-632+
380-235,1,0,0,1,1,+740-380-235-002-817+
381-292,1,0,0,1,1,+127-381-292-590-032-901-620+
382-002,1,0,0,1,1,+382-760-382-002-820+
382-031,1,0,0,1,1,+151-382-031-002-861+
382-032,1,0,0,1,1,+520-382-032-002-820-001-440-012+
382-233,1,0,0,1,1,+740-032-923-382-233-002-112+
382-741,1,0,0,1,1,+740-760-220-016-382-741-572-684+
382-760,1,0,0,1,1,+382-760-382-002-820+
384-090,1,0,0,1,1,+740-384-090-351-741-033-272+
384-233,1,0,0,1,1,+740-384-233-806+
384-575,1,0,0,1,1,+384-575/892-706-717-002-861+
384-741,1,0,0,1,1,+740-384-741-859+
385-705,1,0,0,1,1,+740-405-590-220-235-803-002-388-385-705-632+
388-033,1,0,0,1,1,+740-443-388-033-705-233-002-817+
388-134,1,0,0,1,1,+388-134-368-590+
388-220,1,0,0,1,1,+740-388-220-004-060-920+
388-385,1,0,0,1,1,+740-405-590-220-235-803-002-388-385-705-632+
388-585,1,0,0,1,1,+740-388-585-017+
388-611,1,0,0,1,1,+798-821-031-645-850-820-388-611-820+
388-807,1,0,0,1,1,+740-388-807-033-706-233-235-168-032+
388-900,1,0,0,1,1,+740-388-900-320-806+
390-002,1,0,0,1,1,+740-817-390-002-820+
390-015,1,0,0,1,1,+390-015-002-861+
390-060,1,0,0,1,1,+390-060/740-500-091+
390-090,1,0,0,1,1,+740-176-390-090-390+
390-128,1,0,0,1,1,+390-128-702-032/226-032-013-480-850+
390-143,1,0,0,1,1,+390-143-033+
390-503,1,0,0,1,1,+390-503-740-168-002-817+
390-530,1,0,0,1,1,+740-798-803-002-390-530-741+
390-531,1,0,0,1,1,+621-390-531-002-820+
390-550,1,0,0,1,1,+390-550-452-060-690+
390-600,1,0,0,1,1,+390-600-617-002-190-125-632-032+
390-697,1,0,0,1,1,+390-697-151-740-176-798-838+
390-700,1,0,0,1,1,+390-700-790-032-063+
390-704,1,0,0,1,1,+390-704-001-820+
390-717,1,0,0,1,1,+390-717-061-002-368-634+
390-721,1,0,0,1,1,+390-721-790-002-861+
390-820,1,0,0,1,1,+390-820-463-060-368-920+
390-832,1,0,0,1,1,+390-832-003+
390-869,1,0,0,1,1,+390-869-002-861+
390-900,1,0,0,1,1,+740-838-741-390-900-140+
391-060,1,0,0,1,1,+861-111-391-060-692+
391-741,1,0,0,1,1,+391-741-442-279+
392-004,1,0,0,1,1,+392-004-002-278-595+
392-590,1,0,0,1,1,+740-760-615-104-717-235-002-392-590-125+
394-032,1,0,0,1,1,+394-032-002-892-740+
400-061,1,0,0,1,1,+740-400-061-299-350-125-176+
400-093,1,0,0,1,1,+400-093-368-072+
400-125,1,0,0,1,1,+400-125-745+
400-130,1,0,0,1,1,+400-130-746+
400-136,1,0,0,1,1,+615-016-435-255-400-136-140+
400-150,1,0,0,1,1,+400-150-617-055-001-150-243+
400-153,1,0,0,1,1,+400-153-118+
400-159,1,0,0,1,2,+400-159-877+
400-165,1,0,0,1,1,+400-255-400-165-900-001+
400-202,1,0,0,1,1,+400-202-892-220-920+
400-220,1,0,0,1,1,+400-220-428+
400-221,1,0,0,1,1,+400-221-031-741+
400-232,1,0,0,1,1,+400-232-235+
400-241,1,0,0,1,1,+400-241-031-060-820+
400-255,1,0,0,1,1,+400-255-400-165-900-001+
400-267,1,0,0,1,1,+400-267-820+
400-296,1,0,0,1,1,+790/400-296-350-892-632-032+
400-297,1,0,0,1,1,+400-297-352-892-590-740-176+
400-345,1,0,0,1,1,+400-345-279+
400-354,1,0,0,1,1,+520-400-354-002-817+
400-456,1,0,0,1,1,+400-456-503-337-484-920-140+
400-521,1,0,0,1,1,+064-031-400-521-002-820+
400-592,1,0,0,1,1,+400-592-140-003-900-692-003-700+
400-595,1,0,0,1,1,+400-595-420-125-032-820-920-140+
400-617,1,0,0,1,1,+400-617-829+
400-741,1,0,0,1,1,+400-741-717-235+
400-750,1,0,0,1,1,+400-750-090+
400-760,1,0,0,1,1,+400-760-740-220-416+
400-775,1,0,0,1,1,+400-775-516+
400-806,1,0,0,1,1,+400-806-805+
400-807,1,0,0,1,1,+400-807-740-219+
400-820,1,0,0,1,1,+400-820-100-415+
400-854,1,0,0,1,1,+400-854-032+
400-890,1,0,0,1,1,+400-890-104+
400-920,1,0,0,1,1,+740-400-920-031+
400-921,1,0,0,1,1,+400-921-690-435-255-055+
401-002,1,0,0,1,1,+401-002-368-165+
401-390,1,0,0,1,1,+401-390-016-853+
401-861,1,0,0,1,1,+401-861-440-220+
402-741,1,0,0,1,1,+402-741-575+
405-018,1,0,0,1,1,+405-018-001-220-786-850+
405-032,1,0,0,1,1,+405-032-900-003-070-002-233-235+
405-035,1,0,0,1,1,+405-035-002-861+
405-125,1,0,0,1,1,+740-636-240-233-235-002-405-125-820+
405-240,1,0,0,1,1,+405-240-740-176-002-326+
405-371,1,0,0,1,1,+405-371-031+
405-372,1,0,0,1,1,+740-336-176-002-405-372-374+
405-690,1,0,0,1,1,+405-690-032+
405-844,1,0,0,1,1,+405-844-032-840-002-861+
405-845,1,0,0,1,1,+405-845-686-740-793-003-233-805-002-861-533-717+
406-061,1,0,0,1,1,+740-923-406-061-070-032-741-861+
406-072,1,0,0,1,1,+406-072-002-817+
406-371,1,0,0,1,1,+406-371-220-415-803-742-920-320+
406-740,1,0,0,1,1,+742-406/740-482-235-001-480+
407-017,1,0,0,1,1,+407-017-060-193+
407-071,1,0,0,1,1,+407-071-032+
407-125,1,0,0,1,1,+002-407-125-590-831+
407-321,1,0,0,1,1,+407-321-407-845-033-705-235+
408-032,1,0,0,1,1,+408-032-520-095-585-017-220+
408-817,1,0,0,1,1,+408-817-920-002-861+
409-032,1,0,0,1,1,+409-032-845-033-705-231-806-002-595-812-125-717+
409-061,1,0,0,1,1,+409-061-740-235-220-031-002-861-244-165+
409-190,1,0,0,1,1,+409-190-002-798-055+
411-440,1,0,0,1,1,+411-440-236-220-741-634+
411-740,1,0,0,1,1,+440-411-740-335-002-285-491+
413-033,1,0,0,1,1,+413-033/740-388+
413-346,1,0,0,1,1,+215-001-480-306-813-033-060-413-346-706+
413-368,1,0,0,1,1,+740-440-233-002-413-368-031+
413-740,1,0,0,1,1,+791-575-413/740-222-176-060-920+
413-820,1,0,0,1,1,+413-820-220-065-798-550-820+
413-892,1,0,0,1,1,+413-892-824+
413-933,1,0,0,1,1,+413-933-031+
415-031,1,0,0,1,1,+415-031-002-820+
415-035,1,0,0,1,1,+415-035-171+
415-104,1,0,0,1,1,+368-415-104-002-824+
415-191,1,0,0,1,1,+740-100-415-191-002-817+
415-700,1,0,0,1,1,+415-700-033-171+
415-740,1,0,0,1,1,+790/740-100-415-740-257-840+
415-745,1,0,0,1,1,+740-100-415-745-060-920+
415-790,1,0,0,1,1,+740-717-415-790-900+
415-927,1,0,0,1,1,+740-100-415-927-060-920-031+
416-140,1,0,0,1,1,+565-031-416-140-220-001+
416-150,1,0,0,1,1,+416-150-002-055-031-319-001-924+
416-240,1,0,0,1,1,+740-840-416-240-741-500-091+
416-590,1,0,0,1,1,+416-590-033+
416-621,1,0,0,1,1,+740-416-621-002-820+
416-803,1,0,0,1,1,+244-165/740-879-220-416-803-002-861+
417-002,1,0,0,1,1,+892-890-417-002-056-091+
420-125,1,0,0,1,1,+400-595-420-125-032-820-920-140+
420-706,1,0,0,1,1,+595-420-706-140+
420-717,1,0,0,1,1,+595-420-717-745+
423-002,1,0,0,1,1,+423-003-001-423-002-031-104+
424-003,1,0,0,1,1,+424-003-001-900-740-690-435-255+
427-003,1,0,0,1,1,+427-003-001-165-309+
429-003,1,0,0,1,1,+429-003-741-060-920+
435-093,1,0,0,1,1,+740-617-550-061-435-093-740-100-415+
435-176,1,0,0,1,1,+740-690-435-176-233-803+
436-740,1,0,0,1,1,+436-740-176+
440-002,1,0,0,1,1,+740-760-440-002-297-416+
440-003,1,0,0,1,1,+776-440-003-421+
440-060,1,0,0,1,1,+740-760-440-060-550+
440-231,1,0,0,1,1,+740-440-231-060-692+
440-233,1,0,0,1,1,+740-440-233-002-413-368-031+
440-236,1,0,0,1,1,+411-440-236-220-741-634+
440-411,1,0,0,1,1,+440-411-740-335-002-285-491+
440-692,1,0,0,1,1,+920-440-692-001-542-250+
440-741,1,0,0,1,1,+740-440-741-060-920+
440-742,1,0,0,1,1,+740-100-001-440-742-060-920+
440-853,1,0,0,1,1,+740-760-440-853-016+
441-002,1,0,0,1,1,+740-441-002-820-033+
443-060,1,0,0,1,1,+527-550-740-443-060-820+
444-388,1,0,0,1,1,+832-904-740-444-388-233-798-806+
450-617,1,0,0,1,1,+450-617-033/740-463-510-741-252-791+
452-060,1,0,0,1,1,+390-550-452-060-690+
453-064,1,0,0,1,1,+850-700/453-064-001-856+
455-002,1,0,0,1,1,+740-455-002-368-260+
455-031,1,0,0,1,1,+220-455-031-091+
455-033,1,0,0,1,1,+125-435-255-002-286-220-031-012-031-455-033-590+
455-066,1,0,0,1,1,+455-066-942-090+
455-125,1,0,0,1,1,+220-455-125-031+
455-176,1,0,0,1,1,+740-455-176-002-817+
455-220,1,0,0,1,1,+710-455-220-032+
455-235,1,0,0,1,1,+740-455-235-798-742-460-353+
455-371,1,0,0,1,1,+390-004-455-371-741-590+
455-420,1,0,0,1,1,+740-061-002-455-420-032+
455-530,1,0,0,1,1,+740-100-176-838-001-220-455-530-741+
455-590,1,0,0,1,1,+455-590-142-220+
456-001,1,0,0,1,1,+740-100-456-001-820+
456-503,1,0,0,1,1,+400-456-503-337-484-920-140+
457-740,1,0,0,1,1,+457/740-165-900-060-111-575+
460-741,1,0,0,1,1,+740-460-741-060-920+
463-060,1,0,0,1,1,+390-820-463-060-368-920+
463-240,1,0,0,1,1,+740-390-590-220-463-240-001-820-060+
463-513,1,0,0,1,1,+463-513/390-017-002-463-575+
465-033,1,0,0,1,1,+298-465-033-705-231-002-564-617-033+
466-520,1,0,0,1,1,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
467-001,1,0,0,1,1,+155-806-467-001-692+
467-013,1,0,0,1,1,+154-806-467-013-817+
468-001,1,0,0,1,1,+154-806-468-001-740-877-032+
468-740,1,0,0,1,1,+158-806-468-740-752-231-235+
469-001,1,0,0,1,1,+154-806-469-001-740-877-032+
470-002,1,0,0,1,1,+154-806-470-002-861+
471-407,1,0,0,1,1,+154-806-471-407-845-740-233-231-798+
472-001,1,0,0,1,1,+154-806-472-001-740-405-590+
472-013,1,0,0,1,1,+154-806-472-013-220-455-806+
