"cisi","lipi_id","site","type","symbol","material","lipi_complete","direction","text","token_count","control_class","control_position_index0","prev_token","focus_token","next_token","y_after_002","availability_tier","local_image_hit_count","source_panel_graph_count","mayig_overlap_count","same_site_as_source_visible","same_type_as_source_visible","same_symbol_as_source_visible","target_length_bucket_match","match_score","local_image_paths_first5","source_panel_graph_labels","mayig_paths"
"M-1375","3673.1","Mohenjo-daro","POT:T:s","None","Steatite","Y","R/L","+790-032-033-705+","4","negative_032_next_not_002","1","790","032","033","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"M-1426","3711.1","Mohenjo-daro","TAB:B","None","Clay","Y","R/L","+740-760-036-220-415-798-002-861+","8","negative_002_y_prev_not_032","6","798","002","861","861","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-1427","3712.1","Mohenjo-daro","TAG:O","Bull1","Clay","Y","R/L","+484-140-002-220-627-615-906-388+","8","negative_002_y_prev_not_032","2","140","002","220","220","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-1528","3778.1","Mohenjo-daro","TAB:C","-","Copper","Y","R/L","+617-142-597-032-905+","5","negative_032_next_not_002","3","597","032","905","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-1529","3779.1","Mohenjo-daro","TAB:C","Comp","Copper","Y","R/L","+617-142-597-032-904+","5","negative_032_next_not_002","3","597","032","904","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-1530","3780.1","Mohenjo-daro","TAB:C","Othr","Copper","Y","R/L","+617-142-597-032-905+","5","negative_032_next_not_002","3","597","032","905","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-1531","3781.1","Mohenjo-daro","TAB:C","Othr","Copper","Y","R/L","+617-142-597-032-905+","5","negative_032_next_not_002","3","597","032","905","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-1532","3782.2","Mohenjo-daro","TAB:C","Othr","Copper","Y","R/L","+617-142-597-032-905+","5","negative_032_next_not_002","3","597","032","905","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-1688","2231.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+125-435-255-002-286-220-031-012-031-455-033-590+","12","negative_002_y_prev_not_032","3","255","002","286","286","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1755","2323.1","Mohenjo-daro","SEAL:S","Bull1:L","Steatite","Y","R/L","+740-176-002-861+","4","negative_002_y_prev_not_032","2","176","002","861","861","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1806","3990.1","Mohenjo-daro","SEAL:S","Bull1:S","-","Y","R/L","+390-003-002-820+","4","negative_002_y_prev_not_032","2","003","002","820","820","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1830","2435.1","Mohenjo-daro","SEAL:S","Bull1:X","Steatite","Y","R/L","+740-388-002-820+","4","negative_002_y_prev_not_032","2","388","002","820","820","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1833","2509.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+390-015-002-861+","4","negative_002_y_prev_not_032","2","015","002","861","861","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1844","2418.1","Mohenjo-daro","SEAL:S","Bull1:U","Steatite","Y","R/L","+390-004-002-817+","4","negative_002_y_prev_not_032","2","004","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1850","2188.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+506-002-817+","3","negative_002_y_prev_not_032","1","506","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1880","2179.1","Mohenjo-daro","SEAL:S","Gaur","Steatite","Y","R/L","+151-176-002-861+","4","negative_002_y_prev_not_032","2","176","002","861","861","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1899","2350.1","Mohenjo-daro","SEAL:S","Zebu","Steatite","Y","R/L","+924-132-002-861+","4","negative_002_y_prev_not_032","2","132","002","861","861","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1927","2397.1","Mohenjo-daro","SEAL:S","Mult","Steatite","Y","R/L","+390-005-002-817+","4","negative_002_y_prev_not_032","2","005","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-1990","2277.1","Mohenjo-daro","SEAL","None","Steatite","Y","L/R","+740-760-440-240-220-002-861+","7","negative_002_y_prev_not_032","5","220","002","861","861","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-2012","4015.1","Mohenjo-daro","TAB:B","Bull1","-","Y","R/L","+740-900-005-002-570+","5","negative_002_y_prev_not_032","3","005","002","570","570","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-204","2729.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+740-061-002-817+","4","negative_002_y_prev_not_032","2","061","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-2055","4030.1","Mohenjo-daro","TAB:C","None","Copper","Y","R/L","+002-407-125-590-831+","5","negative_002_y_prev_not_032","0","","002","407","407","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-225","2749.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+241-002-880+","3","negative_002_y_prev_not_032","1","241","002","880","880","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-232","2756.1","Mohenjo-daro","SEAL:S","Bull2","Steatite","Y","R/L","+236-002-390-707+","4","negative_002_y_prev_not_032","1","236","002","390","390","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-259","2782.1","Mohenjo-daro","SEAL:S","Zebu","Steatite","Y","R/L","+520-231-002-817+","4","negative_002_y_prev_not_032","2","231","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-272","2793.1","Mohenjo-daro","SEAL:S","Goat:6","Faience","Y","R/L","+002-818+","2","negative_002_y_prev_not_032","0","","002","818","818","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-311","2830.1","Mohenjo-daro","SEAL:S","Comp","Steatite","Y","R/L","+401-002-368-165+","4","negative_002_y_prev_not_032","1","401","002","368","368","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-453","2938.1","Mohenjo-daro","TAB:B","Scene","Faience","Y","R/L","+740-032-840-220-002-861+","6","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-471","2956.1","Mohenjo-daro","TAB:B","None","-","Y","R/L","+740-100-415-191-002-817+","6","negative_002_y_prev_not_032","4","191","002","817","817","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-509","2985.2","Mohenjo-daro","TAB:C","None","Copper","Y","R/L","+405-240-740-176-002-326+","6","negative_002_y_prev_not_032","4","176","002","326","326","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-510","2986.2","Mohenjo-daro","TAB:C","None","Copper","Y","R/L","+405-240-740-176-002-326+","6","negative_002_y_prev_not_032","4","176","002","326","326","metadata_only","0","0","0","yes","no","yes","yes","6","","",""
"M-547","3019.1","Mohenjo-daro","TAB:C","Othr","Copper","Y","R/L","+407-032-520-095-585-017-231+","7","negative_032_next_not_002","1","407","032","520","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-548","3020.1","Mohenjo-daro","TAB:C","Goat:8","Copper","Y","R/L","+407-032-520-095-585-017-231+","7","negative_032_next_not_002","1","407","032","520","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-549","3021.1","Mohenjo-daro","TAB:C","-","Copper","Y","R/L","+407-032-520-095-585-017-231+","7","negative_032_next_not_002","1","407","032","520","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-571","3041.1","Mohenjo-daro","TAB:C","Comp","Copper","Y","R/L","+740-773-220-032+","4","negative_220_032_next_not_002","3","220","032","","","metadata_only","0","0","0","yes","no","no","no","6","","",""
"M-575","3045.1","Mohenjo-daro","TAB:C","Othr","Copper","Y","R/L","+617-142-597-032-905+","5","negative_032_next_not_002","3","597","032","905","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-576","3046.1","Mohenjo-daro","TAB:C","Othr","Copper","Y","R/L","+617-142-597-032-905+","5","negative_032_next_not_002","3","597","032","905","","metadata_only","0","0","0","yes","no","no","yes","6","","",""
"M-619","3071.1","Mohenjo-daro","MISC","None","Clay","Y","R/L","+840-032+","2","negative_032_next_not_002","1","840","032","","","metadata_only","0","0","0","yes","no","yes","no","6","","",""
"M-677","3115.1","Mohenjo-daro","SEAL:S","Bull1:L","-","Y","R/L","+740-923-070-032-033-706-231-242-002-861-901+","11","negative_002_y_prev_not_032","8","242","002","861","861","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-783","3197.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+151-061-002-861+","4","negative_002_y_prev_not_032","2","061","002","861","861","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-794","3208.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+804-231-002-861+","4","negative_002_y_prev_not_032","2","231","002","861","861","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-823","3236.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+740-061-002-817+","4","negative_002_y_prev_not_032","2","061","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-872","3281.1","Mohenjo-daro","SEAL:S","Bull1:I","-","Y","R/L","+390-016-002-824+","4","negative_002_y_prev_not_032","2","016","002","824","824","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"M-963","2263.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+740-176-002-817+","4","negative_002_y_prev_not_032","2","176","002","817","817","metadata_only","0","0","0","yes","yes","no","no","6","","",""
"Ns-5","3853.1","Nausharo","SEAL:S","Bull1:J","Steatite","Y","R/L","+090-740-220-016-002-820+","6","negative_002_y_prev_not_032","4","016","002","820","820","metadata_only","0","0","0","no","yes","yes","yes","6","","",""
"Sktd-1","3875.1","Surkotada","SEAL:S","Bull1","-","Y","R/L","+390-004-002-390-125-820+","6","negative_002_y_prev_not_032","2","004","002","390","390","metadata_only","0","0","0","no","yes","yes","yes","6","","",""
"?-3","3892.1","Unknown","SEAL:S","None","-","Y","R/L","+002-368-590-900+","4","negative_002_y_prev_not_032","0","","002","368","368","metadata_only","0","0","0","no","yes","yes","no","5","","",""
"B-1","27.1","Banawali","SEAL:S","Bull1:O","Steatite","Y","R/L","+090-740-220-002-368-550-821+","7","negative_002_y_prev_not_032","3","220","002","368","368","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"H-1100","3959.1","Harappa","TAB:B","Bull2","-","Y","R/L","+740-904-240-002-817+","5","negative_002_y_prev_not_032","3","240","002","817","817","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-1100","3959.2","Harappa","TAB:B","Bull2","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1141","4935.2","Harappa","TAB:B","Fish","-","Y","R/L","+740-032-840-679+","4","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1146","682.2","Harappa","TAB:B","None","-","Y","R/L","+526-554-002-820+","4","negative_002_y_prev_not_032","2","554","002","820","820","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-1153","3982.2","Harappa","TAB:B","Bult","Ceramic","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1155","4580.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-1350","4090.1","Harappa","TAB:I","Bult","-","Y","R/L","+226-032+","2","negative_032_next_not_002","1","226","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1354","222.1","Harappa","TAB:I","Bult","Steatite","Y","R/L","+824-032-578-415+","4","negative_032_next_not_002","1","824","032","578","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-177","1211.1","Harappa","TAB:B","Scene","Faience","Y","R/L","+700-033-151-706-031-002-817+","7","negative_002_y_prev_not_032","5","031","002","817","817","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-1771","371.1","Harappa","TAB:B","Goat:4","Faience","Y","L/R","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1772","400.1","Harappa","TAB:B","Goat:4","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1773","383.1","Harappa","TAB:B","Goat:4","Faience","Y","L/R","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1774","1021.2","Harappa","TAB:B","Scene","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1797","570.1","Harappa","TAB:B","Bult","Faience","Y","L/R","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-182","1215.1","Harappa","TAB:B","Scene","Faience","Y","R/L","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-182","1215.2","Harappa","TAB:B","Scene","Faience","Y","R/L","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-186","1219.1","Harappa","TAB:B","Phyt","Faience","Y","R/L","+032-840+","2","negative_032_next_not_002","0","","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1882","466.1","Harappa","TAB:B","None","Faience","Y","R/L","+002-820+","2","negative_002_y_prev_not_032","0","","002","820","820","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-1930","771.2","Harappa","TAB:B","Gavi","Faience","Y","R/L","+408-817-920-002-861+","5","negative_002_y_prev_not_032","3","920","002","861","861","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-1930","771.1","Harappa","TAB:B","Gavi","Faience","Y","R/L","+032-700-601+","3","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1931","548.1","Harappa","TAB:B","Gavi","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1932","504.1","Harappa","TAB:B","Gavi","-","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1936","765.1","Harappa","TAB:B","Bult","Faience","Y","L/R","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1936","765.2","Harappa","TAB:B","Bult","Faience","Y","L/R","+511-032-142+","3","negative_032_next_not_002","1","511","032","142","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1941","927.1","Harappa","TAB:B","Bult","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1942","409.1","Harappa","TAB:B","Bult","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1945","923.1","Harappa","TAB:B","Fish","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1953","485.1","Harappa","TAB:B","Zebu","Clay","Y","R/L","+700-032-220+","3","negative_032_next_not_002","1","700","032","220","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-196","1227.3","Harappa","TAB:B","Mult","Faience","Y","R/L","+032-700-100-001+","4","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1966","1004.1","Harappa","TAB:B","Gaur","Clay","Y","R/L","+520-233-049-002-861+","5","negative_002_y_prev_not_032","3","049","002","861","861","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-1967","448.1","Harappa","TAB:B","Mult","Clay","Y","R/L","+382-760-382-002-820+","5","negative_002_y_prev_not_032","3","382","002","820","820","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-1977","535.1","Harappa","TAB:B","Mult","Clay","Y","R/L","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-1977","535.2","Harappa","TAB:B","Mult","Clay","Y","R/L","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2019","904.2","Harappa","TAB:B","Gavi","Clay","Y","R/L","+690-590-032-220+","4","negative_032_next_not_002","2","590","032","220","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2020","902.2","Harappa","TAB:B","Gavi","Clay","Y","R/L","+690-590-032-220+","4","negative_032_next_not_002","2","590","032","220","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2022","594.2","Harappa","TAB:B","Phyt","Clay","Y","R/L","+740-752-175-002-861+","5","negative_002_y_prev_not_032","3","175","002","861","861","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-2022","594.1","Harappa","TAB:B","Phyt","Clay","Y","R/L","+032-850-031+","3","negative_032_next_not_002","0","","032","850","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2094","476.2","Harappa","TAB:I","None","Steatite","Y","R/L","+002-861-416+","3","negative_002_y_prev_not_032","0","","002","861","861","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-2095","518.2","Harappa","TAB:I","None","-","Y","R/L","+002-861-416+","3","negative_002_y_prev_not_032","0","","002","861","861","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-2096","665.2","Harappa","TAB:I","None","-","Y","R/L","+002-861-416+","3","negative_002_y_prev_not_032","0","","002","861","861","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-2097","488.2","Harappa","TAB:I","None","Steatite","Y","R/L","+002-861-416+","3","negative_002_y_prev_not_032","0","","002","861","861","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-2201","753.1","Harappa","TAB:I","Fish","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2204","659.2","Harappa","TAB:I","Fish","Steatite","Y","R/L","+400-740-032-027+","4","negative_032_next_not_002","2","740","032","027","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2206","871.2","Harappa","TAB:I","Fish","Steatite","Y","R/L","+740-032-025+","3","negative_032_next_not_002","1","740","032","025","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2207","630.2","Harappa","TAB:I","Fish","Steatite","Y","R/L","+400-740-032-027+","4","negative_032_next_not_002","2","740","032","027","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2208","549.2","Harappa","TAB:I","Fish","Steatite","Y","R/L","+400-740-032-027+","4","negative_032_next_not_002","2","740","032","027","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2209","638.2","Harappa","TAB:I","Fish","Steatite","Y","R/L","+400-740-032-025+","4","negative_032_next_not_002","2","740","032","025","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2211","829.1","Harappa","TAB:I","Bult","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2211","829.2","Harappa","TAB:I","Bult","Steatite","Y","R/L","+700-840-032-741+","4","negative_032_next_not_002","2","840","032","741","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-2246","484.2","Harappa","TAB:I","Bult","Steatite","Y","R/L","+824-032-578-415+","4","negative_032_next_not_002","1","824","032","578","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-230","1257.2","Harappa","TAB:B","Phyt","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-244","1269.1","Harappa","TAB:B","None","Faience","Y","R/L","+104-002-820+","3","negative_002_y_prev_not_032","1","104","002","820","820","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-251","1276.2","Harappa","TAB:B","Gaur","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-252","1277.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-253","1278.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-254","1279.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-255","1280.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-256","1281.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-257","1282.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-258","1283.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-259","1284.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-261","1286.1","Harappa","TAB:B","Bull1:I","Clay","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-262","1287.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-263","1288.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-264","1289.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-276","1298.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-292","1314.1","Harappa","TAB:I","None","Steatite","Y","R/L","+002-817+","2","negative_002_y_prev_not_032","0","","002","817","817","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-293","1315.1","Harappa","TAB:I","None","Steatite","Y","R/L","+002-817+","2","negative_002_y_prev_not_032","0","","002","817","817","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-359","1378.2","Harappa","TAB:I","Bult","Steatite","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-360","1379.1","Harappa","TAB:I","Bult","Steatite","Y","R/L","+824-032-578-415+","4","negative_032_next_not_002","1","824","032","578","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-361","1380.2","Harappa","TAB:I","Bult","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-362","1381.2","Harappa","TAB:I","Bult","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-697","1602.1","Harappa","TAB:B","Bull2","Clay","Y","R/L","+740-904-240-002-817+","5","negative_002_y_prev_not_032","3","240","002","817","817","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-697","1602.2","Harappa","TAB:B","Bull2","Clay","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-706","1611.1","Harappa","TAB:B","Gavi","Faience","Y","R/L","+700-033-137-002-820+","5","negative_002_y_prev_not_032","3","137","002","820","820","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-723","1625.1","Harappa","TAB:B","Phyt","-","Y","R/L","+740-032-840+","3","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-815","1704.1","Harappa","TAB:B","Othr","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-829","1717.1","Harappa","TAB:B","None","-","Y","L/R","+139-002-820+","3","negative_002_y_prev_not_032","1","139","002","820","820","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-833","1719.1","Harappa","TAB:B","None","Faience","Y","R/L","+526-554-002-820+","4","negative_002_y_prev_not_032","2","554","002","820","820","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-849","1735.2","Harappa","TAB:B","Fish","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-850","1736.2","Harappa","TAB:B","Fish","Faience","Y","R/L","+032-700+","2","negative_032_next_not_002","0","","032","700","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-852","1738.1","Harappa","TAB:B","Phyt","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-854","1740.2","Harappa","TAB:B","Bult","Faience","Y","L/R","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"H-859","1742.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-860","1743.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-861","1744.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-862","1745.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-863","1746.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-864","1747.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
