"id","cisi","site","type","material","shape","condition","complete","dir","class","text","signs","length","occurrence_index","prev2","prev1","sign","next1","next2","before_pair","after_pair","tail_after_032","terminal","tail_string","category","after_220","a_before_220","strict_closed","damaged_or_open","has_slash"
"2618.1","M-91","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-100-798-220-032-002-861-255-416+","740-100-798-220-032-002-861-255-416","9","4","798","220","032","002","861","798-220","002-861","4","false","002-861-255-416","non240_a_220_032","true","798","true","false","false"
"2640.1","M-113","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+740-032-840-741-060-920+","740-032-840-741-060-920","6","1","<START>","740","032","840","741","<START>-740","840-741","4","false","840-741-060-920","outside_a_220_x_032","false","","true","false","false"
"2646.1","M-119","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LC","+151-337-484-002-390-125-632-032-900-563+","151-337-484-002-390-125-632-032-900-563","10","7","125","632","032","900","563","125-632","900-563","2","false","900-563","outside_a_220_x_032","false","","true","false","false"
"2651.1","M-124","Mohenjo-daro","SEAL:S","Clay","square","Fair","Y","R/L","MT","+740-923-220-032+","740-923-220-032","4","3","923","220","032","<END>","<END>","923-220","<END>","0","true","<END>","non240_a_220_032","true","923","true","false","false"
"2657.1","M-130","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+740-094-220-032-002-144+","740-094-220-032-002-144","6","3","094","220","032","002","144","094-220","002-144","2","false","002-144","non240_a_220_032","true","094","true","false","false"
"2661.1","M-134","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SC","+872-032-692+","872-032-692","3","1","<START>","872","032","692","<END>","<START>-872","692-<END>","1","false","692","outside_a_220_x_032","false","","true","false","false"
"2670.1","M-143","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","IT","+740-205-032-002-252-840+","740-205-032-002-252-840","6","2","740","205","032","002","252","740-205","002-252","3","false","002-252-840","outside_a_220_x_032","false","","true","false","false"
"2694.1","M-169","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+740-575-017-000-000-031-032+","740-575-017-000-000-031-032","7","6","000","031","032","<END>","<END>","000-031","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2695.1","M-170","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-923-406-061-070-032-741-861+","740-923-406-061-070-032-741-861","8","5","061","070","032","741","861","061-070","741-861","2","false","741-861","outside_a_220_x_032","false","","true","false","false"
"2699.1","M-174","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","SP","+740-923-220-032-002-820+","740-923-220-032-002-820","6","3","923","220","032","002","820","923-220","002-820","2","false","002-820","non240_a_220_032","true","923","true","false","false"
"2720.1","M-195","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LC","+298-350-590-032-900-853+","298-350-590-032-900-853","6","3","350","590","032","900","853","350-590","900-853","2","false","900-853","outside_a_220_x_032","false","","true","false","false"
"2741.1","M-217","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","MT","+740-877-032-233+","740-877-032-233","4","2","740","877","032","233","<END>","740-877","233-<END>","1","false","233","outside_a_220_x_032","false","","true","false","false"
"2745.1","M-221","Mohenjo-daro","SEAL:S","-","square","Poor","Y","R/L","LP","+740-760-335-220-032-002-820+","740-760-335-220-032-002-820","7","4","335","220","032","002","820","335-220","002-820","2","false","002-820","non240_a_220_032","true","335","true","false","false"
"2763.1","M-240","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+520-240-220-032-002-861-603+","520-240-220-032-002-861-603","7","3","240","220","032","002","861","240-220","002-861","3","false","002-861-603","target_240_220_032","true","240","true","false","false"
"2764.1","M-241","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","IT","+090-740-032-840-741-572-683+","090-740-032-840-741-572-683","7","2","090","740","032","840","741","090-740","840-741","4","false","840-741-572-683","outside_a_220_x_032","false","","true","false","false"
"2795.1","M-274","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-760-264-231-742-315-032+","740-760-264-231-742-315-032","7","6","742","315","032","<END>","<END>","742-315","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2826.1","M-307","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","IT","+740-904-032-060-550+","740-904-032-060-550","5","2","740","904","032","060","550","740-904","060-550","2","false","060-550","outside_a_220_x_032","false","","true","false","false"
"2837.1","M-319","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","MT","+740-812-033-240-220-032+","740-812-033-240-220-032","6","5","240","220","032","<END>","<END>","240-220","<END>","0","true","<END>","target_240_220_032","true","240","true","false","false"
"2844.3","M-326","Mohenjo-daro","SEAL:S","Steatite","square","Good","N","R/L","??","+000-000-171-031-032-171+","000-000-171-031-032-171","6","4","171","031","032","171","<END>","171-031","171-<END>","1","false","171","outside_a_220_x_032","false","","true","false","false"
"2851.1","M-355","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Good","Y","R/L","LP","+740-877-032-033-705-231-235-002-861-360-520-919-140+","740-877-032-033-705-231-235-002-861-360-520-919-140","13","2","740","877","032","033","705","740-877","033-705","10","false","033-705-231-235-002-861-360-520-919-140","outside_a_220_x_032","false","","true","false","false"
"2852.1","M-356","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Good","Y","R/L","LC","+400-595-420-125-032-820-920-140+","400-595-420-125-032-820-920-140","8","4","420","125","032","820","920","420-125","820-920","3","false","820-920-140","outside_a_220_x_032","false","","true","false","false"
"2863.1","M-367","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Poor","N","R/L","??","+001-226-032-002-454+","001-226-032-002-454","5","2","001","226","032","002","454","001-226","002-454","2","false","002-454","outside_a_220_x_032","false","","true","false","false"
"2867.1","M-371","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Good","Y","R/L","MS","+617-142-384-032-154-806-467+","617-142-384-032-154-806-467","7","3","142","384","032","154","806","142-384","154-806","3","false","154-806-467","outside_a_220_x_032","false","","true","false","false"
"2871.1","M-375","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Good","Y","R/L","LP","+740-100-233-220-032-002-820+","740-100-233-220-032-002-820","7","4","233","220","032","002","820","233-220","002-820","2","false","002-820","non240_a_220_032","true","233","true","false","false"
"2877.1","M-381","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Good","Y","R/L","LP","+740-055-220-032-798-002-820+","740-055-220-032-798-002-820","7","3","055","220","032","798","002","055-220","798-002","3","false","798-002-820","non240_a_220_032","true","055","true","false","false"
"2883.1","M-387","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Poor","Y","R/L","SP","+226-032-798-742-060-920+","226-032-798-742-060-920","6","1","<START>","226","032","798","742","<START>-226","798-742","4","false","798-742-060-920","outside_a_220_x_032","false","","true","false","false"
"2888.1","M-392","Mohenjo-daro","SEAL:R","Steatite","cuboid-convex","Good","Y","R/L","MT","+740-405-590-220-032-806+","740-405-590-220-032-806","6","4","590","220","032","806","<END>","590-220","806-<END>","1","false","806","non240_a_220_032","true","590","true","false","false"
"2938.1","M-453","Mohenjo-daro","TAB:B","Faience","rectangular","Fair","Y","R/L","SP","+740-032-840-220-002-861+","740-032-840-220-002-861","6","1","<START>","740","032","840","220","<START>-740","840-220","4","false","840-220-002-861","outside_a_220_x_032","false","","true","false","false"
"2939.1","M-454","Mohenjo-daro","TAB:B","-","rectangular","Poor","N","R/L","??","+740-032-840-240-002-000+","740-032-840-240-002-000","6","1","<START>","740","032","840","240","<START>-740","840-240","4","false","840-240-002-000","outside_a_220_x_032","false","","true","false","false"
"2975.2","M-494","Mohenjo-daro","TAB:B","Clay","prism","Poor","Y","R/L","LC","+032-840-221-150-741-070-255+","032-840-221-150-741-070-255","7","0","<START>","<START>","032","840","221","<START>-<START>","840-221","6","false","840-221-150-741-070-255","outside_a_220_x_032","false","","true","false","false"
"2975.3","M-494","Mohenjo-daro","TAB:B","Clay","prism","Poor","Y","R/L","LC","+921-100-415-904-017-032-820-740-904-741+","921-100-415-904-017-032-820-740-904-741","10","5","904","017","032","820","740","904-017","820-740","4","false","820-740-904-741","outside_a_220_x_032","false","","true","false","false"
"2976.2","M-495","Mohenjo-daro","TAB:B","Clay","prism","Fair","Y","R/L","LC","+032-840-267-150-741-070+","032-840-267-150-741-070","6","0","<START>","<START>","032","840","267","<START>-<START>","840-267","5","false","840-267-150-741-070","outside_a_220_x_032","false","","true","false","false"
"2976.3","M-495","Mohenjo-daro","TAB:B","Clay","prism","Fair","Y","R/L","LC","+740-100-415-904-017-032-820-740-904-741+","740-100-415-904-017-032-820-740-904-741","10","5","904","017","032","820","740","904-017","820-740","4","false","820-740-904-741","outside_a_220_x_032","false","","true","false","false"
"2987.2","M-511","Mohenjo-daro","TAB:C","Copper","square","Good","Y","R/L","MT","+740-176-220-032+","740-176-220-032","4","3","176","220","032","<END>","<END>","176-220","<END>","0","true","<END>","non240_a_220_032","true","176","true","false","false"
"2988.2","M-512","Mohenjo-daro","TAB:C","Copper","square","Good","Y","R/L","MT","+740-176-220-032+","740-176-220-032","4","3","176","220","032","<END>","<END>","176-220","<END>","0","true","<END>","non240_a_220_032","true","176","true","false","false"
"2998.1","M-523","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","SC","+407-071-032+","407-071-032","3","2","407","071","032","<END>","<END>","407-071","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"2999.1","M-524","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","SC","+407-071-032+","407-071-032","3","2","407","071","032","<END>","<END>","407-071","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3019.1","M-547","Mohenjo-daro","TAB:C","Copper","rectangular-round","Fair","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
"3020.1","M-548","Mohenjo-daro","TAB:C","Copper","rectangular","Good","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
"3021.1","M-549","Mohenjo-daro","TAB:C","Copper","rectangular-round","Poor","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
"3041.1","M-571","Mohenjo-daro","TAB:C","Copper","rectangular","Good","Y","R/L","MT","+740-773-220-032+","740-773-220-032","4","3","773","220","032","<END>","<END>","773-220","<END>","0","true","<END>","non240_a_220_032","true","773","true","false","false"
"3045.1","M-575","Mohenjo-daro","TAB:C","Copper","rectangular","Fair","Y","R/L","SS","+617-142-597-032-905+","617-142-597-032-905","5","3","142","597","032","905","<END>","142-597","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3046.1","M-576","Mohenjo-daro","TAB:C","Copper","rectangular","Fair","Y","R/L","SS","+617-142-597-032-905+","617-142-597-032-905","5","3","142","597","032","905","<END>","142-597","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3047.1","M-577","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","2L","+617-142-597-032-905/407-004-002-365-460-495+","617-142-597-032-905-407-004-002-365-460-495","11","3","142","597","032","905","407","142-597","905-407","7","false","905-407-004-002-365-460-495","outside_a_220_x_032","false","","true","false","true"
"3061.2","M-599","Mohenjo-daro","TAB:C","Copper","rectangular","Good","Y","L/R","MT","+408-032-520-095-585-017-220+","408-032-520-095-585-017-220","7","1","<START>","408","032","520","095","<START>-408","520-095","5","false","520-095-585-017-220","outside_a_220_x_032","false","","true","false","false"
"3071.1","M-619","Mohenjo-daro","MISC","Clay","-","Poor","Y","R/L","SS","+840-032+","840-032","2","1","<START>","840","032","<END>","<END>","<START>-840","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3081.1","M-631","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","LP","+520-033-706-240-220-032-368-263+","520-033-706-240-220-032-368-263","8","5","240","220","032","368","263","240-220","368-263","2","false","368-263","target_240_220_032","true","240","true","false","false"
"3085.1","M-636","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+527-555-235-220-032-002-000-216+","527-555-235-220-032-002-000-216","8","4","235","220","032","002","000","235-220","002-000","3","false","002-000-216","non240_a_220_032","true","235","true","false","false"
"3092.1","M-648","Mohenjo-daro","SEAL:S","-","square","Fair","Y","R/L","LP","+090-740-100-220-032-741-361+","090-740-100-220-032-741-361","7","4","100","220","032","741","361","100-220","741-361","2","false","741-361","non240_a_220_032","true","100","true","false","false"
"3114.1","M-675","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-388-807-033-706-233-235-168-032+","740-388-807-033-706-233-235-168-032","9","8","235","168","032","<END>","<END>","235-168","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3115.1","M-677","Mohenjo-daro","SEAL:S","-","square","Fair","Y","R/L","LP","+740-923-070-032-033-706-231-242-002-861-901+","740-923-070-032-033-706-231-242-002-861-901","11","3","923","070","032","033","706","923-070","033-706","7","false","033-706-231-242-002-861-901","outside_a_220_x_032","false","","true","false","false"
"3119.1","M-683","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+740-798-231-002-298-460-032+","740-798-231-002-298-460-032","7","6","298","460","032","<END>","<END>","298-460","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3144.1","M-720","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+000-740-923-220-032-002-817+","000-740-923-220-032-002-817","7","4","923","220","032","002","817","923-220","002-817","2","false","002-817","non240_a_220_032","true","923","true","false","false"
"3146.1","M-722","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+740-585-240-220-032-002-817+","740-585-240-220-032-002-817","7","4","240","220","032","002","817","240-220","002-817","2","false","002-817","target_240_220_032","true","240","true","false","false"
"3147.1","M-723","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-460-510-235-220-032-002-861+","740-460-510-235-220-032-002-861","8","5","235","220","032","002","861","235-220","002-861","2","false","002-861","non240_a_220_032","true","235","true","false","false"
"3150.1","M-726","Mohenjo-daro","SEAL:S","-","square","Fair","Y","R/L","LP","+031-850-140-236-220-032-803-002-820+","031-850-140-236-220-032-803-002-820","9","5","236","220","032","803","002","236-220","803-002","3","false","803-002-820","non240_a_220_032","true","236","true","false","false"
"3157.1","M-733","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","2L","+151-740-760-220/892-590-850-032+","151-740-760-220-892-590-850-032","8","7","590","850","032","<END>","<END>","590-850","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","true"
"3166.1","M-742","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","SC","+090-850-032-060-573+","090-850-032-060-573","5","2","090","850","032","060","573","090-850","060-573","2","false","060-573","outside_a_220_x_032","false","","true","false","false"
"3169.1","M-746","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","MS","+740-440-220-032-741-390-590-032+","740-440-220-032-741-390-590-032","8","3","440","220","032","741","390","440-220","741-390","4","false","741-390-590-032","non240_a_220_032","true","440","true","false","false"
"3169.1","M-746","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","MS","+740-440-220-032-741-390-590-032+","740-440-220-032-741-390-590-032","8","7","390","590","032","<END>","<END>","390-590","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3190.1","M-776","Mohenjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-032-840-585-017-002-817+","740-032-840-585-017-002-817","7","1","<START>","740","032","840","585","<START>-740","840-585","5","false","840-585-017-002-817","outside_a_220_x_032","false","","true","false","false"
"3224.1","M-811","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SS","+226-032-803+","226-032-803","3","1","<START>","226","032","803","<END>","<START>-226","803-<END>","1","false","803","outside_a_220_x_032","false","","true","false","false"
"3240.1","M-828","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SC","+590-165-032-840+","590-165-032-840","4","2","590","165","032","840","<END>","590-165","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"3295.1","M-889","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","IT","+740-384-032-803-002-820+","740-384-032-803-002-820","6","2","740","384","032","803","002","740-384","803-002","3","false","803-002-820","outside_a_220_x_032","false","","true","false","false"
"3296.1","M-890","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","IT","+740-927-032-741-208+","740-927-032-741-208","5","2","740","927","032","741","208","740-927","741-208","2","false","741-208","outside_a_220_x_032","false","","true","false","false"
"3297.1","M-892","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","BUS","LP","+740-798-463-350-742-706-032+","740-798-463-350-742-706-032","7","6","742","706","032","<END>","<END>","742-706","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3301.1","M-896","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","LC","+151-031-090-032-001-505+","151-031-090-032-001-505","6","3","031","090","032","001","505","031-090","001-505","2","false","001-505","outside_a_220_x_032","false","","true","false","false"
"3335.1","-","Unknown","SEAL:S","-","square","Good","Y","R/L","MS","+740-205-032-002-390-590-032+","740-205-032-002-390-590-032","7","2","740","205","032","002","390","740-205","002-390","4","false","002-390-590-032","outside_a_220_x_032","false","","true","false","false"
"3335.1","-","Unknown","SEAL:S","-","square","Good","Y","R/L","MS","+740-205-032-002-390-590-032+","740-205-032-002-390-590-032","7","6","390","590","032","<END>","<END>","390-590","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3359.1","M-965","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+740-390-590-032-741-527+","740-390-590-032-741-527","6","3","390","590","032","741","527","390-590","741-527","2","false","741-527","outside_a_220_x_032","false","","true","false","false"
"3391.1","M-999","Mohenjo-daro","SEAL:S","Steatite","square","Fair","N","R/L","??","+232-000-032+","232-000-032","3","2","232","000","032","<END>","<END>","232-000","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3421.1","M-1044","Mohenjo-daro","SEAL:S","Steatite","square","Poor","Y","R/L","SP","+520-220-032-002-861+","520-220-032-002-861","5","2","520","220","032","002","861","520-220","002-861","2","false","002-861","non240_a_220_032","true","520","true","false","false"
"3422.1","M-1045","Mohenjo-daro","SEAL:S","Steatite","square","Poor","N","R/L","??","+740-100-415-070-032-002-820-000+","740-100-415-070-032-002-820-000","8","4","415","070","032","002","820","415-070","002-820","3","false","002-820-000","outside_a_220_x_032","false","","true","false","false"
"3427.1","M-1052","Mohenjo-daro","SEAL:R","-","rectangular","Poor","Y","R/L","IT","+679-740-220-032-806-001-595-575-001-095+","679-740-220-032-806-001-595-575-001-095","10","3","740","220","032","806","001","740-220","806-001","6","false","806-001-595-575-001-095","non240_a_220_032","true","740","true","false","false"
"3513.1","M-1152","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+740-032-840-235-002-861+","740-032-840-235-002-861","6","1","<START>","740","032","840","235","<START>-740","840-235","4","false","840-235-002-861","outside_a_220_x_032","false","","true","false","false"
"3514.1","M-1153","Mohenjo-daro","SEAL:S","Steatite","square","Fair","N","R/L","??","+740-923-877-032-803-000-000+","740-923-877-032-803-000-000","7","3","923","877","032","803","000","923-877","803-000","3","false","803-000-000","outside_a_220_x_032","false","","true","false","false"
"3519.1","M-1159","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+232-220-032-002-168-032+","232-220-032-002-168-032","6","2","232","220","032","002","168","232-220","002-168","3","false","002-168-032","non240_a_220_032","true","232","true","false","false"
"3519.1","M-1159","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","SP","+232-220-032-002-168-032+","232-220-032-002-168-032","6","5","002","168","032","<END>","<END>","002-168","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3529.1","M-1169","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","2L","+520-033-705-220-032/231-072-002-270-633-032+","520-033-705-220-032-231-072-002-270-633-032","11","4","705","220","032","231","072","705-220","231-072","6","false","231-072-002-270-633-032","non240_a_220_032","true","705","true","false","true"
"3529.1","M-1169","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","2L","+520-033-705-220-032/231-072-002-270-633-032+","520-033-705-220-032-231-072-002-270-633-032","11","10","270","633","032","<END>","<END>","270-633","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","true"
"3559.1","M-1224","Mohenjo-daro","SEAL:S","Steatite","square","Good","Y","R/L","MT","+400-090-740-032-840+","400-090-740-032-840","5","3","090","740","032","840","<END>","090-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"3572.1","M-1265","Mohenjo-daro","SEAL:R","Steatite","rectangular","Good","Y","R/L","MT","+740-055-240-220-032-806+","740-055-240-220-032-806","6","4","240","220","032","806","<END>","240-220","806-<END>","1","false","806","target_240_220_032","true","240","true","false","false"
"3581.1","M-1274","Mohenjo-daro","SEAL:R","Steatite","rectangular","Good","Y","R/L","SC","+130-032-905+","130-032-905","3","1","<START>","130","032","905","<END>","<START>-130","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3582.1","M-1275","Mohenjo-daro","SEAL:R","-","rectangular","Good","Y","R/L","MT","+740-752-440-220-032-798+","740-752-440-220-032-798","6","4","440","220","032","798","<END>","440-220","798-<END>","1","false","798","non240_a_220_032","true","440","true","false","false"
"3584.1","M-1277","Mohenjo-daro","SEAL:R","-","rectangular","Good","Y","L/R","SS","+032-905+","032-905","2","0","<START>","<START>","032","905","<END>","<START>-<START>","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3613.1","M-1308","Mohenjo-daro","SEAL:R","Steatite","rectangular","Good","Y","R/L","MS","+740-032-055-001-407-004+","740-032-055-001-407-004","6","1","<START>","740","032","055","001","<START>-740","055-001","4","false","055-001-407-004","outside_a_220_x_032","false","","true","false","false"
"3614.1","M-1309","Mohenjo-daro","SEAL:R","Steatite","rectangular","Good","Y","-","SC","+032-820-877+","032-820-877","3","0","<START>","<START>","032","820","877","<START>-<START>","820-877","2","false","820-877","outside_a_220_x_032","false","","true","false","false"
"3621.1","M-1316","Mohenjo-daro","SEAL:R","Steatite","rectangular","Good","Y","R/L","LC","+127-381-292-590-032-901-620+","127-381-292-590-032-901-620","7","4","292","590","032","901","620","292-590","901-620","2","false","901-620","outside_a_220_x_032","false","","true","false","false"
"3637.1","M-1332","Mohenjo-daro","SEAL:R","-","cuboid-convex","Poor","N","R/L","??","+400-032-000-140+","400-032-000-140","4","1","<START>","400","032","000","140","<START>-400","000-140","2","false","000-140","outside_a_220_x_032","false","","true","false","false"
"3650.1","M-1346","Mohenjo-daro","SEAL:R","-","rectangular","Poor","Y","R/L","LP","+740-861-032-233-803-002-820+","740-861-032-233-803-002-820","7","2","740","861","032","233","803","740-861","233-803","4","false","233-803-002-820","outside_a_220_x_032","false","","true","false","false"
"3657.1","M-1358","Mohenjo-daro","SEAL:R","-","cuboid","Poor","Y","R/L","SC","+032-002-900-285+","032-002-900-285","4","0","<START>","<START>","032","002","900","<START>-<START>","002-900","3","false","002-900-285","outside_a_220_x_032","false","","true","false","false"
"3673.1","M-1375","Mohenjo-daro","POT:T:s","Steatite","-","Fair","Y","R/L","SC","+790-032-033-705+","790-032-033-705","4","1","<START>","790","032","033","705","<START>-790","033-705","2","false","033-705","outside_a_220_x_032","false","","true","false","false"
"3681.1","M-1385","Mohenjo-daro","TAG:P","Clay","circular","Poor","Y","R/L","SP","+740-760-032-002-817+","740-760-032-002-817","5","2","740","760","032","002","817","740-760","002-817","2","false","002-817","outside_a_220_x_032","false","","true","false","false"
"3681.3","M-1385","Mohenjo-daro","TAG:P","Clay","circular","Poor","Y","R/L","SP","+740-760-032-002-817+","740-760-032-002-817","5","2","740","760","032","002","817","740-760","002-817","2","false","002-817","outside_a_220_x_032","false","","true","false","false"
"3685.1","M-1391","Mohenjo-daro","TAG:O","Clay","square","Poor","N","R/L","??","+000-000-000-798-002-817-032-320+","000-000-000-798-002-817-032-320","8","6","002","817","032","320","<END>","002-817","320-<END>","1","false","320","outside_a_220_x_032","false","","true","false","false"
"3719.1","M-1438","Mohenjo-daro","SEAL:R","-","semi-circular","Poor","Y","R/L","MT","+400-740-923-226-032+","400-740-923-226-032","5","4","923","226","032","<END>","<END>","923-226","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3778.1","M-1528","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","SS","+617-142-597-032-905+","617-142-597-032-905","5","3","142","597","032","905","<END>","142-597","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3779.1","M-1529","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","SS","+617-142-597-032-904+","617-142-597-032-904","5","3","142","597","032","904","<END>","142-597","904-<END>","1","false","904","outside_a_220_x_032","false","","true","false","false"
"3780.1","M-1530","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","SS","+617-142-597-032-905+","617-142-597-032-905","5","3","142","597","032","905","<END>","142-597","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3781.1","M-1531","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","SS","+617-142-597-032-905+","617-142-597-032-905","5","3","142","597","032","905","<END>","142-597","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3782.2","M-1532","Mohenjo-daro","TAB:C","Copper","rectangular","Poor ","Y","R/L","SS","+617-142-597-032-905+","617-142-597-032-905","5","3","142","597","032","905","<END>","142-597","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"3791.1","M-1555","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
"3792.1","M-1556","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
"3793.1","M-1557","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
"3794.1","M-1558","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
"3798.1","M-1569","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","Y","R/L","SC","+904-032-904+","904-032-904","3","1","<START>","904","032","904","<END>","<START>-904","904-<END>","1","false","904","outside_a_220_x_032","false","","true","false","false"
