target,prev,exact_cells,terminal_cells,terminal_share,sites,types,examples
104,890,1,1,1,1,1,M-87:890-104-<END>:+400-890-104+
734,794,1,0,0,1,1,M-89:794-734-032:+740-794-734-032-235+
032,734,1,0,0,1,1,M-89:734-032-235:+740-794-734-032-235+
798,100,1,0,0,1,1,M-91:100-798-220:+740-100-798-220-032-002-861-255-416+
416,255,1,1,1,1,1,M-91:255-416-<END>:+740-100-798-220-032-002-861-255-416+
084,814,1,1,1,1,1,M-92:814-084-<END>:+740-798-460-350-002-814-084+
240,003,1,0,0,1,1,M-93:003-240-741:+156-003-240-741-345+
345,741,2,2,1,1,1,M-93:741-345-<END>:+156-003-240-741-345+ | M-926:741-345-<END>:+740-269-792-741-345+
111,002,1,0,0,1,1,M-95:002-111-165:+390-003-002-111-165+
165,111,1,1,1,1,1,M-95:111-165-<END>:+390-003-002-111-165+
004,156,1,1,1,1,1,M-96:156-004-<END>:+156-004+
900,017,1,1,1,1,1,M-98:017-900-<END>:+740-585-017-900+
215,740,2,1,0.5,1,1,M-99:740-215-002:+740-215-002-368-119+ | M-324:740-215-<END>:+740-215+
002,215,1,0,0,1,1,M-99:215-002-368:+740-215-002-368-119+
119,368,1,1,1,1,1,M-99:368-119-<END>:+740-215-002-368-119+
503,390,1,0,0,1,1,M-101:390-503-740:+390-503-740-168-002-817+
740,503,1,0,0,1,1,M-101:503-740-168:+390-503-740-168-002-817+
168,740,1,0,0,1,1,M-101:740-168-002:+390-503-740-168-002-817+
002,168,1,0,0,1,1,M-101:168-002-817:+390-503-740-168-002-817+
545,900,1,1,1,1,1,M-102:900-545-<END>:+154-003-900-545+
853,235,1,1,1,1,1,M-104:235-853-<END>:+090-740-220-235-853+
565,740,1,0,0,1,1,M-107:740-565-233:+740-565-233-002-940-260+
233,565,1,0,0,1,1,M-107:565-233-002:+740-565-233-002-940-260+
260,940,1,1,1,1,1,M-107:940-260-<END>:+740-565-233-002-940-260+
820,413,1,0,0,1,1,M-108:413-820-220:+413-820-220-065-798-550-820+
220,820,2,0,0,1,1,M-108:820-220-065:+413-820-220-065-798-550-820+ | M-1843:820-220-063:+520-220-001-820-220-063-315+
798,065,1,0,0,1,1,M-108:065-798-550:+413-820-220-065-798-550-820+
550,798,1,0,0,1,1,M-108:798-550-820:+413-820-220-065-798-550-820+
820,550,1,1,1,1,1,M-108:550-820-<END>:+413-820-220-065-798-550-820+
287,002,1,0,0,1,1,M-109:002-287-140:+740-879-220-415-002-287-140+
140,287,1,1,1,1,1,M-109:287-140-<END>:+740-879-220-415-002-287-140+
001,233,2,0,0,1,1,M-111:233-001-821:+740-920-320-233-001-821+ | M-840:233-001-920:+046-031-033-705-233-001-920-374+
821,001,1,1,1,1,1,M-111:001-821-<END>:+740-920-320-233-001-821+
382,016,1,0,0,1,1,M-112:016-382-741:+740-760-220-016-382-741-572-684+
741,382,1,0,0,1,1,M-112:382-741-572:+740-760-220-016-382-741-572-684+
572,741,4,0,0,3,1,M-112:741-572-684:+740-760-220-016-382-741-572-684+ | M-241:741-572-683:+090-740-032-840-741-572-683+ | H-1021:741-572-368:+090-740-235-741-572-368+ | -:741-572-368:+520-033-033-741-572-368+
684,572,1,1,1,1,1,M-112:572-684-<END>:+740-760-220-016-382-741-572-684+
741,840,3,0,0,2,1,M-113:840-741-060:+740-032-840-741-060-920+ | M-241:840-741-572:+090-740-032-840-741-572-683+ | -:840-741-031:+390-840-741-031-370+
002,440,1,0,0,1,1,M-114:440-002-297:+740-760-440-002-297-416+
416,297,1,1,1,1,1,M-114:297-416-<END>:+740-760-440-002-297-416+
140,844,1,0,0,1,1,M-115:844-140-176:+390-844-140-176-803-002-301-190+
176,140,1,0,0,1,1,M-115:140-176-803:+390-844-140-176-803-002-301-190+
803,176,1,0,0,1,1,M-115:176-803-002:+390-844-140-176-803-002-301-190+
301,002,2,0,0,1,1,M-115:002-301-190:+390-844-140-176-803-002-301-190+ | M-242:002-301-350:+740-721-002-301-350+
190,301,1,1,1,1,1,M-115:301-190-<END>:+390-844-140-176-803-002-301-190+
840,176,1,0,0,1,1,M-116:176-840-013:+740-100-176-840-013-002-817+
002,013,1,0,0,1,1,M-116:013-002-817:+740-100-176-840-013-002-817+
055,803,1,0,0,1,1,M-117:803-055-002:+520-033-705-220-803-055-002-820+
002,055,2,0,0,1,2,M-117:055-002-820:+520-033-705-220-803-055-002-820+ | M-1273:055-002-861:+740-055-002-861-603+
033,772,1,0,0,1,1,M-118:772-033-705:+740-772-033-705-233-803-002-861+
337,151,1,0,0,1,1,M-119:151-337-484:+151-337-484-002-390-125-632-032-900-563+
002,484,1,0,0,1,1,M-119:484-002-390:+151-337-484-002-390-125-632-032-900-563+
563,900,1,1,1,1,1,M-119:900-563-<END>:+151-337-484-002-390-125-632-032-900-563+
740,858,1,0,0,1,1,M-120:858-740-100:+858/740-100-585-741-840-346+
585,100,1,0,0,1,1,M-120:100-585-741:+858/740-100-585-741-840-346+
741,585,1,0,0,1,1,M-120:585-741-840:+858/740-100-585-741-840-346+
840,741,1,0,0,1,1,M-120:741-840-346:+858/740-100-585-741-840-346+
346,840,1,1,1,1,1,M-120:840-346-<END>:+858/740-100-585-741-840-346+
233,790,2,0,0,1,1,M-121:790-233-798:+740-900-790-233-798+ | M-157:790-233-798:+740-900-790-233-798-001-820+
798,233,5,1,0.2,1,2,M-121:233-798-<END>:+740-900-790-233-798+ | M-157:233-798-001:+740-900-790-233-798-001-820+ | M-370:233-798-806:+832-904-740-444-388-233-798-806+ | M-714:233-798-803:+740-585-017-033-705-233-798-803-002-861-603+ | M-815:233-798-002:+520-070-233-798-002-861+
093,400,1,0,0,1,1,M-123:400-093-368:+400-093-368-072+
368,093,1,0,0,1,1,M-123:093-368-072:+400-093-368-072+
072,368,1,1,1,1,1,M-123:368-072-<END>:+400-093-368-072+
220,923,2,0,0,1,1,M-124:923-220-032:+740-923-220-032+ | M-174:923-220-032:+740-923-220-032-002-820+
552,520,1,0,0,1,1,M-126:520-552-060:+520-552-060-692+
060,552,1,0,0,1,1,M-126:552-060-692:+520-552-060-692+
176,741,1,1,1,1,1,M-127:741-176-<END>:+565-740-220-741-176+
803,923,2,1,0.5,1,1,M-128:923-803-741:+740-923-803-741-500-705+ | M-917:923-803-<END>:+740-923-803+
360,741,1,1,1,1,1,M-129:741-360-<END>:+520-233-240-235-741-360+
094,740,1,0,0,1,1,M-130:740-094-220:+740-094-220-032-002-144+
220,094,1,0,0,1,1,M-130:094-220-032:+740-094-220-032-002-144+
144,002,1,1,1,1,1,M-130:002-144-<END>:+740-094-220-032-002-144+
790,390,2,2,1,2,2,M-131:390-790-<END>:+740-390-590-741-390-790+ | Ns-46:390-790-<END>:+390-790+
545,003,1,1,1,1,1,M-132:003-545-<END>:+156-003-545+
812,255,1,0,0,1,1,M-133:255-812-906:+527-550-240-220-255-812-906-388+
906,812,1,0,0,1,1,M-133:812-906-388:+527-550-240-220-255-812-906-388+
388,906,2,2,1,1,2,M-133:906-388-<END>:+527-550-240-220-255-812-906-388+ | M-1427:906-388-<END>:+484-140-002-220-627-615-906-388+
032,872,1,0,0,1,1,M-134:872-032-692:+872-032-692+
692,032,1,1,1,1,1,M-134:032-692-<END>:+872-032-692+
031,016,1,0,0,1,1,M-136:016-031-908:+090-740-220-016-031-908-545+
908,031,1,0,0,1,1,M-136:031-908-545:+090-740-220-016-031-908-545+
832,033,1,0,0,1,1,M-139:033-832-236:+033-832-236-741-361+
236,832,1,0,0,1,1,M-139:832-236-741:+033-832-236-741-361+
741,236,1,0,0,1,1,M-139:236-741-361:+033-832-236-741-361+
361,741,2,2,1,1,1,M-139:741-361-<END>:+033-832-236-741-361+ | M-648:741-361-<END>:+090-740-100-220-032-741-361+
002,336,1,0,0,1,1,M-140:336-002-220:+740-336-002-220-065-440-455+
440,065,1,0,0,1,1,M-140:065-440-455:+740-336-002-220-065-440-455+
455,440,1,1,1,1,1,M-140:440-455-<END>:+740-336-002-220-065-440-455+
140,136,3,1,0.3333333333333333,1,2,M-142:136-140-002:+136-140-002-861+ | M-488:136-140-<END>:+615-016-435-255-400-136-140+ | M-2033:136-140-861:+136-140-861-455-922+
205,740,2,0,0,2,1,M-143:740-205-032:+740-205-032-002-252-840+ | -:740-205-032:+740-205-032-002-390-590-032+
032,205,2,0,0,2,1,M-143:205-032-002:+740-205-032-002-252-840+ | -:205-032-002:+740-205-032-002-390-590-032+
840,252,1,1,1,1,1,M-143:252-840-<END>:+740-205-032-002-252-840+
880,142,1,1,1,1,1,M-145:142-880-<END>:+740-400-142-880+
060,920,1,0,0,1,1,M-146:920-060-692:+740-255-920-060-692+
803,226,2,0,0,1,1,M-147:226-803-002:+226-803-002-220-455-520+ | M-713:226-803-717:+226-803-717-002-764+
520,455,1,1,1,1,1,M-147:455-520-<END>:+226-803-002-220-455-520+
556,817,1,1,1,1,1,M-148:817-556-<END>:+740-817-556+
060,440,1,0,0,1,1,M-149:440-060-550:+740-760-440-060-550+
832,740,1,1,1,1,1,M-150:740-832-<END>:+740-832+
864,065,1,1,1,1,1,M-151:065-864-<END>:+220-065-864+
002,772,2,0,0,1,1,M-152:772-002-861:+740-772-002-861+ | M-903:772-002-817:+740-772-002-817+
130,269,1,0,0,1,1,M-153:269-130-190:+269-130-190+
190,130,1,1,1,1,1,M-153:130-190-<END>:+269-130-190+
621,220,1,0,0,1,1,M-154:220-621-415:+520-220-621-415-002-257-898+
415,621,1,0,0,1,1,M-154:621-415-002:+520-220-621-415-002-257-898+
257,002,1,0,0,1,1,M-154:002-257-898:+520-220-621-415-002-257-898+
898,257,1,1,1,1,1,M-154:257-898-<END>:+520-220-621-415-002-257-898+
060,016,1,0,0,1,1,M-158:016-060-550:+390-016-060-550+
243,151,2,1,0.5,1,1,M-160:151-243-031:+151-243-031-002-820-741+ | M-969:151-243-<END>:+151-243+
741,820,2,2,1,1,1,M-160:820-741-<END>:+151-243-031-002-820-741+ | M-1119:820-741-<END>:+740-803-002-820-741+
122,617,1,0,0,1,1,M-161:617-122-003:+617-122-003+
003,122,1,1,1,1,1,M-161:122-003-<END>:+617-122-003+
552,840,2,0,0,1,1,M-162:840-552-003:+740-760-840-552-003+ | M-198:840-552-002:+740-760-840-552-002-817+
003,552,1,1,1,1,1,M-162:552-003-<END>:+740-760-840-552-003+
240,844,1,0,0,1,1,M-166:844-240-806:+390-844-240-806-002-861+
406,923,1,0,0,1,1,M-170:923-406-061:+740-923-406-061-070-032-741-861+
061,406,1,0,0,1,1,M-170:406-061-070:+740-923-406-061-070-032-741-861+
233,923,2,1,0.5,1,1,M-171:923-233-806:+407-061-740-923-233-806-060-692+ | M-945:923-233-<END>:+740-923-233+
018,405,1,0,0,1,1,M-172:405-018-001:+405-018-001-220-786-850+
001,018,1,0,0,1,1,M-172:018-001-220:+405-018-001-220-786-850+
786,220,2,0,0,1,2,M-172:220-786-850:+405-018-001-220-786-850+ | M-414:220-786-255:+220-786-255+
850,786,1,1,1,1,1,M-172:786-850-<END>:+405-018-001-220-786-850+
900,388,1,0,0,1,1,M-173:388-900-320:+740-388-900-320-806+
320,900,1,0,0,1,1,M-173:900-320-806:+740-388-900-320-806+
806,320,1,1,1,1,1,M-173:320-806-<END>:+740-388-900-320-806+
803,002,1,1,1,1,1,M-177:002-803-<END>:+390-003-002-803+
621,740,2,2,1,1,1,M-180:740-621-<END>:+740-621+ | M-782:740-621-<END>:+740-912-001-740-621+
295,002,1,0,0,1,1,M-181:002-295-502:+520-175-002-295-502+
502,295,1,1,1,1,1,M-181:295-502-<END>:+520-175-002-295-502+
297,060,3,1,0.3333333333333333,2,1,M-183:060-297-<END>:+520-233-060-297+ | M-921:060-297-630:+550-740-220-060-297-630+ | -:060-297-368:+520-070-495-240-060-297-368-632-032+
853,101,1,1,1,1,1,M-184:101-853-<END>:+090-740-101-853+
005,156,2,2,1,1,1,M-187:156-005-<END>:+156-005+ | M-193:156-005-<END>:+156-005+
740,436,1,0,0,1,1,M-189:436-740-176:+436-740-176+
843,156,1,1,1,1,1,M-190:156-843-<END>:+156-843+
125,090,2,1,0.5,1,1,M-191:090-125-<END>:+090-125+ | M-901:090-125-002:+090-125-002-861+
521,700,1,0,0,1,1,M-192:700-521-702:+700-521-702+
702,521,1,1,1,1,1,M-192:521-702-<END>:+700-521-702+
590,350,1,0,0,1,1,M-195:350-590-032:+298-350-590-032-900-853+
853,900,1,1,1,1,1,M-195:900-853-<END>:+298-350-590-032-900-853+
495,861,1,0,0,1,1,M-196:861-495-368:+861-495-368-836-741+
368,495,1,0,0,1,1,M-196:495-368-836:+861-495-368-836-741+
836,368,1,0,0,1,1,M-196:368-836-741:+861-495-368-836-741+
741,836,1,1,1,1,1,M-196:836-741-<END>:+861-495-368-836-741+
002,552,1,0,0,1,1,M-198:552-002-817:+740-760-840-552-002-817+
241,400,1,0,0,1,1,M-202:400-241-031:+400-241-031-060-820+
031,241,1,0,0,1,1,M-202:241-031-060:+400-241-031-060-820+
220,081,1,1,1,1,1,M-203:081-220-<END>:+740-390-590-741-081-220+
903,861,1,1,1,1,1,M-210:861-903-<END>:+368-861-903+
165,031,1,1,1,1,1,M-211:031-165-<END>:+090-740-100-220-002-031-165+
033,413,1,0,0,1,1,M-212:413-033-740:+413-033/740-388+
002,384,2,0,0,2,1,M-213:384-002-390:+740-384-002-390-346+ | -:384-002-629:+740-384-002-629-279+
346,390,1,1,1,1,1,M-213:390-346-<END>:+740-384-002-390-346+
267,400,1,0,0,1,1,M-214:400-267-820:+400-267-820+
820,267,1,1,1,1,1,M-214:267-820-<END>:+400-267-820+
717,151,1,1,1,1,1,M-216:151-717-<END>:+151-717+
220,400,1,0,0,1,1,M-218:400-220-428:+400-220-428+
428,220,1,1,1,1,1,M-218:220-428-<END>:+400-220-428+
456,527,1,1,1,1,1,M-219:527-456-<END>:+527-456+
220,335,2,0,0,2,1,M-221:335-220-032:+740-760-335-220-032-002-820+ | -:335-220-098:+335-220-098-921-861+
277,244,1,0,0,1,1,M-222:244-277-255:+244-277-255+
255,277,1,1,1,1,1,M-222:277-255-<END>:+244-277-255+
002,241,1,0,0,1,1,M-225:241-002-880:+241-002-880+
880,002,3,3,1,2,2,M-225:002-880-<END>:+241-002-880+ | M-1318:002-880-<END>:+740-460-503-002-880+ | Ns-55:002-880-<END>:+526-554-002-880+
365,740,1,0,0,1,1,M-226:740-365-278:+740-365-278-061+
278,365,1,0,0,1,1,M-226:365-278-061:+740-365-278-061+
061,278,1,1,1,1,1,M-226:278-061-<END>:+740-365-278-061+
707,390,1,1,1,1,1,M-232:390-707-<END>:+236-002-390-707+
535,842,1,0,0,1,1,M-234:842-535-099:+842-535-099-004/740-482-060-692-520-220-235-001-920+
099,535,1,0,0,1,1,M-234:535-099-004:+842-535-099-004/740-482-060-692-520-220-235-001-920+
004,099,1,0,0,1,1,M-234:099-004-740:+842-535-099-004/740-482-060-692-520-220-235-001-920+
740,004,1,0,0,1,1,M-234:004-740-482:+842-535-099-004/740-482-060-692-520-220-235-001-920+
921,760,1,0,0,1,1,M-239:760-921-235:+740-760-921-235-002-112+
235,921,1,0,0,1,1,M-239:921-235-002:+740-760-921-235-002-112+
603,861,3,3,1,1,2,M-240:861-603-<END>:+520-240-220-032-002-861-603+ | M-714:861-603-<END>:+740-585-017-033-705-233-798-803-002-861-603+ | M-1273:861-603-<END>:+740-055-002-861-603+
683,572,1,1,1,1,1,M-241:572-683-<END>:+090-740-032-840-741-572-683+
721,740,1,0,0,1,1,M-242:740-721-002:+740-721-002-301-350+
002,721,1,0,0,1,1,M-242:721-002-301:+740-721-002-301-350+
350,301,1,1,1,1,1,M-242:301-350-<END>:+740-721-002-301-350+
894,590,1,0,0,1,1,M-243:590-894-140:+892-590-894-140-545+
140,894,1,0,0,1,1,M-243:894-140-545:+892-590-894-140-545+
545,140,1,1,1,1,1,M-243:140-545-<END>:+892-590-894-140-545+
460,921,1,0,0,1,1,M-245:921-460-503:+740-760-070-921-460-503-002-817+
503,740,1,0,0,1,1,M-246:740-503-235:+740-503-235-233-002-817+
235,503,1,0,0,1,1,M-246:503-235-233:+740-503-235-233-002-817+
233,235,4,0,0,1,1,M-246:235-233-002:+740-503-235-233-002-817+ | M-266:235-233-013:+565-740-798-235-233-013-269-632+ | M-647:235-233-741:+740-100-235-233-741-060-920+ | M-1226:235-233-002:+520-033-705-235-233-002-817+
705,002,3,0,0,3,2,M-248:002-705-590:+740-100-415-002-705-590+ | -:002-705-127:+390-004-002-705-127+ | -:002-705-530:+740-390-590-231-002-705-530-904+
165,140,1,0,0,1,1,M-249:140-165-740:+140-165-740-176-220-803+
350,125,1,1,1,1,1,M-251:125-350-<END>:+390-003-002-125-350+
150,400,1,0,0,1,1,M-252:400-150-617:+400-150-617-055-001-150-243+
617,150,1,0,0,1,1,M-252:150-617-055:+400-150-617-055-001-150-243+
055,617,1,0,0,1,1,M-252:617-055-001:+400-150-617-055-001-150-243+
150,001,1,0,0,1,1,M-252:001-150-243:+400-150-617-055-001-150-243+
243,150,1,1,1,1,1,M-252:150-243-<END>:+400-150-617-055-001-150-243+
803,550,1,0,0,1,1,M-253:550-803-002:+527-550-803-002-368-518+
518,368,1,1,1,1,1,M-253:368-518-<END>:+527-550-803-002-368-518+
390,255,1,0,0,1,1,M-254:255-390-005:+435-255-390-005+
233,879,1,1,1,1,1,M-255:879-233-<END>:+740-879-233+
804,930,1,0,0,1,1,M-256:930-804-220:+930/804-220-060-550+
220,804,1,0,0,1,1,M-256:804-220-060:+930/804-220-060-550+
740,600,1,0,0,1,1,M-257:600-740-060:+600-740-060-920+
575,384,1,0,0,1,1,M-258:384-575-892:+384-575/892-706-717-002-861+
892,575,1,0,0,1,1,M-258:575-892-706:+384-575/892-706-717-002-861+
706,892,1,0,0,1,1,M-258:892-706-717:+384-575/892-706-717-002-861+
717,706,1,0,0,1,1,M-258:706-717-002:+384-575/892-706-717-002-861+
002,014,1,0,0,1,1,M-260:014-002-820:+090-740-220-014-002-820+
001,061,2,0,0,2,2,M-261:061-001-694:+740-061-001-694+ | H-1198:061-001-031:+740-061-001-031-820+
694,001,1,1,1,1,1,M-261:001-694-<END>:+740-061-001-694+
545,031,1,1,1,1,1,M-263:031-545-<END>:+090-740-400-350-031-545+
519,740,4,2,0.5,2,3,M-264:740-519-<END>:+740-519+ | M-327:740-519-002:+740-519-002-861+ | M-388:740-519-<END>:+740-519+ | -:740-519-002:+740-519-002-900-630+
013,233,1,0,0,1,1,M-266:233-013-269:+565-740-798-235-233-013-269-632+
269,013,1,0,0,1,1,M-266:013-269-632:+565-740-798-235-233-013-269-632+
632,269,1,1,1,1,1,M-266:269-632-<END>:+565-740-798-235-233-013-269-632+
155,630,1,0,0,1,1,M-267:630-155-002:+740-630-155-002-679+
002,155,1,0,0,1,1,M-267:155-002-679:+740-630-155-002-679+
679,002,1,1,1,1,1,M-267:002-679-<END>:+740-630-155-002-679+
090,480,1,0,0,1,1,M-268:480-090-820:+215-001-480-090-820+
820,090,1,1,1,1,1,M-268:090-820-<END>:+215-001-480-090-820+
818,002,1,1,1,1,1,M-272:002-818-<END>:+002-818+
264,760,1,0,0,1,1,M-274:760-264-231:+740-760-264-231-742-315-032+
231,264,1,0,0,1,1,M-274:264-231-742:+740-760-264-231-742-315-032+
742,231,1,0,0,1,1,M-274:231-742-315:+740-760-264-231-742-315-032+
315,742,1,0,0,1,1,M-274:742-315-032:+740-760-264-231-742-315-032+
032,315,1,1,1,1,1,M-274:315-032-<END>:+740-760-264-231-742-315-032+
717,760,1,0,0,1,1,M-275:760-717-853:+090-740-760-717-853+
853,717,1,1,1,1,1,M-275:717-853-<END>:+090-740-760-717-853+
176,705,1,1,1,1,1,M-276:705-176-<END>:+520-033-705-176+
944,002,1,0,0,1,1,M-280:002-944-920:+740-482-240-002-944-920-140+
920,944,1,0,0,1,1,M-280:944-920-140:+740-482-240-002-944-920-140+
250,510,1,0,0,1,1,M-281:510-250-853:+740-460-510-250-853+
853,250,1,1,1,1,1,M-281:250-853-<END>:+740-460-510-250-853+
368,142,1,0,0,1,1,M-282:142-368-817:+156-142-368-817+
090,820,1,0,0,1,1,M-288:820-090-740:+820/090-740-176-741-065-123+
065,741,1,0,0,1,1,M-288:741-065-123:+820/090-740-176-741-065-123+
123,065,1,1,1,1,1,M-288:065-123-<END>:+820/090-740-176-741-065-123+
345,400,1,0,0,1,1,M-290:400-345-279:+400-345-279+
279,345,1,1,1,1,1,M-290:345-279-<END>:+400-345-279+
890,740,1,0,0,1,1,M-291:740-890-692:+740-890-692+
692,890,1,1,1,1,1,M-291:890-692-<END>:+740-890-692+
416,151,3,2,0.6666666666666666,1,1,M-293:151-416-741:+151-416-741-849+ | M-741:151-416-<END>:+151-416+ | M-1222:151-416-<END>:+151-416+
741,416,2,0,0,1,1,M-293:416-741-849:+151-416-741-849+ | M-971:416-741-060:+740-416-741-060-920+
849,741,1,1,1,1,1,M-293:741-849-<END>:+151-416-741-849+
880,060,1,1,1,1,1,M-296:060-880-<END>:+621-520-220-060-880+
575,240,1,0,0,1,1,M-297:240-575-703:+090-740-240-575-703-060+
703,575,1,0,0,1,1,M-297:575-703-060:+090-740-240-575-703-060+
060,703,1,1,1,1,1,M-297:703-060-<END>:+090-740-240-575-703-060+
001,590,1,0,0,1,1,M-300:590-001-060:+740-390-590-001/060-820+
534,742,1,0,0,1,1,M-304:742-534-550:+090-740-220-742-534-550-090+
550,534,1,0,0,1,1,M-304:534-550-090:+090-740-220-742-534-550-090+
090,550,1,1,1,1,1,M-304:550-090-<END>:+090-740-220-742-534-550-090+
838,798,3,1,0.3333333333333333,1,2,M-306:798-838-741:+621-740-798-838-741-092-850+ | M-494:798-838-<END>:+390-697-151-740-176-798-838+ | M-900:798-838-002:+740-390-590-233-220-415-798-838-002-820+
092,741,1,0,0,1,1,M-306:741-092-850:+621-740-798-838-741-092-850+
850,092,1,1,1,1,1,M-306:092-850-<END>:+621-740-798-838-741-092-850+
727,002,1,0,0,1,1,M-308:002-727-317:+520-220-002-727-317+
317,727,1,1,1,1,1,M-308:727-317-<END>:+520-220-002-727-317+
740,224,1,0,0,1,1,M-309:224-740-061:+224-740-061-002-824+
001,482,1,0,0,1,1,M-310:482-001-550:+621/740-482-001-550+
002,401,1,0,0,1,1,M-311:401-002-368:+401-002-368-165+
165,368,1,1,1,1,1,M-311:368-165-<END>:+401-002-368-165+
817,953,1,0,0,1,1,M-314:953-817-390:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
308,125,1,0,0,1,1,M-314:125-308-809:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
809,308,1,0,0,1,1,M-314:308-809-033:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
033,809,1,0,0,1,1,M-314:809-033-740:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
706,760,2,0,0,1,1,M-314:760-706-466:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+ | M-1103:760-706-635:+001-820-595-760-706-635+
466,706,1,0,0,1,1,M-314:706-466-520:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
520,466,1,0,0,1,1,M-314:466-520-231:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
002,034,1,0,0,1,1,M-315:034-002-374:+390-034-002-374-228-741+
228,374,1,0,0,1,1,M-315:374-228-741:+390-034-002-374-228-741+
741,228,1,1,1,1,1,M-315:228-741-<END>:+390-034-002-374-228-741+
390,367,1,0,0,1,1,M-316:367-390-710:+367-390-710-002-861+
710,390,2,1,0.5,1,1,M-316:390-710-002:+367-390-710-002-861+ | M-784:390-710-<END>:+368-390-710+
002,710,1,0,0,1,1,M-316:710-002-861:+367-390-710-002-861+
060,255,2,0,0,1,1,M-317:255-060-692:+255-060-692-401-920+ | M-626:255-060-692:+842-374-125/740-803-060-692-740-690-435-255-060-692+
401,692,1,0,0,1,1,M-317:692-401-920:+255-060-692-401-920+
920,401,1,1,1,1,1,M-317:401-920-<END>:+255-060-692-401-920+
575,031,2,2,1,1,1,M-318:031-575-<END>:+031-575+ | M-318:031-575-<END>:+390-003-002-031-575+
812,740,1,0,0,1,1,M-319:740-812-033:+740-812-033-240-220-032+
803,241,2,0,0,1,1,M-325:241-803-002:+241-803-002-850-493+ | M-325:241-803-002:+241-803-002-850-491+
850,002,2,0,0,1,1,M-325:002-850-493:+241-803-002-850-493+ | M-325:002-850-491:+241-803-002-850-491+
493,850,1,1,1,1,1,M-325:850-493-<END>:+241-803-002-850-493+
491,850,1,1,1,1,1,M-325:850-491-<END>:+241-803-002-850-491+
235,904,1,0,0,1,1,M-326:904-235-741:+740-904-235-741-060-920+
003,820,1,0,0,1,1,M-326:820-003-645:+820-003-645+
645,003,1,1,1,1,1,M-326:003-645-<END>:+820-003-645+
840,461,1,1,1,1,1,M-326:461-840-<END>:+461-840+
002,519,3,0,0,2,2,M-327:519-002-861:+740-519-002-861+ | M-650:519-002-817:+520-220-415-519-002-817+ | -:519-002-900:+740-519-002-900-630+
142,157,1,1,1,1,1,M-328:157-142-<END>:+157-142+
698,861,1,1,1,1,1,M-329:861-698-<END>:+002-861-698+
492,004,1,0,0,1,1,M-331:004-492-015:+004-492-015/600-251-073+
015,492,1,0,0,1,1,M-331:492-015-600:+004-492-015/600-251-073+
600,015,1,0,0,1,1,M-331:015-600-251:+004-492-015/600-251-073+
251,600,1,0,0,1,1,M-331:600-251-073:+004-492-015/600-251-073+
073,251,1,1,1,1,1,M-331:251-073-<END>:+004-492-015/600-251-073+
899,001,1,1,1,1,1,M-331:001-899-<END>:+001-899+
484,899,1,0,0,1,1,M-331:899-484-380:+899-484-380-899+
380,484,1,0,0,1,1,M-331:484-380-899:+899-484-380-899+
899,380,1,1,1,1,1,M-331:380-899-<END>:+899-484-380-899+
729,740,1,0,0,1,1,M-354:740-729-407:+740-729-407-845-236-002-906-125+
407,729,1,0,0,1,1,M-354:729-407-845:+740-729-407-845-236-002-906-125+
236,845,1,0,0,1,1,M-354:845-236-002:+740-729-407-845-236-002-906-125+
125,906,1,1,1,1,1,M-354:906-125-<END>:+740-729-407-845-236-002-906-125+
360,861,1,0,0,1,1,M-355:861-360-520:+740-877-032-033-705-231-235-002-861-360-520-919-140+
520,360,1,0,0,1,1,M-355:360-520-919:+740-877-032-033-705-231-235-002-861-360-520-919-140+
595,400,1,0,0,1,1,M-356:400-595-420:+400-595-420-125-032-820-920-140+
125,420,1,0,0,1,1,M-356:420-125-032:+400-595-420-125-032-820-920-140+
920,820,1,0,0,1,1,M-356:820-920-140:+400-595-420-125-032-820-920-140+
806,100,1,0,0,1,1,M-357:100-806-472:+740-100-806-472-240-806-001-820+
240,472,1,0,0,1,1,M-357:472-240-806:+740-100-806-472-240-806-001-820+
001,806,2,0,0,1,1,M-357:806-001-820:+740-100-806-472-240-806-001-820+ | M-1052:806-001-595:+679-740-220-032-806-001-595-575-001-095+
520,001,3,0,0,1,2,M-358:001-520-240:+003-001-520-240-806-002-502-031+ | M-670:001-520-033:+154-031-001-520-033-705+ | M-1284:001-520-240:+416-001-520-240-806-002-502-031+
502,002,2,0,0,1,1,M-358:002-502-031:+003-001-520-240-806-002-502-031+ | M-1284:002-502-031:+416-001-520-240-806-002-502-031+
031,502,2,2,1,1,1,M-358:502-031-<END>:+003-001-520-240-806-002-502-031+ | M-1284:502-031-<END>:+416-001-520-240-806-002-502-031+
388,002,2,0,0,1,2,M-359:002-388-385:+740-405-590-220-235-803-002-388-385-705-632+ | M-948:002-388-031:+426-003-002-388-031+
385,388,1,0,0,1,1,M-359:388-385-705:+740-405-590-220-235-803-002-388-385-705-632+
