"id","cisi","site","region","area_section","material","shape","type","sides","condition","complete","dir","class","text_length","text","signs","length","position_0","position_1","at_start","at_end","prev","next","next2","prev2","frame","damaged_or_open"
"3150.1","M-726","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","LP","9","+031-850-140-236-220-032-803-002-820+","031-850-140-236-220-032-803-002-820","9","4","5","False","False","236","032","803","140","236-220-032","False"
"3155.1","M-731","Mohenjo-daro","Lower Indus","--","-","square","SEAL:S","1","Poor","Y","R/L","MT","2","+151-220+","151-220","2","1","2","False","True","151","<END>","<END>","<START>","151-220-<END>","False"
"3157.1","M-733","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","8","+151-740-760-220/892-590-850-032+","151-740-760-220-892-590-850-032","8","3","4","False","False","760","892","590","740","760-220-892","False"
"3161.1","M-737","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","+706-000/090-740-220-000[","706-000-090-740-220-000","6","4","5","False","False","740","000","<END>","090","740-220-000","True"
"3169.1","M-746","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Poor","Y","R/L","MS","8","+740-440-220-032-741-390-590-032+","740-440-220-032-741-390-590-032","8","2","3","False","False","440","032","741","740","440-220-032","False"
"3186.1","M-768","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","?","R/L","UC","5+?","+520-920-320-220-415[","520-920-320-220-415","5","3","4","False","False","320","415","<END>","920","320-220-415","True"
"3268.1","M-856","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","IT","7","+740-575-017-060-220-065-374+","740-575-017-060-220-065-374","7","4","5","False","False","060","065","374","017","060-220-065","False"
"3278.1","M-868","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","LP","7","+520-033-705-231-220-002-817+","520-033-705-231-220-002-817","7","4","5","False","False","231","002","817","705","231-220-002","False"
"3289.1","M-881","Mohenjo-daro","Lower Indus","L-","Steatite","square","SEAL:S","1","Poor","?","R/L","UC","4+?","]220-065-615-066+","220-065-615-066","4","0","1","True","False","<START>","065","615","<START>","<START>-220-065","True"
"3292.1","M-886","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Poor","?","-","UC","1+?","]220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"3305.1","M-900","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","10","+740-390-590-233-220-415-798-838-002-820+","740-390-590-233-220-415-798-838-002-820","10","4","5","False","False","233","415","798","590","233-220-415","False"
"3311.1","M-914","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","5","+520-920-320-220-415+","520-920-320-220-415","5","3","4","False","False","320","415","<END>","920","320-220-415","False"
"3318.1","M-921","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","SP","6","+550-740-220-060-297-630+","550-740-220-060-297-630","6","2","3","False","False","740","060","297","550","740-220-060","False"
"3338.1","M-943","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","5","+740-176-220-415-798+","740-176-220-415-798","5","2","3","False","False","176","415","798","740","176-220-415","False"
"3357.1","M-962","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","MT","4","+520-220-240-235+","520-220-240-235","4","1","2","False","False","520","240","235","<START>","520-220-240","False"
"3360.1","M-967","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","SC","4","+401-861-440-220+","401-861-440-220","4","3","4","False","True","440","<END>","<END>","861","440-220-<END>","False"
"3371.1","M-978","Mohenjo-daro","Lower Indus","--","-","square","SEAL:S","1","Poor","Y","R/L","MT","2","+520-220+","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","False"
"3377.1","-","Dholavira","Gujarat/Kutch","Middle Town-","Clay","-","TAG","1","Poor","N","R/L","??","5+?","]000-220-000-740-000[","000-220-000-740-000","5","1","2","False","False","000","000","740","<START>","000-220-000","True"
"3405.1","M-1020","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","-","SEAL","1","Poor","?","R/L","UC","4+?","+740-554-001-220[","740-554-001-220","4","3","4","False","True","001","<END>","<END>","554","001-220-<END>","True"
"3409.1","M-1027","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Poor","N","R/L","??","7+?","+740-176-220-415-002-435-000[","740-176-220-415-002-435-000","7","2","3","False","False","176","415","002","740","176-220-415","True"
"3413.1","M-1031","Mohenjo-daro","Lower Indus","SD-","-","square","SEAL:S","1","Poor","?","R/L","UC","4+?","+520-220-415-817[","520-220-415-817","4","1","2","False","False","520","415","817","<START>","520-220-415","True"
"3421.1","M-1044","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-032-002-861+","520-220-032-002-861","5","1","2","False","False","520","032","002","<START>","520-220-032","False"
"3427.1","M-1052","Mohenjo-daro","Lower Indus","DKB","-","rectangular","SEAL:R","1","Poor","Y","R/L","IT","10","+679-740-220-032-806-001-595-575-001-095+","679-740-220-032-806-001-595-575-001-095","10","2","3","False","False","740","032","806","679","740-220-032","False"
"3431.1","M-1057","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Poor","N","R/L","??","8+?","+353-090-350-001-440-220-705-000[","353-090-350-001-440-220-705-000","8","5","6","False","False","440","705","000","001","440-220-705","True"
"3434.1","M-1060","Mohenjo-daro","Lower Indus","VSA","Steatite","-","SEAL","1","Poor","?","R/L","UC","4+?","+550-920-320-220[","550-920-320-220","4","3","4","False","True","320","<END>","<END>","920","320-220-<END>","True"
"3464.1","M-1090","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-235-000-130-741+","520-220-235-000-130-741","6","1","2","False","False","520","235","000","<START>","520-220-235","False"
"3483.1","M-1112","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","2L","7","+740-585-220/002-130-035-171+","740-585-220-002-130-035-171","7","2","3","False","False","585","002","130","740","585-220-002","False"
"3492.1","M-1121","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Poor","N","R/L","??","3","+000-585-220+","000-585-220","3","2","3","False","True","585","<END>","<END>","000","585-220-<END>","False"
"3509.1","M-1148","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","4","+520-220-002-861+","520-220-002-861","4","1","2","False","False","520","002","861","<START>","520-220-002","False"
"3519.1","M-1159","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+232-220-032-002-168-032+","232-220-032-002-168-032","6","1","2","False","False","232","032","002","<START>","232-220-032","False"
"3529.1","M-1169","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","11","+520-033-705-220-032/231-072-002-270-633-032+","520-033-705-220-032-231-072-002-270-633-032","11","3","4","False","False","705","032","231","033","705-220-032","False"
"3540.1","M-1189","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","]861-892-692/000-220-002-824[","861-892-692-000-220-002-824","7","4","5","False","False","000","002","824","692","000-220-002","True"
"3556.1","M-1206","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","2","Good","Y","R/L","MT","3","+520-220-034+","520-220-034","3","1","2","False","False","520","034","<END>","<START>","520-220-034","False"
"3572.1","M-1265","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL:R","1","Good","Y","R/L","MT","6","+740-055-240-220-032-806+","740-055-240-220-032-806","6","3","4","False","False","240","032","806","055","240-220-032","False"
"3582.1","M-1275","Mohenjo-daro","Lower Indus","--","-","rectangular","SEAL:R","1","Good","Y","R/L","MT","6","+740-752-440-220-032-798+","740-752-440-220-032-798","6","3","4","False","False","440","032","798","752","440-220-032","False"
"3599.1","M-1294","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL:R","1","Poor","?","R/L","UC","3+?","+740-176-220[","740-176-220","3","2","3","False","True","176","<END>","<END>","740","176-220-<END>","True"
"3600.1","M-1295","Mohenjo-daro","Lower Indus","SD-","Steatite","cuboid-convex","SEAL:R","1","Poor","N","R/L","??","6+?","+407-845-220-415-798-000[","407-845-220-415-798-000","6","2","3","False","False","845","415","798","407","845-220-415","True"
"3617.1","M-1312","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","rectangular","SEAL:R","1","Fair","Y","R/L","MT","3","+400-740-220+","400-740-220","3","2","3","False","True","740","<END>","<END>","400","740-220-<END>","False"
"3634.1","M-1329","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","N","R/L","??","6+?","]000-142-001-220-455-820+","000-142-001-220-455-820","6","3","4","False","False","001","455","820","142","001-220-455","True"
"3635.1","M-1330","Mohenjo-daro","Lower Indus","DKB","Steatite","cuboid-convex","SEAL:R","1","Poor","?","R/L","UC","3+?","+407-845-220[","407-845-220","3","2","3","False","True","845","<END>","<END>","407","845-220-<END>","True"
"3649.1","M-1344","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","rectangular","SEAL:R","1","Good","?","R/L","UC","3+?","+740-407-220[","740-407-220","3","2","3","False","True","407","<END>","<END>","740","407-220-<END>","True"
"3651.1","M-1350","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL:R","1","Fair","Y","R/L","LC","8","+406-371-220-415-803-742-920-320+","406-371-220-415-803-742-920-320","8","2","3","False","False","371","415","803","406","371-220-415","False"
"3661.1","M-1362","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL:R","1","Fair","?","L/R","UC","4+?","+390-070-220-032[","390-070-220-032","4","2","3","False","False","070","032","<END>","390","070-220-032","True"
"3711.1","M-1426","Mohenjo-daro","Lower Indus","DKE","Clay","prism","TAB:B","1","Fair","Y","R/L","LP","8","+740-760-036-220-415-798-002-861+","740-760-036-220-415-798-002-861","8","3","4","False","False","036","415","798","760","036-220-415","False"
"3712.1","M-1427","Mohenjo-daro","Lower Indus","DKG. (S)","Clay","-","TAG:O","1","Fair","Y","R/L","LC","8","+484-140-002-220-627-615-906-388+","484-140-002-220-627-615-906-388","8","3","4","False","False","002","627","615","140","002-220-627","False"
"3713.1","M-1429","Mohenjo-daro","Lower Indus","--","-","prism","TAB:B","1","Good","Y","R/L","MS","7","+090-740-792-740-220-003-803+","090-740-792-740-220-003-803","7","4","5","False","False","740","003","803","792","740-220-003","False"
"3720.1","M-1439","Mohenjo-daro","Lower Indus","HRA","-","rectangular-round","TAB:B","1","Fair","Y","R/L","MT","3","+740-220-003+","740-220-003","3","1","2","False","False","740","003","<END>","<START>","740-220-003","False"
"3721.1","M-1440","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","rectangular","TAG:O","1","Poor","N","-","??","3+?","]000-220-002+","000-220-002","3","1","2","False","False","000","002","<END>","<START>","000-220-002","True"
"3722.1","M-1441","Mohenjo-daro","Lower Indus","DK-","-","rectangular","SEAL:R","1","Fair","Y","R/L","MT","3","+740-220-003+","740-220-003","3","1","2","False","False","740","003","<END>","<START>","740-220-003","False"
"3723.1","M-1442","Mohenjo-daro","Lower Indus","DK-","-","rectangular","TAB:B","1","Fair","Y","R/L","MT","3","+740-220-003+","740-220-003","3","1","2","False","False","740","003","<END>","<START>","740-220-003","False"
"3724.1","M-1443","Mohenjo-daro","Lower Indus","DK-","-","rectangular","SEAL:R","1","Fair","Y","R/L","MT","3","+740-220-003+","740-220-003","3","1","2","False","False","740","003","<END>","<START>","740-220-003","False"
"3729.1","M-1450","Mohenjo-daro","Lower Indus","VSA","Copper","square","TAB:C","1","Poor","N","R/L","??","4","+740-220-233-000+","740-220-233-000","4","1","2","False","False","740","233","000","<START>","740-220-233","False"
"3733.1","M-1456","Mohenjo-daro","Lower Indus","VSA","Copper","square","TAB:C","1","Good","Y","R/L","MT","4","+407-845-220-415+","407-845-220-415","4","2","3","False","False","845","415","<END>","407","845-220-415","False"
"3734.1","M-1457","Mohenjo-daro","Lower Indus","DKG","Copper","square","TAB:C","1","Fair","Y","R/L","MT","4","+407-845-220-415+","407-845-220-415","4","2","3","False","False","845","415","<END>","407","845-220-415","False"
"3773.1","M-1520","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","rectangular","TAB:C","1","Good","Y","R/L","MT","4","+740-222-220-235+","740-222-220-235","4","2","3","False","False","222","235","<END>","740","222-220-235","False"
"3800.1","M-1576","Mohenjo-daro","Lower Indus","--","Clay","-","POT:T:g","1","Fair","Y","R/L","MT","4","+241-220-235-803+","241-220-235-803","4","1","2","False","False","241","235","803","<START>","241-220-235","False"
"3826.1","M-1632","Mohenjo-daro","Lower Indus","MN-","Stoneware","-","BNGL","1","Poor","Y","-","SC","3","+440-220-413+","440-220-413","3","1","2","False","False","440","413","<END>","<START>","440-220-413","False"
"3847.1","M-769","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+520-075-235-220-032-060-000[","520-075-235-220-032-060-000","7","3","4","False","False","235","032","060","075","235-220-032","True"
"3853.1","Ns-5","Nausharo","Lower Indus","--","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","6","+090-740-220-016-002-820+","090-740-220-016-002-820","6","2","3","False","False","740","016","002","090","740-220-016","False"
"3858.1","Nd-1","Nindowari-damb","Iranian Plateau","--","-","square","SEAL:S","1","Good","Y","BUS","LC","9","+817-220-632-066-740-760-026-060-257+","817-220-632-066-740-760-026-060-257","9","1","2","False","False","817","632","066","<START>","817-220-632","False"
"3861.1","Pbm-1","Pabumath","Gujarat/Kutch","--","-","square","SEAL:S","1","Poor","N","R/L","??","6+?","]220-416-220-415-741-000[","220-416-220-415-741-000","6","0","1","True","False","<START>","416","220","<START>","<START>-220-416","True"
"3861.1","Pbm-1","Pabumath","Gujarat/Kutch","--","-","square","SEAL:S","1","Poor","N","R/L","??","6+?","]220-416-220-415-741-000[","220-416-220-415-741-000","6","2","3","False","False","416","415","741","220","416-220-415","True"
"3864.1","-","Ra's al-Junayz","Persian Gulf","--","Clay","-","POT:T:g","1","Poor","N","R/L","??","4+?","+740-029-220-000[","740-029-220-000","4","2","3","False","False","029","000","<END>","740","029-220-000","True"
"3871.1","-","Rupar","Eastern Headwaters","--","Clay","-","POT:T:g","1","Poor","N","R/L","??","4","+000-590-220-033+","000-590-220-033","4","2","3","False","False","590","033","<END>","000","590-220-033","False"
"3885.1","-","Tello","Mesopotamia","--","-","square","SEAL:S","1","Fair","N","R/L","??","5","+000-220-390-440-384+","000-220-390-440-384","5","1","2","False","False","000","390","440","<START>","000-220-390","False"
"3897.1","-","Ur","Mesopotamia","--","Steatite","circular","SEAL:C","1","Poor","Y","R/L","SC","5","+093-340-924-220-528+","093-340-924-220-528","5","3","4","False","False","924","528","<END>","340","924-220-528","False"
"3950.1","H-1084","Harappa","Inter-Riverine","--","Clay","-","POT:T:s","1","Poor","Y","R/L","ZN","2","+220-032+","220-032","2","0","1","True","False","<START>","032","<END>","<START>","<START>-220-032","False"
"3952.1","-","Dholavira","Gujarat/Kutch","Middle Town-","-","-","TAG","1","Poor","Y","L/R","SS","2","+740-220+","740-220","2","1","2","False","True","740","<END>","<END>","<START>","740-220-<END>","False"
"3964.1","H-1103","Harappa","Inter-Riverine","F-","Steatite","cylindrical","TAB:B","1","Poor","N","R/L","??","5","+400-202-000-220-000+","400-202-000-220-000","5","3","4","False","False","000","000","<END>","202","000-220-000","False"
"3969.1","H-1124","Harappa","Inter-Riverine","--","-","rectangular","TAB:B","2","Fair","Y","R/L","MT","3","+400-236-220+","400-236-220","3","2","3","False","True","236","<END>","<END>","400","236-220-<END>","False"
"3970.2","H-1130","Harappa","Inter-Riverine","--","-","rectangular-round","TAB:B","2","Poor","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"3971.2","H-1131","Harappa","Inter-Riverine","--","-","twisted rectangular","TAB:B","2","Poor","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"3989.1","M-1788","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","N","R/L","??","5","+000-220-032-002-817+","000-220-032-002-817","5","1","2","False","False","000","032","002","<START>","000-220-032","False"
"3995.1","M-1843","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","LP","7","+520-220-001-820-220-063-315+","520-220-001-820-220-063-315","7","1","2","False","False","520","001","820","<START>","520-220-001","False"
"3995.1","M-1843","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","LP","7","+520-220-001-820-220-063-315+","520-220-001-820-220-063-315","7","4","5","False","False","820","063","315","001","820-220-063","False"
"4009.1","M-1968","Mohenjo-daro","Lower Indus","DK-","-","-","SEAL:R","1","Poor","?","R/L","UC","2+?","]220-415+","220-415","2","0","1","True","False","<START>","415","<END>","<START>","<START>-220-415","True"
"4017.1","M-1991","Mohenjo-daro","Lower Indus","DK-","Steatite","rectangular","SEAL:R","1","Poor","N","R/L","??","5+?","+000-740-227-220-000[","000-740-227-220-000","5","3","4","False","False","227","000","<END>","740","227-220-000","True"
"4018.1","M-1995","Mohenjo-daro","Lower Indus","--","metal","-","SEAL","1","Poor","N","R/L","??","6+?","]000-220-832-002-000-000[","000-220-832-002-000-000","6","1","2","False","False","000","832","002","<START>","000-220-832","True"
"4042.1","M-2109","Mohenjo-daro","Lower Indus","DKB","Ivory","-","ROD","1","Poor","N","R/L","??","4","+400-000-220-415+","400-000-220-415","4","2","3","False","False","000","415","<END>","400","000-220-415","False"
"4044.1","M-2111","Mohenjo-daro","Lower Indus","DK-","Ivory","-","ROD","1","Poor","N","R/L","??","4","+400-000-220-415+","400-000-220-415","4","2","3","False","False","000","415","<END>","400","000-220-415","False"
"4056.1","H-1191","Harappa","Inter-Riverine","F-","-","rectangular","TAB:I","2","Good","Y","R/L","MT","5","+400-740-760-220-416+","400-740-760-220-416","5","3","4","False","False","760","416","<END>","740","760-220-416","False"
"4056.2","H-1191","Harappa","Inter-Riverine","F-","-","rectangular","TAB:I","2","Good","Y","R/L","VX","3","+220-700-004+","220-700-004","3","0","1","True","False","<START>","700","004","<START>","<START>-220-700","False"
"4069.1","H-1284","Harappa","Inter-Riverine","--","-","rectangular","TAB:I","2","Good","Y","L/R","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"4084.1","H-1342","Harappa","Inter-Riverine","F-","-","prism","TAB:I","1","Poor","Y","R/L","SC","3","+090-740-220+","090-740-220","3","2","3","False","True","740","<END>","<END>","090","740-220-<END>","False"
"4108.1","H-1387","Harappa","Inter-Riverine","--","Clay","-","POT:M","1","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"4132.1","H-1486","Harappa","Inter-Riverine","--","Clay","-","POT:T:g","1","Poor","?","-","UC","1+?","]220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"4155.1","-","Gonur Depe","Central Asia","--","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+740-390-590-125-220-235-002-285+","740-390-590-125-220-235-002-285","8","4","5","False","False","125","235","002","590","125-220-235","False"
"4170.1","-","Dholavira","Gujarat/Kutch","Middle Town-","-","-","TAB:I","1","Good","N","L/R","??","4+?","]000-520-220-032+","000-520-220-032","4","2","3","False","False","520","032","<END>","000","520-220-032","True"
"4191.1","-","Dholavira","Gujarat/Kutch","Middle Town-","-","-","SEAL","1","Poor","N","R/L","??","7+?","]740-760-382/000-740-220-000[","740-760-382-000-740-220-000","7","5","6","False","False","740","000","<END>","000","740-220-000","True"
"4194.1","-","Dholavira","Gujarat/Kutch","--","-","rectangular","SEAL:R","1","Good","Y","R/L","MS","7","+154-806-472-013-220-455-806+","154-806-472-013-220-455-806","7","4","5","False","False","013","455","806","472","013-220-455","False"
"4199.1","-","Dholavira","Gujarat/Kutch","--","Steatite","-","SEAL","1","Poor","N","R/L","??","2+?","+220-000[","220-000","2","0","1","True","False","<START>","000","<END>","<START>","<START>-220-000","True"
"4224.1","-","Dholavira","Gujarat/Kutch","Lower Town-","-","square","SEAL:S","1","Poor","Y","R/L","SS","3","+740-235-220+","740-235-220","3","2","3","False","True","235","<END>","<END>","740","235-220-<END>","False"
"4229.1","-","Dholavira","Gujarat/Kutch","East Reservoir-","Steatite","square","SEAL:S","1","Fair","Y","R/L","SC","9","+740-390-590-220-463-240-001-820-060+","740-390-590-220-463-240-001-820-060","9","3","4","False","False","590","463","240","390","590-220-463","False"
"4236.1","-","Dholavira","Gujarat/Kutch","-Outside Bailey","-","square","SEAL:S","1","Fair","Y","R/L","MT","5","+740-760-175-220-255+","740-760-175-220-255","5","3","4","False","False","175","255","<END>","760","175-220-255","False"
"4286.1","-","Dholavira","Gujarat/Kutch","Castle-","-","rectangular","TAB:I","1","Fair","Y","R/L","SC","3","+153-220-032+","153-220-032","3","1","2","False","False","153","032","<END>","<START>","153-220-032","False"
"4289.1","-","Dholavira","Gujarat/Kutch","Castle-","Clay","-","TAG","1","Poor","N","R/L","??","5+?","+000-000-000-220-240[","000-000-000-220-240","5","3","4","False","False","000","240","<END>","000","000-220-240","True"
"4291.1","-","Dholavira","Gujarat/Kutch","Castle-","-","-","TAG","1","Fair","?","R/L","UC","3+?","]148-794-220[","148-794-220","3","2","3","False","True","794","<END>","<END>","148","794-220-<END>","True"
"4298.1","-","Dholavira","Gujarat/Kutch","East ReservoirPromenade to the west of East Reservoir","-","-","TAG","1","Poor","N","R/L","??","4+?","]220-000-002-000[","220-000-002-000","4","0","1","True","False","<START>","000","002","<START>","<START>-220-000","True"
"4335.2","-","Dholavira","Gujarat/Kutch","--","-","-","TAG:PC","3","Fair","N","R/L","??","5+?","+740-032-840-220-000[","740-032-840-220-000","5","3","4","False","False","840","000","<END>","032","840-220-000","True"
"4895.1","-","Khirsara","Gujarat/Kutch","--","-","rectangular","SEAL:R","1","Good","?","R/L","UC","10+?","+354-001-405-840-626-416-220-415-798-745[","354-001-405-840-626-416-220-415-798-745","10","6","7","False","False","416","415","798","626","416-220-415","True"
"5224.1","-","Unknown","Other","--","-","circular","SEAL:C","1","poor","N","R/L","??","7","+000-061-032-001-220-033-000+","000-061-032-001-220-033-000","7","4","5","False","False","001","033","000","032","001-220-033","False"
"5227.1","-","Karzakan","Persian Gulf","CemeteryMound 18839","-","circular","SEAL:C","1","?","Y","R/L","SC","4","+220-455-031-091+","220-455-031-091","4","0","1","True","False","<START>","455","031","<START>","<START>-220-455","False"
"5229.1","-","Saar","Persian Gulf","Cemetery-","-","circular","SEAL:C","1","?","Y","R/L","LC","6","+031-093-001-091-220-055+","031-093-001-091-220-055","6","4","5","False","False","091","055","<END>","001","091-220-055","False"
"5273.1","K-145","Kalibangan","Inter-Riverine","--","-","square","SEAL:S","1","Good","Y","R/L","LP","7","+740-585-231-220-032-002-820+","740-585-231-220-032-002-820","7","3","4","False","False","231","032","002","585","231-220-032","False"
"5277.1","K-150","Kalibangan","Inter-Riverine","KLB-1-","Steatite","square","SEAL:S","1","Fine","Y","R/L","MT","3","+520-220-006+","520-220-006","3","1","2","False","False","520","006","<END>","<START>","520-220-006","False"
"5309.1","K-189","Kalibangan","Inter-Riverine","KLB-1-","Clay","-","POT:T:g","1","Poor","N","-","??","2+?","]000-220+","000-220","2","1","2","False","True","000","<END>","<END>","<START>","000-220-<END>","True"
"5313.1","K-385","Kalibangan","Inter-Riverine","--","Clay","-","POT:T:g","1","Poor","N","-","??","3+?","]220-150-000+","220-150-000","3","0","1","True","False","<START>","150","000","<START>","<START>-220-150","True"
"5351.1","K-447","Kalibangan","Inter-Riverine","KLB-1-","Clay","-","MISC","1","Fair","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"5360.1","Ns-59","Nausharo","Lower Indus","--","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-742-060-920+","520-220-742-060-920","5","1","2","False","False","520","742","060","<START>","520-220-742","False"
"5388.1","L-127","Lothal","Gujarat/Kutch","SRG-","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"5397.1","-","Harappa","Inter-Riverine","HP XXX-","Clay","-","POT:T:g","1","Poor","N","-","??","3+?","]000-000-220+","000-000-220","3","2","3","False","True","000","<END>","<END>","000","000-220-<END>","True"
"5418.1","-","Guddal A","Inter-Riverine","--","Clay","-","POT:T:g","1","Fair","?","-","UC","1+?","]220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"5451.1","-","Shikarpur","Gujarat/Kutch","--","Steatite","-","SEAL:S","1","Good","Y","L/R","SC","5","+335-220-098-921-861+","335-220-098-921-861","5","1","2","False","False","335","098","921","<START>","335-220-098","False"
"5452.1","-","Kanmer","Gujarat/Kutch","--","-","-","POT:T:g","1","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"5456.1","-","Tarkhanewala-dera","Inter-Riverine","--","Clay","square","TAG","1","Poor","Y","R/L","MT","4","+520-235-220-032+","520-235-220-032","4","2","3","False","False","235","032","<END>","520","235-220-032","False"
"5559.1","-","Rakhigarhi","Eastern Headwaters","--","-","-","Unknown","1","Poor","?","-","UC","2+?","]706-220+","706-220","2","1","2","False","True","706","<END>","<END>","<START>","706-220-<END>","True"
"5562.1","-","Rakhigarhi","Eastern Headwaters","--","-","-","TAB:I","1","Poor","N","-","??","2+?","]000-220+","000-220","2","1","2","False","True","000","<END>","<END>","<START>","000-220-<END>","True"
"5567.1","-","Banawali","Eastern Headwaters","--","Steatite","square","SEAL:S","1","Poor","N","L/R","??","6+?","]000-220-000-368-220-031+","000-220-000-368-220-031","6","1","2","False","False","000","000","368","<START>","000-220-000","True"
"5567.1","-","Banawali","Eastern Headwaters","--","Steatite","square","SEAL:S","1","Poor","N","L/R","??","6+?","]000-220-000-368-220-031+","000-220-000-368-220-031","6","4","5","False","False","368","031","<END>","000","368-220-031","True"
