id,cisis,text,token_count,duplicate_weight,site,type,material,symbol,cult
2051.1,L-97,+409-015+,2,1,Lothal,SEAL:R,NA,None,None
2052.1,L-98,+520-220-415-519+,4,1,Lothal,SEAL:R,Steatite,None,None
2053.1,L-101,+390-700-790-032-063+,5,1,Lothal,MISC,Clay,None,None
2054.1,L-102,+154-005+,2,1,Lothal,SEAL:R,Steatite,None,None
2060.1,L-111,+740-904-240-235+,4,1,Lothal,SEAL:R,Shell,None,None
2061.1,L-112,+740-760-605-002-540-590+,6,1,Lothal,SEAL:R,Clay,None,None
2063.1,L-114,+740-407-590-904-220-032-803-060-920+,9,1,Lothal,SEAL:R,Steatite,None,None
2064.1,L-115,+575-705-056-031+,4,1,Lothal,SEAL:R,Clay,None,None
2066.1,L-118,+140-032+,2,1,Lothal,SEAL:R,Agate,None,None
2067.1,L-122,+527-550-740-443-060-820+,6,1,Lothal,SEAL:R,Agate,None,None
2068.1,L-124|L-125|L-126|L-127|L-128|L-129|L-190|L-191|L-193|L-197|L-206,+090-740-220-055-001-741-500-705+,8,11,Lothal,TAG|TAG:L|TAG:W,Clay,Bull1,S
2073.1,L-130|L-131,+236-002-861+,3,2,Lothal,TAG,Clay,Bull1,NA
2077.1,L-134,+520-233-220-240-002-617+,6,1,Lothal,TAG,Clay,NA,NA
2084.1,L-142,+140-015-001-031-692+,5,1,Lothal,TAG:P,Clay,Bull1,?AN
2085.1,L-143,+740-388-220-004-060-920+,6,1,Lothal,TAG,NA,Bull1,NA
2087.1,L-145,+390-415-002-550+,4,1,Lothal,TAG,NA,Bull1,NA
2088.1,L-146|M-122|M-1359,+520-033-705+,3,3,Lothal|Mohenjo-daro,SEAL|SEAL:S|TAG:O,Clay|Steatite,Bull1|Bull1:J|None,None|SAN
2093.1,L-161|L-162|L-163|L-164|L-165|L-166|L-167|L-168|L-169|L-170|M-895,+740-048-002-817+,4,11,Lothal|Mohenjo-daro,SEAL:S|TAG:B,Clay|Steatite,Bull1|Elep,None
2126.1,L-207,+740-482-002-820+,4,1,Lothal,TAG,Clay,Bull1,NA
2133.2,L-217,+740-090-703+,3,1,Lothal,TAB:B,Faience,Mult,Mult
2133.3,L-217,+740-821-741-060-920+,5,1,Lothal,TAB:B,Faience,Mult,Mult
2134.1,L-218,+317-590-111+,3,1,Lothal,TAG:P,Clay,Bull1,NA
2135.1,L-219,+233-226-032-001-223-575+,6,1,Lothal,TAG,Clay,Bull1,NA
2149.1,L-271,+156-031-240+,3,1,Lothal,POT:T:g,NA,NA,NA
2159.1,M-2036|M-2067,+035-171+,2,2,Mohenjo-daro,POT:T:g|TAG:C,Clay|Paste,Mult|None,None
2162.1,M-2063,+740-142-480+,3,1,Mohenjo-daro,POT:T:g,Clay,None,None
2165.2,M-1755|M-2060,+740-176-002-861+,4,2,Mohenjo-daro,POT:T:g|SEAL:S,Clay|Steatite,Bull1:L|None,None|SAN
2176.1,M-1989,+679-740-575-017-798+,5,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2176.2,M-1989,+679-740-575+,3,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2178.1,M-1696,+520-033-705-220-415-002-861+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:II,SAN
2179.1,M-1880,+151-176-002-861+,4,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2181.1,M-1847,+527-550-235+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,SAN
2183.1,M-1748,+527-388+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,SAN
2184.1,M-1794,+400-703-617+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2185.1,M-1751,+565-740-235+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2188.1,M-1850,+506-002-817+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,None
2189.1,M-1953,+407-845-233-806+,4,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2192.1,M-1805,+740-440-741-060-920+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2193.1,M-1766,+740-032-845-240-002-269-892-810-033+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2194.1,M-1705|M-1809,+740-798-235+,3,2,Mohenjo-daro,SEAL:S,Steatite,Bull1:U|Bull1:W,SAN
2195.1,M-1749,+220-455-125-031+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2196.1,M-1764,+679-060-550+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2197.1,M-1685,+090-740-101-908-545+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAF
2199.1,M-1682,+161-924-146+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2203.1,M-2006,+158-900-415+,3,1,Mohenjo-daro,POT:T:g,Steatite,None,None
2204.1,M-1976,+617-142-002-817+,4,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2205.1,M-1984,+407-003+,2,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2206.1,M-1689,+153-803-595+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2210.1,M-2113,+400-740-760-435-690+,5,1,Mohenjo-daro,ROD,Ivory,None,None
2218.1,M-1683,+155-806-467-001-692+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2219.1,M-1881,+740-100-176-741-617+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2220.1,M-1675,+621-390-844-002-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RBF
2222.1,M-1824,+401-698+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,RAN
2224.1,M-1676,+740-760-070-255-832-240-002-595-504-803+,10,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,NA
2225.1,M-1923,+740-760-440-853-016+,5,1,Mohenjo-daro,SEAL:S,Steatite,Tigr,Trough
2226.1,M-1692,+390-600-617-002-190-125-632-032+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2227.1,M-1975,+740-752-001-595-204-920+,6,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2229.1,M-1737,+740-760-072-921-032-002-820+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2230.1,M-1743,+064-840-140-740-176+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2231.1,M-1688,+125-435-255-002-286-220-031-012-031-455-033-590+,12,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2232.1,M-1916,+740-604-142-002-518+,5,1,Mohenjo-daro,SEAL:S,Steatite,Tigr,Trough
2233.1,M-1744,+400-892-081-518-001-031-250+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2234.1,M-1956,+740-900-790-220-415-798-806+,7,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2236.1,M-1677,+520-382-032-002-820-001-440-012+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,NA
2240.1,M-1674,+090-740-222-231-002-861-683+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2241.1,M-1795,+390-844+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2242.1,M-1702,+740-191+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,NA
2243.1,M-940,+527-555-002-817+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2244.1,M-1807,+400-390-844+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2246.1,M-1409|M-1410|M-1411|M-1412|M-457|M-459|M-460|M-461|M-463,+740-630+,2,9,Mohenjo-daro,TAB:B,Faience,Crs|Xcrs,None
2248.1,M-1849,+400-804-233+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2249.1,M-966,+740-042-741-060-920+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2250.1,M-1981,+400-130-746+,3,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2251.1,M-1704,+740-760-605-002-861+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2254.1,M-1756,+151-240-235-741-892+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAN
2255.1,M-1765,+215-031-480-140-632-705-002-093-033+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2256.1,M-1753,+740-760-519-240-002-861+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2261.1,M-1721,+740-042-002-820+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2263.1,M-963,+740-176-002-817+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2264.1,M-1699,+161-803+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2265.1,M-888,+520-220-240-741-440+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,RAF
2267.1,M-1848,+032-029+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2268.1,M-1709,+621-520-220-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,RAF
2270.1,M-1668,+740-773-233-803-002-320-705-125+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2271.1,M-1684,+405-371-031+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2272.1,M-1717,+740-760-017-503-368-817+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RBF
2273.1,M-1816|M-1839,+151-097+,2,2,Mohenjo-daro,SEAL:S,Steatite,Bull1|Bull1:I,RAN|SAN
2276.1,M-1726,+740-615-495-240-002-861+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2277.1,M-1990,+740-760-440-240-220-002-861+,7,1,Mohenjo-daro,SEAL,Steatite,None,None
2278.1,M-1974,+064-031-400-521-002-820+,6,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2280.1,M-1724,+427-003-001-165-309+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2282.1,M-1879,+740-636-240-066-556+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2283.1,M-1746,+090-740-100-415-240-002-817+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2284.2,M-2053,+407-032-520-095-585-017-220+,7,1,Mohenjo-daro,TAB:C,Copper,None,None
2285.1,M-1760,+740-923-240-235-060-820+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2287.2,M-1535|M-1536|M-1540|M-1563|M-2050|M-2054|M-582|M-583|M-585|M-586|M-587|M-588|M-602|M-604,+740-900-850-407-061-845-806+,7,14,Mohenjo-daro,TAB:C,Copper,Anth|None,None
2288.1,M-1846,+400-158-003+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2290.1,M-1791,+740-760-268-002-840-032+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2291.1,M-1889,+390-844-741-031-371+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2292.1,M-1706,+740-803-220-032-220-002-820+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2293.1,M-808,+740-455-240-235-060-820+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2294.1,M-1917,+400-527-555-233-235+,5,1,Mohenjo-daro,SEAL:S,Steatite,Tigr,Trough
2296.1,M-1711,+740-760-049-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RAF
2297.1,M-1772,+740-400-142-061-002-798-435-255-705+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAF
2299.1,M-1708,+740-585-017-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,RAN
2304.1,M-1761,+820-590+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2305.1,M-1828,+156-142+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2309.1,M-1784,+740-923-806+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RAN
2310.1,M-1810,+740-100-140-003-002-156-920+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2312.1,M-1900,+520-240-741-590-575+,5,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2313.1,M-1763,+416-001-565-740-220-032-002-861+,8,1,Mohenjo-daro,SEAL:S,Faience,Bull1:W,SAN
2314.1,M-1891,+400-740-017-503-240+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2316.1,M-1821,+740-838-741-390-900-140+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAF
2317.1,M-1977,+617-142-746-140+,4,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2318.1,M-2089,+002-861-096+,3,1,Mohenjo-daro,ROD,Ivory,None,None
2320.1,M-1803|M-516|M-517,+740-615-503+,3,3,Mohenjo-daro,SEAL:S|TAB:C,Copper|Steatite,Bull1:I|None,None|SAN
2321.1,M-1762,+645-202-001-820+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2322.1,M-2041,+323-690+,2,1,Mohenjo-daro,TAB:I,Steatite,None,None
2322.2,M-1444|M-1445|M-2040|M-2041|M-501,+740-690-060-550+,4,5,Mohenjo-daro,SEAL:R|TAB:I,Steatite,None,None
2324.1,M-1777,+740-585-017+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2327.1,M-1922,+740-405-590+,3,1,Mohenjo-daro,SEAL:S,Faience,None,None
2329.1,M-1822,+031-032-171-745+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RAN
2332.1,M-1741,+565-031-416-140-220-001+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2337.1,M-1885,+151-055-240-235+,4,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2338.1,M-1955,+390-920-322-803-002-820+,6,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2339.1,M-1757,+504-350-240-741-060-920+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2342.1,M-1661,+520-070-219-002-861-032-520-919-140+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2343.1,M-1790|M-854,+592-741-060-920+,4,2,Mohenjo-daro,SEAL:S,Steatite,Bull1|Bull1:J,RAF
2344.1,M-1902,+151-390-590-741-060-920+,6,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2345.1,M-1804,+740-798-231-060-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2346.1,M-1714,+617-243-031-740-861+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,RBN
2347.1,M-1817,+740-388-235+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:II,SAN
2348.1,M-1988,+740-772-240+,3,1,Mohenjo-daro,SEAL,Steatite,None,None
2349.1,M-1793,+226-032-060-891+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,Anth
2350.1,M-1899,+924-132-002-861+,4,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2351.1,M-1920,+407-005+,2,1,Mohenjo-daro,SEAL:S,Steatite,None,None
2352.1,M-2078,+360-268-252-326+,4,1,Mohenjo-daro,BNGL,Stoneware,None,None
2354.1,M-1770,+740-176-390-090-390+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,RAN
2355.1,M-1838,+390-920-323+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2356.1,M-2098,+400-740-176-140+,4,1,Mohenjo-daro,ROD,Ivory,None,None
2357.1,M-1928,+156-003-031+,3,1,Mohenjo-daro,SEAL:S,Steatite,Buff,Trough
2357.2,M-1928,+850-031+,2,1,Mohenjo-daro,SEAL:S,Steatite,Buff,Trough
2359.1,M-1693,+527-555-033-706-235-002-817+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,SAN
2362.1,M-2121,+821-001-480-850-595-391+,6,1,Mohenjo-daro,IMPL,Copper,None,None
2364.1,M-1893,+740-927-033-817+,4,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2365.1,M-1982,+740-100-240-031+,4,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2366.1,M-1789,+740-455-002-368-260+,5,1,Mohenjo-daro,SEAL:S,Faience,Bull1:I,RAF
2372.1,K-153|M-1740|M-201,+151-061+,2,3,Kalibangan|Mohenjo-daro,SEAL:S,Steatite,Bull1:S|Bull1:W|None,None|SAF|SAN
2373.1,M-1695,+740-337-484-031-060-891+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2375.1,M-1759,+740-032-840-002-768+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2377.1,M-707,+740-760-001-220-415-798-803+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2378.1,M-1701,+820-297-861+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2380.1,M-1415|M-1416|M-2026|M-464|M-465|M-466|M-467,+090-740-240-235-590-645-104+,7,7,Mohenjo-daro,TAB:B,Faience,Cros,None
2381.1,M-1686,+740-904-220-032-002-142+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2382.1,M-2040,+690-322+,2,1,Mohenjo-daro,TAB:I,Steatite,None,None
2385.1,M-1715,+740-923-033-705-060-692+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2389.1,M-1681,+520-072-233-740-798-002-861-832+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2390.1,M-1707,+298-350-761-032-060-572+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,RAN
2391.1,M-1837,+151-219+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,RAN
2393.1,M-1745,+368-821-055-031-002-031-892+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2394.1,M-1651|M-2106,+400-740-585-838-240+,5,2,Mohenjo-daro,ROD,Bone|Ivory,None,None
2396.1,M-1921,+400-750-090+,3,1,Mohenjo-daro,SEAL,Steatite,None,None
2397.1,M-1927|M-803,+390-005-002-817+,4,2,Mohenjo-daro,SEAL:S,Steatite,Bull1|Mult,None|SAN
2398.1,M-1883,+090-740-035-171-061-031-002-069+,8,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2401.1,M-1680,+740-717-220-415+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,NA
2403.1,M-1690,+520-070-220-032-240-838-741-958-220-278+,10,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2406.1,C-94|M-1980,+740-463-503+,3,2,Chanhu-daro|Mohenjo-daro,MISC|SEAL:R,Copper|Steatite,None,None
2407.1,M-1888,+156-003-877+,3,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2409.1,M-1911,+621-390-531-002-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,None
2410.1,M-1691,+740-690-435-255-240-741-906+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2411.1,M-1725,+400-740-100-140-003+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2413.1,M-1796,+740-032-840-740-455-861+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2414.1,M-1910,+520-240-031-001-740-121+,6,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,Trough
2417.1,M-1728,+161-055-240-220-032-002-820+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2420.1,M-1814,+520-220-415-240+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2422.1,M-1954,+740-407-590-031-752-033-705-220-415-798-002-861+,12,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2423.1,M-1732,+241-832-740-176+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:II,SAN
2427.1,M-1768,+740-798-220-060-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RAN
2428.1,M-1738,+226-240-235-060-692+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2429.1,M-1731,+390-004-741-617+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2431.1,M-1673,+817-900-241-368-260+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,HAF
2432.1,M-2014,+740-032-840-220+,4,1,Mohenjo-daro,TAB:B,Clay,Mult,Mult
2432.2,M-2014,+527-550-798-220+,4,1,Mohenjo-daro,TAB:B,Clay,Mult,Mult
2434.1,M-1719,+740-643-240+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,S621
2435.1,M-1830,+740-388-002-820+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:X,SAN
2436.1,M-1407|M-2024,+740-760-335-803+,4,2,Mohenjo-daro,TAB:B,Faience,None,None
2437.1,M-821,+527-555+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2439.1,M-1887,+740-083-235-240+,4,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2440.1,M-1818,+740-061-877+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2441.1,M-1912,+520-220-003+,3,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2442.1,M-1771,+740-384-741-859+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,HAN
2443.1,M-1957,+154-806-474-013-820+,5,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2445.1,M-1978,+405-061-033-705-236+,5,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2448.1,M-1739,+740-390-590-032-060-201+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2449.1,M-1964,+900-004+,2,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2450.1,M-1750,+390-004-002-861+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2451.1,M-1801,+520-400-350-031-741-759+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2454.1,M-1831,+390-004-260+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2455.1,M-1747,+165-741-031-060-692+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2457.1,M-1752,+740-760-019-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2460.1,M-1820,+740-460-510+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,SAF
2461.1,M-1853,+032-820-140-005+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2464.1,M-595,+740-100-415-176-002-820+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2466.1,M-1798,+740-717+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2467.1,M-2107|M-2108,+400-740-840-013-240+,5,2,Mohenjo-daro,ROD,Ivory,None,None
2468.1,M-1781,+400-520-233-803+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,S
2470.1,M-1972,+740-455-235-798-742-460-353+,7,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2471.1,M-1903,+740-861-125+,3,1,Mohenjo-daro,SEAL:S,Steatite,Buff,Trough
2472.1,M-1983,+390-005+,2,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2473.1,M-1665,+520-033-705-233-240-002-610-125-032+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2476.1,M-1845,+740-803-235+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2478.1,M-1906,+520-033-705-233-235-060-820+,7,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,Trough
2480.1,M-1985,+100-904-717-220-415-806-742+,7,1,Mohenjo-daro,SEAL:R,Steatite,None,None
2482.1,M-1907,+390-005-002-455-511+,5,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,Trough
2484.1,M-1720,+679-740-233-240+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2485.1,M-1687,+520-220-368-817+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2486.1,M-1723,+740-032-840-033-705-798+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2487.1,M-1855,+740-255+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,NA
2490.1,M-1667,+740-690-435-255-220-032-002-717-820+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2493.1,M-709,+740-100-001-440-742-060-920+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2495.1,M-1780,+740-645-003-741-070-255+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2498.1,M-1908,+740-760+,2,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,Slash
2499.1,M-1813,+740-017-503+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2506.1,M-1716,+520-220-240-803-002-820+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RAF
2507.1,M-1730,+740-460-510-220-065-393+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2509.1,M-1833,+390-015-002-861+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,RAN
2512.1,M-1826,+520-072-921+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2513.1,M-1776,+520-220-803-741-262+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2516.1,M-1672,+520-220-003-741-060-920+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2517.1,M-1700,+400-125-745+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2524.1,M-1703,+151-097-232-416+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,NA
2525.1,M-1514,+740-752+,2,1,Mohenjo-daro,TAB:C,Copper,None,None
2527.1,M-2104,+151-097-700-034+,4,1,Mohenjo-daro,ROD,Ivory,None,None
2528.1,M-1961,+406-072-002-817+,4,1,Mohenjo-daro,SEAL,Steatite,NA,NA
2530.1,M-2088,+527-556+,2,1,Mohenjo-daro,ROD,Ivory,None,None
2531.1,M-1,+001-368-861-255-371+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2532.1,M-3,+717-032-521+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2533.1,M-4,+298-465-033-705-231-002-564-617-033+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2534.1,M-5,+740-773-240-235-060-692+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2535.1,M-6,+820-880-065-244+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2536.1,M-7,+407-845-140-740-101-923-240-002-861+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2537.1,M-8,+706-140-632+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2538.1,M-9,+031-311-745+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2539.1,M-10,+405-061-070-032-033-706-235-806-002-267-455+,11,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,NA
