"queue_rank","priority_band","source_validation_need","representative_cisi","family_cisis","representative_lipi_id","harsh_id","site","type","material","symbol","direction","text","tokens","token_count","family_size","family_source_weight","direction_outcome","stored_logprob","reversed_logprob","diff_per_transition","major_leave_one_delta_stored_win","site_leave_one_delta_stored_win","source_hint_count","best_source_rank","best_source_file","best_status_text","best_source_url","best_local_image","best_sha256","best_note","source_files"
"212","P2_validate_positive_support","box_direction_from_existing_public_route","H-2094","H-2094;H-2095;H-2096;H-2097;H-910;M-2089;M-329;M-330","2318.1","one_edit_family_00011","Harappa","TAB:I","Steatite","None","R/L","+002-861-416+","002 861 416","3","3","8","stored_higher","-17.419301","-21.110451","0.922787","0.000478","0.002333","30","65","lipi_frame700_034_source_acquisition_manifest.csv","source_visible_component_probe_negative_for_direct_034_415 | source_visible_component_probe_complete_negative_for_direct_034_415","","","","Source page/crops now stored for H-910 B from CISI Pakistan leaf n372 / printed p. 338. Still requires broader triad controls H-916/H-1294 before subtype contrast; H-910 B itself now acts as mirror-order component probe.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_frame700_034_source_panel_graph_nodes.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv"
"213","P2_validate_positive_support","find_public_or_request_source_route","M-1576","M-1576","3800.1","one_edit_family_00141","Mohenjo-daro","POT:T:g","Clay","None","R/L","+241-220-235-803+","241 220 235 803","4","1","1","stored_higher","-25.879624","-30.458077","0.915691","0.000478","0.000872","0","0","","","","","","",""
"214","P2_validate_positive_support","find_public_or_request_source_route","H-369","H-369","1388.1","one_edit_family_00164","Harappa","SEAL:CY","Steatite","None","L/R","+368-033-705-031-741-390-741+","368 033 705 031 741 390 741","7","1","1","stored_higher","-37.329192","-44.622065","0.911609","0.000478","0.002333","0","0","","","","","","",""
"215","P2_validate_positive_support","find_public_or_request_source_route","M-378","M-378","2874.1","one_edit_family_00206","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+407-005-001-746-740-590+","407 005 001 746 740 590","6","1","1","stored_higher","-33.968889","-40.349067","0.911454","0.000478","0.000872","0","0","","","","","","",""
"216","P2_validate_positive_support","request_or_locate_source_image","M-1825","M-1825","3992.1","one_edit_family_00094","Mohenjo-daro","SEAL:S","-","Bull1","R/L","+157-031-002-390-705+","157 031 002 390 705","5","1","1","stored_higher","-29.449485","-34.845776","0.899382","0.000478","0.000872","3","30","campaign_032_002_source_normalized_branch_tail_family_rows.csv","not_routed_in_current_packet | needs_source_route | none","","","","","campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"217","P2_validate_positive_support","find_public_or_request_source_route","M-488","M-488","2971.1","one_edit_family_00295","Mohenjo-daro","TAB:B","Clay","Mult","R/L","+615-016-435-255-400-136-140+","615 016 435 255 400 136 140","7","1","1","stored_higher","-37.293266","-44.45168","0.894802","0.003574","0.005611","0","0","","","","","","",""
"218","P2_validate_positive_support","find_public_or_request_source_route","H-2570","H-2570","434.1","one_edit_family_00325","Harappa","ROD","Bone","None","R/L","+700-034-001+","700 034 001","3","1","1","stored_higher","-16.99752","-20.504666","0.876786","0.003574","0.002333","0","0","","","","","","",""
"219","P2_validate_positive_support","find_public_or_request_source_route","M-222","M-222","2746.1","one_edit_family_00146","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+244-277-255+","244 277 255","3","1","1","stored_higher","-22.486405","-25.920392","0.858497","0.000478","0.000872","0","0","","","","","","",""
"220","P2_validate_positive_support","find_public_or_request_source_route","H-1017","H-1017;M-1764","1166.1","one_edit_family_00275","Harappa","ROD","Ivory","Bult","R/L","+556-060-550+","556 060 550","3","2","2","stored_higher","-18.340328","-21.739043","0.849679","0.003574","0.002333","0","0","","","","","","",""
"221","P2_validate_positive_support","find_public_or_request_source_route","M-306","M-306","2825.1","one_edit_family_00311","Mohenjo-daro","SEAL:S","Steatite","T-M-T","R/L","+621-740-798-838-741-092-850+","621 740 798 838 741 092 850","7","1","1","stored_higher","-42.151774","-48.630284","0.809814","0.000478","0.000872","0","0","","","","","","",""
"222","P2_validate_positive_support","find_public_or_request_source_route","H-1951","H-1951","662.1","one_edit_family_00307","Harappa","TAB:B","Clay","Mult","R/L","+617-550-003-790+","617 550 003 790","4","1","1","stored_higher","-22.806765","-26.847246","0.808096","0.000478","0.011342","0","0","","","","","","",""
"223","P2_validate_positive_support","find_public_or_request_source_route","H-718","H-718","1621.1","one_edit_family_00019","Harappa","TAB:B","Clay","Phyt","R/L","+031-480-165-900+","031 480 165 900","4","1","1","stored_higher","-23.945749","-27.963835","0.803617","-0.002618","-0.006676","0","0","","","","","","",""
"224","P2_validate_positive_support","find_public_or_request_source_route","H-1958","H-172;H-1958;H-1959;H-705","776.1","one_edit_family_00330","Harappa","TAB:B","Clay","Gavi","R/L","+712-840-400-740-440+","712 840 400 740 440","5","1","4","stored_higher","-33.860422","-38.656212","0.799298","0.000478","0.011342","0","0","","","","","","",""
"225","P2_validate_positive_support","find_public_or_request_source_route","H-57","H-57","1116.1","one_edit_family_00102","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+159-057+","159 057","2","1","1","stored_higher","-17.444854","-19.84275","0.799298","0.000478","-0.006676","0","0","","","","","","",""
"226","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-2055","M-2055","4030.1","one_edit_family_00009","Mohenjo-daro","TAB:C","Copper","None","R/L","+002-407-125-590-831+","002 407 125 590 831","5","1","1","stored_higher","-31.50794","-36.303731","0.799298","0.000478","-0.003867","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"227","P2_validate_positive_support","find_public_or_request_source_route","M-1228","C-56;M-1228","3562.1","one_edit_family_00003","Mohenjo-daro","SEAL:S","Steatite","None","R/L","+001-368-351+","001 368 351","3","2","2","stored_higher","-20.723825","-23.79077","0.766736","0.000478","0.000872","0","0","","","","","","",""
"228","P2_validate_positive_support","find_public_or_request_source_route","H-1052","H-1052","261.1","one_edit_family_00247","Harappa","SEAL:S","Steatite","Bull1","R/L","+503-233-240+","503 233 240","3","1","1","stored_higher","-20.436963","-23.481485","0.761131","0.000478","-0.006676","0","0","","","","","","",""
"229","P2_validate_positive_support","find_public_or_request_source_route","H-1840","H-1840","788.2","one_edit_family_00156","Harappa","TAB:B","Faience","Bird","L/R","+317-272-637+","317 272 637","3","1","1","stored_higher","-22.64383","-25.688353","0.761131","0.003574","0.002333","0","0","","","","","","",""
"230","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-600","H-600","1543.1","one_edit_family_00007","Harappa","SEAL:S","Steatite","Bull1:I","R/L","+002-368-260+","002 368 260","3","1","1","stored_higher","-20.558469","-23.602991","0.761131","0.000478","0.002333","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"231","P2_validate_positive_support","find_public_or_request_source_route","M-1682","M-1682","2199.1","one_edit_family_00106","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+161-924-146+","161 924 146","3","1","1","stored_higher","-22.673158","-25.71768","0.761131","0.000478","-0.003867","0","0","","","","","","",""
"232","P2_validate_positive_support","find_public_or_request_source_route","M-955","M-955","3350.1","one_edit_family_00016","Mohenjo-daro","SEAL:S","Steatite","Bull1:U","R/L","+031-031-550-003+","031 031 550 003","4","1","1","stored_higher","-22.866735","-26.667483","0.76015","0.000478","0.000872","0","0","","","","","","",""
"233","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1765","M-1765","2255.1","one_edit_family_00115","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+215-031-480-140-632-705-002-093-033+","215 031 480 140 632 705 002 093 033","9","1","1","stored_higher","-52.701313","-60.2923","0.759099","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"234","P2_validate_positive_support","find_public_or_request_source_route","M-1747","M-1747","2455.1","one_edit_family_00107","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+165-741-031-060-692+","165 741 031 060 692","5","1","1","stored_higher","-29.288184","-33.788523","0.750056","0.000478","0.005611","0","0","","","","","","",""
"235","P2_validate_positive_support","find_public_or_request_source_route","H-477","H-477","1465.1","one_edit_family_00049","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+138-001-595-752-455+","138 001 595 752 455","5","1","1","stored_higher","-31.82011","-36.290189","0.745013","0.000478","-0.006676","0","0","","","","","","",""
"236","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-405","H-405","1410.1","one_edit_family_00138","Harappa","SEAL:S","-","Bull1:W","R/L","+236-806-002-863+","236 806 002 863","4","1","1","stored_higher","-26.865462","-30.579034","0.742714","0.000478","0.002333","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"237","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-232","M-232","2756.1","one_edit_family_00137","Mohenjo-daro","SEAL:S","Steatite","Bull2","R/L","+236-002-390-707+","236 002 390 707","4","1","1","stored_higher","-26.685336","-30.398908","0.742714","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"238","P2_validate_positive_support","find_public_or_request_source_route","M-745","M-745","3168.1","one_edit_family_00155","Mohenjo-daro","SEAL:S","Steatite","Bull1","R/L","+307-350-617-741+","307 350 617 741","4","1","1","stored_higher","-28.846797","-32.560369","0.742714","0.000478","0.005611","0","0","","","","","","",""
"239","P2_validate_positive_support","find_public_or_request_source_route","M-243","M-243","2766.1","one_edit_family_00360","Mohenjo-daro","SEAL:S","Steatite","Gaur","R/L","+892-590-894-140-545+","892 590 894 140 545","5","1","1","stored_higher","-30.724136","-35.130462","0.734388","-0.002618","-0.003867","0","0","","","","","","",""
"240","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-639","M-639","3088.1","one_edit_family_00129","Mohenjo-daro","SEAL:S","-","Bull1","R/L","+226-415-002-190-751+","226 415 002 190 751","5","1","1","stored_higher","-34.481688","-38.876137","0.732408","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"241","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-713","M-713","3138.1","one_edit_family_00131","Mohenjo-daro","SEAL:S","Steatite","Bull1","R/L","+226-803-717-002-764+","226 803 717 002 764","5","1","1","stored_higher","-34.514585","-38.909034","0.732408","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"242","P2_validate_positive_support","find_public_or_request_source_route","M-928","M-928","3324.1","one_edit_family_00145","Mohenjo-daro","SEAL:S","Steatite","Bull1","R/L","+243-705-031+","243 705 031","3","1","1","stored_higher","-19.869418","-22.77156","0.725535","0.000478","0.000872","0","0","","","","","","",""
"243","P2_validate_positive_support","find_public_or_request_source_route","M-796","M-796","3210.1","one_edit_family_00165","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+368-140-706+","368 140 706","3","1","1","stored_higher","-18.626696","-21.40871","0.695503","0.000478","-0.003867","0","0","","","","","","",""
"244","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1341","M-1341","3646.1","one_edit_family_00014","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+016-002-595-342-632+","016 002 595 342 632","5","1","1","stored_higher","-31.754296","-35.903459","0.691527","0.000478","-0.013346","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"245","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-2128","M-2128","4047.1","one_edit_family_00028","Mohenjo-daro","IMPL","Gold","None","R/L","+041-705-002-905+","041 705 002 905","4","1","1","stored_higher","-27.117862","-30.551849","0.686797","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"246","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-2149","H-2149;H-941","848.2","one_edit_family_00284","Harappa","TAB:I","Steatite","None","R/L","+590-032-645-003+","590 032 645 003","4","1","2","stored_higher","-22.902321","-26.299641","0.679464","0.003574","0.002333","6","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","campaign_520_220_x_source_visibility_hints_addendum.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"247","P2_validate_positive_support","find_public_or_request_source_route","M-1350","M-1350","3651.1","one_edit_family_00199","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+406-371-220-415-803-742-920-320+","406 371 220 415 803 742 920 320","8","1","1","stored_higher","-50.192797","-56.304265","0.679052","0.000478","0.000872","0","0","","","","","","",""
"248","P2_validate_positive_support","find_public_or_request_source_route","M-25","M-25","2553.1","one_edit_family_00304","Mohenjo-daro","SEAL:S","-","Bull1:J","R/L","+617-243-706-595+","617 243 706 595","4","1","1","stored_higher","-22.59742","-25.957023","0.671921","0.003574","0.000872","0","0","","","","","","",""
"249","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-358","M-1284;M-358","2854.1","one_edit_family_00012","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+003-001-520-240-806-002-502-031+","003 001 520 240 806 002 502 031","8","2","2","stored_higher","-42.158279","-48.097107","0.65987","0.000478","-0.003867","4","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"250","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-511","M-511;M-512","2987.1","one_edit_family_00108","Mohenjo-daro","TAB:C","Copper","None","R/L","+165-900-700-003+","165 900 700 003","4","1","2","stored_higher","-24.015966","-27.301165","0.65704","0.003574","0.005611","4","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"251","P2_validate_positive_support","find_public_or_request_source_route","M-992","M-992","3384.1","one_edit_family_00170","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+368-803-031+","368 803 031","3","1","1","stored_higher","-17.92013","-20.53734","0.654303","0.000478","0.000872","0","0","","","","","","",""
"252","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-344","H-1123;H-1294;H-2084;H-2142;H-344;H-359;H-968;L-9;M-1113;M-1351;M-1847;M-88","313.1","one_edit_family_00251","Harappa","TAB:I","Steatite","None","L/R","+526-550-220+","526 550 220","3","9","12","stored_higher","-20.453735","-23.069884","0.654037","-0.002618","-0.006676","19","5","lipi_frame700_034_independent_source_leads.csv","confidence:no_public_hit_in_checked_layer","","","","need source image because catalog handle alone is not enough","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"253","P2_validate_positive_support","review_existing_crop_for_direction_and_token_order","M-391","M-391","2887.1","one_edit_family_00197","Mohenjo-daro","SEAL:R","-","None","R/L","+405-845-686-740-793-003-233-805-002-861-533-717+","405 845 686 740 793 003 233 805 002 861 533 717","12","1","1","stored_higher","-71.52768","-79.4474","0.609209","0.000478","0.000872","11","80","campaign_032_002_861_source_token_attachment_verdicts.csv","same_line_candidate_present_long_row | confidence:medium_low","","C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_suffix_split\M391_impression_a_cisi_india_n131.png","82489fc7320678ed329195a17e1fea72d6330d54eb3e3ba1114614f2227915d4","The source row is long but continuous; terminal-side material remains on the same line and is graphically discrete from the preceding cluster.","campaign_032_002_861_source_token_attachment_boxes.csv;campaign_032_002_861_source_token_attachment_verdicts.csv;campaign_032_002_861_suffix_split_source_crops.csv;campaign_032_002_861_suffix_split_source_routes.csv;campaign_032_002_source_normalized_branch_tail_family_rows.csv;effective_unicity_directionality_source_queue_source_index.csv;effective_unicity_directionality_source_visible_861_rows.csv;source_box_negative_control_candidates.csv"
"254","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1427","M-1427","3712.1","one_edit_family_00245","Mohenjo-daro","TAG:O","Clay","Bull1","R/L","+484-140-002-220-627-615-906-388+","484 140 002 220 627 615 906 388","8","1","1","stored_higher","-49.400613","-54.84303","0.604713","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"255","P2_validate_positive_support","find_public_or_request_source_route","H-144","H-144","1185.1","one_edit_family_00112","Harappa","SEAL:R","Steatite","None","R/L","+203-892-193+","203 892 193","3","1","1","stored_higher","-23.47554","-25.873435","0.599474","0.000478","0.002333","0","0","","","","","","",""
"256","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-1936","H-1936","765.2","one_edit_family_00248","Harappa","TAB:B","Faience","Bult","L/R","+511-032-142+","511 032 142","3","1","1","stored_higher","-24.206936","-26.604831","0.599474","0.000478","-0.006676","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"257","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-2109","H-2109","843.1","one_edit_family_00319","Harappa","TAB:I","Steatite","None","R/L","+690-032-025+","690 032 025","3","1","1","stored_higher","-24.058882","-26.456778","0.599474","0.000478","0.011342","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"258","P2_validate_positive_support","find_public_or_request_source_route","M-798","M-798","3212.1","one_edit_family_00283","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+585-831-091+","585 831 091","3","1","1","stored_higher","-23.43301","-25.830905","0.599474","0.000478","-0.003867","0","0","","","","","","",""
"259","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-129","H-129","1170.1","one_edit_family_00224","Harappa","SEAL:R","Steatite","None","R/L","+409-061-740-235-220-031-002-861-244-165+","409 061 740 235 220 031 002 861 244 165","10","1","1","stored_higher","-53.891707","-60.370217","0.588955","0.000478","0.011342","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"260","P2_validate_positive_support","find_public_or_request_source_route","M-93","M-93","2620.1","one_edit_family_00090","Mohenjo-daro","SEAL:S","Steatite","Bull1:J","R/L","+156-003-240-741-345+","156 003 240 741 345","5","1","1","stored_higher","-33.062443","-36.49643","0.572331","0.000478","0.000872","0","0","","","","","","",""
"261","P2_validate_positive_support","find_public_or_request_source_route","M-9","M-9","2538.1","one_edit_family_00018","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+031-311-745+","031 311 745","3","1","1","stored_higher","-19.502667","-21.769485","0.566704","-0.002618","0.010351","0","0","","","","","","",""
"262","P2_validate_positive_support","find_public_or_request_source_route","M-1091","M-1091","3465.1","one_edit_family_00140","Mohenjo-daro","SEAL:S","-","Gaur","R/L","+241-156-590-706-794-732+","241 156 590 706 794 732","6","1","1","stored_higher","-38.011896","-41.943722","0.561689","-0.002618","0.000872","0","0","","","","","","",""
"263","P2_validate_positive_support","find_public_or_request_source_route","H-80","H-80","1137.1","one_edit_family_00293","Harappa","SEAL:S","Steatite","Gaur","R/L","+595-820-100-415-741-315-850+","595 820 100 415 741 315 850","7","1","1","stored_higher","-38.576941","-42.83962","0.532835","0.00667","0.002333","0","0","","","","","","",""
"264","P2_validate_positive_support","find_public_or_request_source_route","H-96","H-96","1151.1","one_edit_family_00169","Harappa","SEAL:S","Steatite","CompBull","R/L","+368-740-870+","368 740 870","3","1","1","stored_higher","-22.570769","-24.683733","0.528241","0.000478","0.002333","0","0","","","","","","",""
"265","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-2020","H-2019;H-2020","902.2","one_edit_family_00320","Harappa","TAB:B","Clay","Gavi","R/L","+690-590-032-220+","690 590 032 220","4","1","2","stored_higher","-23.738037","-26.354186","0.52323","0.000478","0.020351","4","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"266","P2_validate_positive_support","find_public_or_request_source_route","M-840","M-840","3252.1","one_edit_family_00030","Mohenjo-daro","SEAL:S","Steatite","Bull1:T","R/L","+046-031-033-705-233-001-920-374+","046 031 033 705 233 001 920 374","8","1","1","stored_higher","-50.891364","-55.402223","0.501207","0.000478","0.000872","0","0","","","","","","",""
"267","P2_validate_positive_support","find_public_or_request_source_route","M-192","M-192","2717.1","one_edit_family_00327","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+700-521-702+","700 521 702","3","1","1","stored_higher","-21.683368","-23.679922","0.499138","0.000478","-0.003867","0","0","","","","","","",""
"268","P2_validate_positive_support","find_public_or_request_source_route","H-1881","H-1881","375.2","one_edit_family_00228","Harappa","TAB:B","Faience","None","R/L","+415-700-033-171+","415 700 033 171","4","1","1","stored_higher","-24.148075","-26.545971","0.479579","0.003574","0.011342","0","0","","","","","","",""
"269","P2_validate_positive_support","find_public_or_request_source_route","M-802","M-802","3216.1","one_edit_family_00040","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+106-741-500-209+","106 741 500 209","4","1","1","stored_higher","-29.646565","-32.044461","0.479579","0.000478","-0.003867","0","0","","","","","","",""
"270","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1822","M-1822","2329.1","one_edit_family_00017","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+031-032-171-745+","031 032 171 745","4","1","1","stored_higher","-26.091364","-28.358182","0.453364","-0.002618","0.010351","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"271","P2_validate_positive_support","find_public_or_request_source_route","M-997","M-997","3389.1","one_edit_family_00286","Mohenjo-daro","SEAL:S","-","Bull1","R/L","+590-705-575-920-140+","590 705 575 920 140","5","1","1","stored_higher","-29.463305","-32.155387","0.44868","0.000478","0.005611","0","0","","","","","","",""
"272","P2_validate_positive_support","find_public_or_request_source_route","M-172","M-172","2697.1","one_edit_family_00190","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+405-018-001-220-786-850+","405 018 001 220 786 850","6","1","1","stored_higher","-37.155471","-40.2794","0.446276","0.000478","-0.008607","0","0","","","","","","",""
"273","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1316","M-1316","3621.1","one_edit_family_00044","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+127-381-292-590-032-901-620+","127 381 292 590 032 901 620","7","1","1","stored_higher","-46.768526","-50.202513","0.429248","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"274","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-1902","H-1902","922.2","one_edit_family_00095","Harappa","TAB:B","Faience","None","R/L","+158-003-494+","158 003 494","3","1","1","stored_higher","-22.216947","-23.929926","0.428245","0.000478","0.002333","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"275","P2_validate_positive_support","find_public_or_request_source_route","M-249","M-249","2772.1","one_edit_family_00051","Mohenjo-daro","SEAL:S","Steatite","Gaur","R/L","+140-165-740-176-220-803+","140 165 740 176 220 803","6","1","1","stored_higher","-38.638338","-41.551091","0.416108","0.000478","-0.003867","0","0","","","","","","",""
"276","P2_validate_positive_support","find_public_or_request_source_route","M-2033","M-2033","4022.1","one_edit_family_00046","Mohenjo-daro","TAB:B","-","Scene","R/L","+136-140-861-455-922+","136 140 861 455 922","5","1","1","stored_higher","-35.741695","-38.13959","0.399649","0.000478","0.000872","0","0","","","","","","",""
"277","P2_validate_positive_support","find_public_or_request_source_route","M-481","M-481","2965.1","one_edit_family_00038","Mohenjo-daro","TAB:B","Clay","Anth","R/L","+103-740-803-060-540+","103 740 803 060 540","5","1","1","stored_higher","-36.571766","-38.969661","0.399649","0.000478","0.000872","0","0","","","","","","",""
"278","P2_validate_positive_support","find_public_or_request_source_route","M-800","M-800","3214.1","one_edit_family_00135","Mohenjo-daro","SEAL:S","-","Bull1:W","R/L","+234-803-741-082-350+","234 803 741 082 350","5","1","1","stored_higher","-35.882695","-38.280591","0.399649","0.000478","0.000872","0","0","","","","","","",""
"279","P2_validate_positive_support","find_public_or_request_source_route","M-1151","M-1151","3512.1","one_edit_family_00142","Mohenjo-daro","SEAL:S","Steatite","Elep","R/L","+241-742-041+","241 742 041","3","1","1","stored_higher","-21.979239","-23.51317","0.383483","0.000478","0.000872","0","0","","","","","","",""
"280","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-896","M-896","3301.1","one_edit_family_00054","Mohenjo-daro","SEAL:S","Steatite","Bull1","R/L","+151-031-090-032-001-505+","151 031 090 032 001 505","6","1","1","stored_higher","-40.573769","-43.257278","0.383358","0.000478","0.000872","7","5","lipi_034_m2104_source_visual_notes.csv","conflict_plate_visible","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n119_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv;source_box_negative_control_candidates.csv"
"281","P2_validate_positive_support","find_public_or_request_source_route","M-13","M-13","2541.1","one_edit_family_00166","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+368-304-125+","368 304 125","3","1","1","stored_higher","-19.482504","-20.948841","0.366584","0.000478","0.000872","0","0","","","","","","",""
"282","P2_validate_positive_support","find_public_or_request_source_route","M-898","M-898;M-973","3303.1","one_edit_family_00308","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+621-046+","621 046","2","2","2","stored_higher","-16.494285","-17.530377","0.345364","0.000478","0.000872","0","0","","","","","","",""
"283","P2_validate_positive_support","find_public_or_request_source_route","M-1741","M-1741","2332.1","one_edit_family_00276","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+565-031-416-140-220-001+","565 031 416 140 220 001","6","1","1","stored_higher","-37.203138","-39.601033","0.342556","0.000478","-0.008607","0","0","","","","","","",""
"284","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-849","M-849","3261.1","one_edit_family_00066","Mohenjo-daro","SEAL:S","Steatite","Bull1:J","R/L","+151-350-002-550-615+","151 350 002 550 615","5","1","1","stored_higher","-31.349933","-33.386815","0.33948","0.000478","0.005611","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
