checked_date,motif,cisi,row_id,site,type,shape,prev_before_motif,next_after_motif,after_002,terminal_after_motif,left_prefix,right_suffix,local_context,exact_sequence,text
2026-05-31,705,M-1698,3909.1,Mohenjo-daro,SEAL:S,square,033,002,false,false,740-482-033,002-861-803,740-482-033-705-002-861-803,740 482 033 705 002 861 803,+740-482-033-705-002-861-803+
2026-05-31,705,H-1120,3968.1,Harappa,TAB:B,rectangular,000,<END>,false,true,740-000-000,<END>,740-000-000-705,740 000 000 705,+740-000-000-705+
2026-05-31,705,M-1736,3985.1,Mohenjo-daro,SEAL:S,square,033,235,false,false,520-033,235-240-741-903-903,520-033-705-235-240-741-903,520 033 705 235 240 741 903 903,+520-033-705-235-240-741-903-903+
2026-05-31,705,M-1825,3992.1,Mohenjo-daro,SEAL:S,square,390,<END>,false,true,157-031-002-390,<END>,157-031-002-390-705,157 031 002 390 705,+157-031-002-390-705+
2026-05-31,705,M-2080,4032.1,Mohenjo-daro,BNGL,-,840,<END>,false,true,840,<END>,840-705,840 705,+840-705+
2026-05-31,705,M-2128,4047.1,Mohenjo-daro,IMPL,-,041,002,false,false,041,002-905,041-705-002-905,041 705 002 905,+041-705-002-905+
2026-05-31,705,H-1305,4078.1,Harappa,TAB:I,-,000,<END>,false,true,400-000,<END>,400-000-705,400 000 705,+400-000-705+
2026-05-31,705,-:4182.1,4182.1,Dholavira,SEAL:S,-,002,530,true,false,740-390-590-231-002,530-904,390-590-231-002-705-530-904,740 390 590 231 002 705 530 904,+740-390-590-231-002-705-530-904+
2026-05-31,705,-:4210.1,4210.1,Dholavira,SEAL:S,-,033,235,false,false,520-033,235-803,520-033-705-235-803,520 033 705 235 803,+520-033-705-235-803[
2026-05-31,705,-:4237.1,4237.1,Dholavira,SEAL:S,square,390,<END>,false,true,151-032-388-002-390,<END>,032-388-002-390-705,151 032 388 002 390 705,+151-032-388-002-390-705+
2026-05-31,705,-:4244.1,4244.1,Dholavira,MISC,-,033,233,false,false,033,233-235-002-457,033-705-233-235-002-457,033 705 233 235 002 457,+033-705-233-235-002-457+
2026-05-31,705,-:4249.1,4249.1,Dholavira,SEAL:S,square,<START>,000,false,false,<START>,000-000,705-000-000,705 000 000,+705-000-000+
2026-05-31,705,-:4276.1,4276.1,Dholavira,SEAL:R,rectangular,<START>,090,false,false,<START>,090-705,705-090-705,705 090 705,]705-090-705+
2026-05-31,705,-:4276.1,4276.1,Dholavira,SEAL:R,rectangular,090,<END>,false,true,705-090,<END>,705-090-705,705 090 705,]705-090-705+
2026-05-31,705,-:4312.1,4312.1,Dholavira,TAG,-,229,906,false,false,000-229,906,000-229-705-906,000 229 705 906,]000-229-705-906+
2026-05-31,705,-:4330.1,4330.1,Dholavira,TAG,-,000,906,false,false,000,906-550,000-705-906-550,000 705 906 550,]000-705-906-550+
2026-05-31,705,-:4345.1,4345.1,Dholavira,TAG,square,000,002,false,false,000,002-861,000-705-002-861,000 705 002 861,+000-705-002-861+
2026-05-31,705,-:5243.1,5243.1,Lakhanjo-daro,TAG,rectangular-round,740,000,false,false,740,000-000,740-705-000-000,740 705 000 000,+740-705-000-000+
2026-05-31,705,M-2105,5406.1,Mohenjo-daro,ROD,-,000,000,false,false,000,000,000-705-000,000 705 000,]000-705-000-+
2026-05-31,705,-:5564.1,5564.1,Juna Khatiya,POT:T:g,-,032,<END>,false,true,000-032,<END>,000-032-705,000 032 705,+000-032-705[
2026-05-31,705,-:5584.1,5584.1,Dholavira,TAG,-,<START>,000,false,false,<START>,000,705-000,705 000,]705-000[
