"iteration","has_all_three_categories","has_at_least_four_y_values","has_at_least_three_sites","has_target_and_non240_817","has_outside_861_multisite","categories","y_values","sites"
"8820","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8821","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8822","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8823","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8824","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8825","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"8826","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8827","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8828","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8829","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8830","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8831","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8832","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8833","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8834","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8835","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"8836","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8837","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8838","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8839","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8840","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8841","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8842","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8843","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8844","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8845","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8846","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8847","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8848","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8849","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Mohenjo-daro"
"8850","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8851","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8852","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8853","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"8854","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8855","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8856","true","true","true","false","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8857","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8858","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8859","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8860","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8861","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8862","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8863","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Mohenjo-daro"
"8864","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Kalibangan;Mohenjo-daro"
"8865","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8866","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8867","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8868","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8869","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8870","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8871","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8872","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8873","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8874","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8875","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8876","false","true","true","true","false","non240_a_220_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8877","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8878","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8879","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8880","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8881","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8882","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8883","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8884","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8885","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8886","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8887","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8888","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8889","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8890","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8891","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8892","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Mohenjo-daro"
"8893","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8894","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8895","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8896","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8897","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8898","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"8899","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8900","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8901","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8902","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8903","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8904","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"8905","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8906","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8907","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8908","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8909","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8910","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8911","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8912","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8913","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8914","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8915","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8916","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8917","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8918","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"8919","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8920","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8921","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8922","false","false","true","true","false","non240_a_220_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8923","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8924","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8925","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"8926","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Kalibangan;Mohenjo-daro"
"8927","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Mohenjo-daro"
"8928","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8929","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"8930","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8931","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8932","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8933","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8934","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8935","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8936","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Mohenjo-daro"
"8937","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8938","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"8939","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8940","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8941","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8942","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8943","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8944","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8945","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8946","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8947","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"8948","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8949","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8950","false","false","true","false","false","outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8951","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"8952","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8953","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8954","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8955","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8956","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8957","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8958","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8959","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"8960","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8961","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"8962","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8963","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8964","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8965","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8966","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8967","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Mohenjo-daro"
"8968","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8969","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8970","false","false","false","true","false","non240_a_220_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8971","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8972","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8973","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Mohenjo-daro"
"8974","true","false","true","false","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8975","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Kalibangan;Mohenjo-daro"
"8976","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8977","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8978","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8979","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8980","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8981","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8982","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8983","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8984","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"8985","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8986","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8987","false","false","false","true","false","non240_a_220_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"8988","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"8989","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8990","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8991","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"8992","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"8993","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Kalibangan;Mohenjo-daro"
"8994","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Kalibangan;Mohenjo-daro"
"8995","false","false","false","false","false","non240_a_220_032;target_240_220_032","300;820;861","Harappa;Mohenjo-daro"
"8996","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8997","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"8998","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"8999","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"9000","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"9001","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"9002","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"9003","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"9004","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"9005","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"9006","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"9007","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"9008","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"9009","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Mohenjo-daro"
"9010","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Kalibangan;Mohenjo-daro"
"9011","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"9012","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"9013","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"9014","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"9015","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"9016","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"9017","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"9018","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
