rank,scope,unit_kind,unit,context_field,context_value,n_rows,unit_rows,label_rows,support,expected,precision,recall,lift,log2_lift,z,max_null_ge_observed_share,worst_null_model,non_site_max_null_ge_observed_share,non_site_worst_null_model,field_max_null_ge_observed_share,field_worst_null_model,example_cisis,example_texts
140,context_exact,unigram,700,site_type,Harappa|TAB:I,2192,132,226,37,13.609489,0.280303,0.163717,2.718691,1.442912,6.904542,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1354|H-2246|H-983;H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1330|H-2129|H-2139|H-2146|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2217|H-315|H-340|H-341|H-926|H-930|H-943|H-944|H-962|H-963|H-965;H-1188|H-1270|H-1287|H-1302|H-1303|H-1308|H-2115|H-2125|H-2131|H-2197|H-2213|H-2214|H-2215|H-2238|H-296|H-303|H-309|H-311|H-316|H-326|H-343|H-344|H-345|H-891|H-900|H-914|H-916|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-986|H-987;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-1192;H-2097|H-2154|H-358|H-892|H-938|H-945;H-2095|H-2096|H-2143|H-297|H-953|H-985;H-2069,+700-034+;+700-032+;+700-033+;+700-034+;+700-220-004+;+034-700+;+700-034+;+700-034-400-525-550+
141,context_exact,bigram,400-740,site_type_symbol,Harappa|TAB:B|None,2192,115,219,33,11.489507,0.286957,0.150685,2.872186,1.522149,6.870041,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1102;H-874;H-1894;H-1895;H-1897;H-1854;H-1827|H-233;H-1850,+400-740-382+;+400-740-455+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+;+400-740-717+;+400-740-176+;+400-740-760-382+
142,context_exact,unigram,806,site_type_symbol,Mohenjo-daro|SEAL:R|None,2192,84,125,19,4.790146,0.22619,0.152,3.966476,1.987858,6.816339,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-1953;M-1986;M-1956;M-1957;M-1985;M-357;M-358;M-369,+407-845-233-806+;+154-806-468+;+740-900-790-220-415-798-806+;+154-806-474-013-820+;+100-904-717-220-415-806-742+;+740-100-806-472-240-806-001-820+;+003-001-520-240-806-002-502-031+;+740-690-435-255-240-220-415-806-742-060-920+
143,context_exact,bigram,400-740,site_type_symbol,Harappa|TAB:B|Gavi,2192,115,21,8,1.101734,0.069565,0.380952,7.261284,2.860225,6.782581,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1931;H-1964|H-709|H-710;H-1958|H-705;H-1961;H-172;H-174;H-846;H-880,+400-740-176-791+;+400-740-016-503+;+712-840-400-740-440+;+400-740-440+;+712-840-400-740-440+;+400-740-017-503+;+400-740-100-031-705+;+400-740-760-605+
144,context_exact,unigram,407,type_symbol,TAB:C|Othr,2192,60,17,5,0.465328,0.083333,0.294118,10.745098,3.425607,6.765256,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-547;M-1452;M-1515;M-1516;M-1532,+407-032-520-095-585-017-231+;+740-407-590+;+407-061-845-240-798+;+407-061-845-240-798+;+407-004-002-365-460-495+
145,context_exact,unigram,407,site_type_symbol,Mohenjo-daro|TAB:C|Othr,2192,60,17,5,0.465328,0.083333,0.294118,10.745098,3.425607,6.765256,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-547;M-1452;M-1515;M-1516;M-1532,+407-032-520-095-585-017-231+;+740-407-590+;+407-061-845-240-798+;+407-061-845-240-798+;+407-004-002-365-460-495+
146,context_exact,first,700,symbol,Bult,2192,89,55,12,2.23312,0.134831,0.218182,5.373647,2.425901,6.756462,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.96,shuffle_units_within_site_type,H-1354|H-2246|H-983;H-1943;H-1940;H-1936|H-1941|H-854;H-2211|H-362;H-2211;H-352|H-354;H-1345|H-1346|H-1347|H-1348|H-353|H-357|H-978,+700-034+;+700-034+;+700-033+;+700-032+;+700-032+;+700-840-032-741+;+700-033+;+700-033+
147,context_exact,unigram,700,type,TAB:I,2192,132,231,37,13.910584,0.280303,0.160173,2.659845,1.411342,6.750086,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1354|H-2246|H-983;H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1330|H-2129|H-2139|H-2146|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2217|H-315|H-340|H-341|H-926|H-930|H-943|H-944|H-962|H-963|H-965;H-1188|H-1270|H-1287|H-1302|H-1303|H-1308|H-2115|H-2125|H-2131|H-2197|H-2213|H-2214|H-2215|H-2238|H-296|H-303|H-309|H-311|H-316|H-326|H-343|H-344|H-345|H-891|H-900|H-914|H-916|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-986|H-987;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-1192;H-2097|H-2154|H-358|H-892|H-938|H-945;H-2095|H-2096|H-2143|H-297|H-953|H-985;H-2069,+700-034+;+700-032+;+700-033+;+700-034+;+700-220-004+;+034-700+;+700-034+;+700-034-400-525-550+
148,context_exact,unigram,700,type_symbol,TAB:B|None,2192,132,241,38,14.512774,0.287879,0.157676,2.618383,1.388676,6.739625,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1156|H-1321|H-217;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-249|H-776|H-789|H-792|H-793|H-812|H-816;H-2016;H-1881;H-1881;H-1987,+700-034+;+700-032+;+700-032+;+033-700+;+700-032-740-335-575-413+;+700-036+;+415-700-033-171+;+700-034+
149,context_exact,bigram,400-740,site_type_symbol,Harappa|TAB:I|None,2192,115,163,27,8.551551,0.234783,0.165644,3.157322,1.658701,6.734721,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1192;H-2184;H-2115|H-967;H-2108;H-2089|H-2090;H-2183;H-2173|H-900,+400-740-176+;+400-740-767-220-416+;+400-740-032-015+;+400-740-032-028+;+400-740-032-014+;+400-740-892-617+;+400-740-575-017-798+;+400-740-817-491+
150,context_exact,first,700,site_type,Harappa|TAB:I,2192,89,226,28,9.176095,0.314607,0.123894,3.051407,1.609475,6.697471,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1354|H-2246|H-983;H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1330|H-2129|H-2139|H-2146|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2217|H-315|H-340|H-341|H-926|H-930|H-943|H-944|H-962|H-963|H-965;H-1188|H-1270|H-1287|H-1302|H-1303|H-1308|H-2115|H-2125|H-2131|H-2197|H-2213|H-2214|H-2215|H-2238|H-296|H-303|H-309|H-311|H-316|H-326|H-343|H-344|H-345|H-891|H-900|H-914|H-916|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-986|H-987;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-1192;H-2095|H-2096|H-2143|H-297|H-953|H-985;H-2069;H-2207,+700-034+;+700-032+;+700-033+;+700-034+;+700-220-004+;+700-034+;+700-034-400-525-550+;+700-031-033+
151,context_exact,first,690,material_type,Steatite|TAB:I,2192,14,181,8,1.156022,0.571429,0.044199,6.920284,2.790831,6.66549,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1325|H-2192|H-300;H-2108|H-304;H-2109;H-328;H-917;H-987;M-2040;M-1444|M-1445,+690-368-817+;+690-681+;+690-032-025+;+690-004+;+690-687+;+690-365-817+;+690-322+;+690-323+
152,context_exact,bigram,400-740,symbol,None,2192,115,765,73,40.13458,0.634783,0.095425,1.81888,0.863051,6.603756,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.97,shuffle_units_within_site_type,H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1102;H-874;H-1192;H-1894;H-1895;H-1897;H-1854,+400-740-176+;+400-740-382+;+400-740-455+;+400-740-767-220-416+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+;+400-740-717+
153,context_exact,bigram,400-740,type_symbol,TAB:I|None,2192,115,167,27,8.761405,0.234783,0.161677,3.081697,1.623725,6.584385,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1192;H-2184;H-2115|H-967;H-2108;H-2089|H-2090;H-2183;H-2173|H-900,+400-740-176+;+400-740-767-220-416+;+400-740-032-015+;+400-740-032-028+;+400-740-032-014+;+400-740-892-617+;+400-740-575-017-798+;+400-740-817-491+
154,context_exact,bigram,400-740,type_symbol,TAB:B|Gavi,2192,115,22,8,1.154197,0.069565,0.363636,6.931225,2.79311,6.577756,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1931;H-1964|H-709|H-710;H-1958|H-705;H-1961;H-172;H-174;H-846;H-880,+400-740-176-791+;+400-740-016-503+;+712-840-400-740-440+;+400-740-440+;+712-840-400-740-440+;+400-740-017-503+;+400-740-100-031-705+;+400-740-760-605+
155,context_exact,first,690,type,TAB:I,2192,14,231,9,1.475365,0.642857,0.038961,6.100186,2.608853,6.569154,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1325|H-2192|H-300;H-2108|H-304;H-2109;H-328;H-917;H-919;H-987;M-2040,+690-368-817+;+690-681+;+690-032-025+;+690-004+;+690-687+;+690-687+;+690-365-817+;+690-322+
156,context_exact,first,700,type,TAB:I,2192,89,231,28,9.379106,0.314607,0.121212,2.985359,1.577905,6.561496,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1354|H-2246|H-983;H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1330|H-2129|H-2139|H-2146|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2217|H-315|H-340|H-341|H-926|H-930|H-943|H-944|H-962|H-963|H-965;H-1188|H-1270|H-1287|H-1302|H-1303|H-1308|H-2115|H-2125|H-2131|H-2197|H-2213|H-2214|H-2215|H-2238|H-296|H-303|H-309|H-311|H-316|H-326|H-343|H-344|H-345|H-891|H-900|H-914|H-916|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-986|H-987;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-1192;H-2095|H-2096|H-2143|H-297|H-953|H-985;H-2069;H-2207,+700-034+;+700-032+;+700-033+;+700-034+;+700-220-004+;+700-034+;+700-034-400-525-550+;+700-031-033+
157,context_exact,first,700,site_type_symbol,Harappa|TAB:B|None,2192,89,219,27,8.89188,0.303371,0.123288,3.036478,1.602399,6.533334,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1156|H-1321|H-217;H-2016;H-1881;H-1987;H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1947|H-229|H-231|H-233|H-239|H-245|H-248|H-770|H-790|H-798|H-799|H-800|H-818|H-834|H-838|H-847;H-1919,+700-034+;+700-032+;+700-032+;+700-032-740-335-575-413+;+700-036+;+700-034+;+700-033+;+700-031+
158,context_exact,bigram,741-500,material,Clay,2192,9,174,6,0.714416,0.666667,0.034483,8.398467,3.070126,6.529372,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,L-124|L-128;L-125;L-126|L-127;L-129|L-190|L-191|L-197;L-193;L-206,+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+;+090-740-220-055-001-741-500-705+
159,context_exact,unigram,154,material_type,Steatite|SEAL:R,2192,32,163,12,2.379562,0.375,0.07362,5.042945,2.334266,6.528597,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-146;H-154;H-157;H-158;H-160;H-670;L-102;M-1986,+154-806-467-031+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+400-154-806-468+;+154-806-468+;+154-005+;+154-806-468+
160,context_exact,first,617,site_type,Mohenjo-daro|TAB:C,2192,34,75,8,1.163321,0.235294,0.106667,6.876863,2.781751,6.499062,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1470;M-1528;M-1529;M-1530|M-1531,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+;+617-142-597-032-905+
161,context_exact,unigram,405,site_type_symbol,Harappa|SEAL:S|Bull1:W,2192,58,90,12,2.381387,0.206897,0.133333,5.03908,2.33316,6.44949,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1047;H-1673;H-1664;H-1657;H-8;H-21;H-22;H-23,+405-004-745-905+;+405-004-104+;+405-003+;+740-405-590-032-900-003-806-235-220-032-002-690-921+;+354-001-740-405-590-033-706-002-690-921+;+405-061-527-555-233-235-806-002-817+;+740-920-320-233-806-002-405-321+;+740-100-176-405-019+
162,context_exact,first,617,type,TAB:C,2192,34,76,8,1.178832,0.235294,0.105263,6.786378,2.762642,6.443038,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1470;M-1528;M-1529;M-1530|M-1531,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+;+617-142-597-032-905+
163,context_exact,first,617,material_type,Copper|TAB:C,2192,34,76,8,1.178832,0.235294,0.105263,6.786378,2.762642,6.443038,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1470;M-1528;M-1529;M-1530|M-1531,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+;+617-142-597-032-905+
164,context_exact,bigram,636-240,site_type,Harappa|TAB:I,2192,12,226,8,1.237226,0.666667,0.035398,6.466077,2.692891,6.436085,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1308|H-965;H-1178|H-298;H-301|H-905;H-360;H-894;H-919;H-966;H-988,+740-690-636-240+;+400-740-636-240+;+400-740-636-240-031-032-171+;+740-636-240-060-692+;+400-740-636-240+;+740-636-240+;+740-690-636-240+;+400-740-636-240-031-032-171+
165,context_exact,unigram,636,site_type,Harappa|TAB:I,2192,12,226,8,1.237226,0.666667,0.035398,6.466077,2.692891,6.436085,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1308|H-965;H-1178|H-298;H-301|H-905;H-360;H-894;H-919;H-966;H-988,+740-690-636-240+;+400-740-636-240+;+400-740-636-240-031-032-171+;+740-636-240-060-692+;+400-740-636-240+;+740-636-240+;+740-690-636-240+;+400-740-636-240-031-032-171+
166,context_exact,unigram,700,type_symbol,TAB:B|Bult,2192,132,20,8,1.20438,0.060606,0.4,6.642424,2.73171,6.415424,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1797|H-1942;H-1943;H-1940;H-1938;H-1936|H-1941|H-854;H-1937;H-853;H-1153,+032-700+;+700-034+;+700-033+;+033-700+;+700-032+;+034-700+;+034-700+;+700-032+
167,context_exact,unigram,700,site_type_symbol,Harappa|TAB:B|Bult,2192,132,20,8,1.20438,0.060606,0.4,6.642424,2.73171,6.415424,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1797|H-1942;H-1943;H-1940;H-1938;H-1936|H-1941|H-854;H-1937;H-853;H-1153,+032-700+;+700-034+;+700-033+;+033-700+;+700-032+;+034-700+;+034-700+;+700-032+
168,context_exact,last,231,site_type,Mohenjo-daro|TAB:C,2192,15,75,5,0.51323,0.333333,0.066667,9.742222,3.284251,6.393367,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-547;M-548;M-549;M-1548;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-690-435-255-231+;+407-032-520-095-585-017-231+
169,context_exact,bigram,798-002,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W,2192,14,194,8,1.239051,0.571429,0.041237,6.456554,2.690764,6.38084,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-1681;M-50;M-54;M-57;M-623;M-629;M-793;M-815,+520-072-233-740-798-002-861-832+;+740-585-017-033-705-240-798-002-820+;+236-240-033-705-798-002-820+;+226-032-231-798-002-693+;+740-760-175-176-220-415-798-002-299-530-820+;+679-740-176-240-798-002-861+;+740-388-235-240-798-002-861+;+520-070-233-798-002-861+
170,context_exact,unigram,002,material,Steatite,2192,487,1325,355,294.377281,0.728953,0.267925,1.205935,0.270153,6.368732,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,B-1;B-7;B-15;B-17;C-66;C-60;C-74;C-67,+090-740-220-002-368-550-821+;+002-817+;+002-817+;+236-002-308-072+;+390-003-002-817+;+740-176-032-002-861+;+125-002-861+;+520-233-803-002-817+
171,context_exact,bigram,636-240,type,TAB:I,2192,12,231,8,1.264599,0.666667,0.034632,6.326118,2.661321,6.34836,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1308|H-965;H-1178|H-298;H-301|H-905;H-360;H-894;H-919;H-966;H-988,+740-690-636-240+;+400-740-636-240+;+400-740-636-240-031-032-171+;+740-636-240-060-692+;+400-740-636-240+;+740-636-240+;+740-690-636-240+;+400-740-636-240-031-032-171+
172,context_exact,unigram,636,type,TAB:I,2192,12,231,8,1.264599,0.666667,0.034632,6.326118,2.661321,6.34836,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1308|H-965;H-1178|H-298;H-301|H-905;H-360;H-894;H-919;H-966;H-988,+740-690-636-240+;+400-740-636-240+;+400-740-636-240-031-032-171+;+740-636-240-060-692+;+400-740-636-240+;+740-636-240+;+740-690-636-240+;+400-740-636-240-031-032-171+
173,context_exact,last,231,type,TAB:C,2192,15,76,5,0.520073,0.333333,0.065789,9.614035,3.265142,6.342978,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-547;M-548;M-549;M-1548;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-690-435-255-231+;+407-032-520-095-585-017-231+
174,context_exact,last,231,material_type,Copper|TAB:C,2192,15,76,5,0.520073,0.333333,0.065789,9.614035,3.265142,6.342978,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-547;M-548;M-549;M-1548;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-690-435-255-231+;+407-032-520-095-585-017-231+
175,context_exact,bigram,400-740,type_symbol,ROD|None,2192,115,14,6,0.734489,0.052174,0.428571,8.168944,3.03015,6.33056,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2113;M-2098;M-2106;M-2107|M-2108;M-1651;M-2097,+400-740-760-435-690+;+400-740-176-140+;+400-740-585-838-240+;+400-740-840-013-240+;+400-740-585-838-240+;+400-740-176+
176,context_exact,unigram,002,type_symbol,SEAL:S|Bull1:W,2192,487,304,110,67.540146,0.225873,0.361842,1.628661,0.703686,6.310674,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,C-66;C-60;C-3;C-10;H-1030;H-1033;H-1043;H-1680,+390-003-002-817+;+740-176-032-002-861+;+740-016-002-920-317+;+740-231-220-032-002-817+;+090-740-103-002-861+;+220-500-520-002-862-032+;+151-760-220-003-002-861+;+390-003-002-820+
177,context_exact,first,700,type_symbol,TAB:B|None,2192,89,241,28,9.785128,0.314607,0.116183,2.861485,1.516764,6.299935,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1156|H-1321|H-217;H-2016;H-1881;H-1987;H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1947|H-229|H-231|H-233|H-239|H-245|H-248|H-770|H-790|H-798|H-799|H-800|H-818|H-834|H-838|H-847;H-1919,+700-034+;+700-032+;+700-032+;+700-032-740-335-575-413+;+700-036+;+700-034+;+700-033+;+700-031+
178,context_exact,unigram,741,type,SEAL:S,2192,134,1091,102,66.694343,0.761194,0.093492,1.529365,0.612933,6.293974,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,Ad-4;C-55;C-5;C-8;C-16;H-1666;H-50;H-76,+740-017-495-235-741-066+;+740-067-741-647-892+;+740-140-717-002-298-741+;+740-803-233-741-250-579+;+429-003-741-060-920+;+161-097-741-140+;+740-406-590-741-406-125+;+740-100-240-235-741-175-132+
179,context_exact,bigram,233-235,cult,Trough,2192,15,109,6,0.745894,0.4,0.055046,8.044037,3.00792,6.260771,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-1917;M-1906;M-572|M-574;M-1081;M-1521|M-1522;M-1523,+400-527-555-233-235+;+520-033-705-233-235-060-820+;+740-222-233-235+;+527-555-055-233-235-741-831-518+;+740-222-233-235+;+407-585-033-705-233-235-806+
180,context_exact,first,154,material_type,Steatite|SEAL:R,2192,25,163,10,1.859033,0.4,0.06135,5.379141,2.427376,6.240271,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-146;H-154;H-157;H-158;H-670;L-102;M-1986;M-1957,+154-806-467-031+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+154-806-468+;+154-005+;+154-806-468+;+154-806-474-013-820+
181,context_exact,unigram,407,type,SEAL:R,2192,60,214,20,5.857664,0.333333,0.093458,3.41433,1.771603,6.235821,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1714;H-132;H-151;H-659;H-665;L-90;L-114;M-1953,+407-790-032+;+154-806-471-407-845-740-233-231-798+;+407-017-060-193+;+407-845-140-740-233-240-798-365-263+;+407-004-060-692+;+423-003-060-407-140+;+740-407-590-904-220-032-803-060-920+;+407-845-233-806+
182,context_exact,first,617,material,Copper,2192,34,80,8,1.240876,0.235294,0.1,6.447059,2.688641,6.228666,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1470;M-1528;M-1529;M-1530|M-1531,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+;+617-142-597-032-905+
183,context_exact,unigram,002,cult,SAN,2192,487,532,170,118.195255,0.349076,0.319549,1.438298,0.524363,6.207186,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,C-60;C-67;C-3;C-10;H-1051;H-1680;H-1788;H-1667,+740-176-032-002-861+;+520-233-803-002-817+;+740-016-002-920-317+;+740-231-220-032-002-817+;+400-740-575-017-920-320-798-002-861+;+390-003-002-820+;+154-806-470-002-861+;+740-540-002-817+
