"id","cisi","site","type","material","condition","complete","text","signs","length","position_0","position_1","prev","next","frame","known_next","damaged_or_open","clean_closed","exact_triplet_whole_row","exact_triplet_formula","exact_triplet_by_prev_frame","source_hint_present","source_hint_count","source_hint_statuses","source_hint_reports"
"3871.1","-","Rupar","POT:T:g","Clay","Poor","N","+000-590-220-033+","000-590-220-033","4","2","3","590","033","590-220-033","true","false","true","false","","false","false","0","",""
"3885.1","-","Tello","SEAL:S","-","Fair","N","+000-220-390-440-384+","000-220-390-440-384","5","1","2","000","390","000-220-390","true","false","true","false","","false","false","0","",""
"3897.1","-","Ur","SEAL:C","Steatite","Poor","Y","+093-340-924-220-528+","093-340-924-220-528","5","3","4","924","528","924-220-528","true","false","true","false","","false","false","0","",""
"3950.1","H-1084","Harappa","POT:T:s","Clay","Poor","Y","+220-032+","220-032","2","0","1","<START>","032","<START>-220-032","true","false","true","false","","false","false","0","",""
"3952.1","-","Dholavira","TAG","-","Poor","Y","+740-220+","740-220","2","1","2","740","<END>","740-220-<END>","false","false","true","false","","false","false","0","",""
"3964.1","H-1103","Harappa","TAB:B","Steatite","Poor","N","+400-202-000-220-000+","400-202-000-220-000","5","3","4","000","000","000-220-000","true","false","true","false","","false","false","0","",""
"3969.1","H-1124","Harappa","TAB:B","-","Fair","Y","+400-236-220+","400-236-220","3","2","3","236","<END>","236-220-<END>","false","false","true","true","400-236-220","false","false","0","",""
"3970.2","H-1130","Harappa","TAB:B","-","Poor","Y","+740-176-220-235+","740-176-220-235","4","2","3","176","235","176-220-235","true","false","true","false","","false","false","0","",""
"3971.2","H-1131","Harappa","TAB:B","-","Poor","Y","+740-176-220-235+","740-176-220-235","4","2","3","176","235","176-220-235","true","false","true","false","","false","false","0","",""
"3989.1","M-1788","Mohenjo-daro","SEAL:S","-","Fair","N","+000-220-032-002-817+","000-220-032-002-817","5","1","2","000","032","000-220-032","true","false","true","false","","false","false","0","",""
"3995.1","M-1843","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-220-001-820-220-063-315+","520-220-001-820-220-063-315","7","1","2","520","001","520-220-001","true","false","true","false","","false","false","0","",""
"3995.1","M-1843","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-220-001-820-220-063-315+","520-220-001-820-220-063-315","7","4","5","820","063","820-220-063","true","false","true","false","","false","false","0","",""
"4009.1","M-1968","Mohenjo-daro","SEAL:R","-","Poor","?","]220-415+","220-415","2","0","1","<START>","415","<START>-220-415","true","true","false","false","","false","false","0","",""
"4017.1","M-1991","Mohenjo-daro","SEAL:R","Steatite","Poor","N","+000-740-227-220-000[","000-740-227-220-000","5","3","4","227","000","227-220-000","true","true","false","false","","false","false","0","",""
"4018.1","M-1995","Mohenjo-daro","SEAL","metal","Poor","N","]000-220-832-002-000-000[","000-220-832-002-000-000","6","1","2","000","832","000-220-832","true","true","false","false","","false","false","0","",""
"4042.1","M-2109","Mohenjo-daro","ROD","Ivory","Poor","N","+400-000-220-415+","400-000-220-415","4","2","3","000","415","000-220-415","true","false","true","false","","false","false","0","",""
"4044.1","M-2111","Mohenjo-daro","ROD","Ivory","Poor","N","+400-000-220-415+","400-000-220-415","4","2","3","000","415","000-220-415","true","false","true","false","","false","false","0","",""
"4056.1","H-1191","Harappa","TAB:I","-","Good","Y","+400-740-760-220-416+","400-740-760-220-416","5","3","4","760","416","760-220-416","true","false","true","false","","false","false","0","",""
"4056.2","H-1191","Harappa","TAB:I","-","Good","Y","+220-700-004+","220-700-004","3","0","1","<START>","700","<START>-220-700","true","false","true","true","220-700-004","false","false","0","",""
"4069.1","H-1284","Harappa","TAB:I","-","Good","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","true","520-220-415","true","false","0","",""
"4084.1","H-1342","Harappa","TAB:I","-","Poor","Y","+090-740-220+","090-740-220","3","2","3","740","<END>","740-220-<END>","false","false","true","true","090-740-220","false","false","0","",""
"4108.1","H-1387","Harappa","POT:M","Clay","Poor","Y","+220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","false","true","false","","false","false","0","",""
"4132.1","H-1486","Harappa","POT:T:g","Clay","Poor","?","]220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","true","false","false","","false","false","0","",""
"4155.1","-","Gonur Depe","SEAL:S","Steatite","Good","Y","+740-390-590-125-220-235-002-285+","740-390-590-125-220-235-002-285","8","4","5","125","235","125-220-235","true","false","true","false","","false","false","0","",""
"4170.1","-","Dholavira","TAB:I","-","Good","N","]000-520-220-032+","000-520-220-032","4","2","3","520","032","520-220-032","true","true","false","false","","false","false","0","",""
"4191.1","-","Dholavira","SEAL","-","Poor","N","]740-760-382/000-740-220-000[","740-760-382-000-740-220-000","7","5","6","740","000","740-220-000","true","true","false","false","","false","false","0","",""
"4194.1","-","Dholavira","SEAL:R","-","Good","Y","+154-806-472-013-220-455-806+","154-806-472-013-220-455-806","7","4","5","013","455","013-220-455","true","false","true","false","","false","false","0","",""
"4199.1","-","Dholavira","SEAL","Steatite","Poor","N","+220-000[","220-000","2","0","1","<START>","000","<START>-220-000","true","true","false","false","","false","false","0","",""
"4224.1","-","Dholavira","SEAL:S","-","Poor","Y","+740-235-220+","740-235-220","3","2","3","235","<END>","235-220-<END>","false","false","true","true","740-235-220","false","false","0","",""
"4229.1","-","Dholavira","SEAL:S","Steatite","Fair","Y","+740-390-590-220-463-240-001-820-060+","740-390-590-220-463-240-001-820-060","9","3","4","590","463","590-220-463","true","false","true","false","","false","false","0","",""
"4236.1","-","Dholavira","SEAL:S","-","Fair","Y","+740-760-175-220-255+","740-760-175-220-255","5","3","4","175","255","175-220-255","true","false","true","false","","false","false","0","",""
"4286.1","-","Dholavira","TAB:I","-","Fair","Y","+153-220-032+","153-220-032","3","1","2","153","032","153-220-032","true","false","true","true","153-220-032","true","false","0","",""
"4289.1","-","Dholavira","TAG","Clay","Poor","N","+000-000-000-220-240[","000-000-000-220-240","5","3","4","000","240","000-220-240","true","true","false","false","","false","false","0","",""
"4291.1","-","Dholavira","TAG","-","Fair","?","]148-794-220[","148-794-220","3","2","3","794","<END>","794-220-<END>","false","true","false","false","","false","false","0","",""
"4298.1","-","Dholavira","TAG","-","Poor","N","]220-000-002-000[","220-000-002-000","4","0","1","<START>","000","<START>-220-000","true","true","false","false","","false","false","0","",""
"4335.2","-","Dholavira","TAG:PC","-","Fair","N","+740-032-840-220-000[","740-032-840-220-000","5","3","4","840","000","840-220-000","true","true","false","false","","false","false","0","",""
"4895.1","-","Khirsara","SEAL:R","-","Good","?","+354-001-405-840-626-416-220-415-798-745[","354-001-405-840-626-416-220-415-798-745","10","6","7","416","415","416-220-415","true","true","false","false","","false","false","0","",""
"5224.1","-","Unknown","SEAL:C","-","poor","N","+000-061-032-001-220-033-000+","000-061-032-001-220-033-000","7","4","5","001","033","001-220-033","true","false","true","false","","false","false","0","",""
"5227.1","-","Karzakan","SEAL:C","-","?","Y","+220-455-031-091+","220-455-031-091","4","0","1","<START>","455","<START>-220-455","true","false","true","false","","false","false","0","",""
"5229.1","-","Saar","SEAL:C","-","?","Y","+031-093-001-091-220-055+","031-093-001-091-220-055","6","4","5","091","055","091-220-055","true","false","true","false","","false","false","0","",""
"5273.1","K-145","Kalibangan","SEAL:S","-","Good","Y","+740-585-231-220-032-002-820+","740-585-231-220-032-002-820","7","3","4","231","032","231-220-032","true","false","true","false","","false","false","0","",""
"5277.1","K-150","Kalibangan","SEAL:S","Steatite","Fine","Y","+520-220-006+","520-220-006","3","1","2","520","006","520-220-006","true","false","true","true","520-220-006","true","true","5","secondary_catalogue_lead_only_not_source_grade;local_row_only;negative_public_route_result;not_in_checked_cisi1_range;secondary_catalogue_lead_only","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_k150_h942_singleton_controls_source_gate_sources.csv"
"5309.1","K-189","Kalibangan","POT:T:g","Clay","Poor","N","]000-220+","000-220","2","1","2","000","<END>","000-220-<END>","false","true","false","false","","false","false","0","",""
"5313.1","K-385","Kalibangan","POT:T:g","Clay","Poor","N","]220-150-000+","220-150-000","3","0","1","<START>","150","<START>-220-150","true","true","false","false","","false","false","0","",""
"5351.1","K-447","Kalibangan","MISC","Clay","Fair","Y","+220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","false","true","false","","false","false","0","",""
"5360.1","Ns-59","Nausharo","SEAL:S","Steatite","Poor","Y","+520-220-742-060-920+","520-220-742-060-920","5","1","2","520","742","520-220-742","true","false","true","false","","false","false","0","",""
"5388.1","L-127","Lothal","TAG:L","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"5397.1","-","Harappa","POT:T:g","Clay","Poor","N","]000-000-220+","000-000-220","3","2","3","000","<END>","000-220-<END>","false","true","false","false","","false","false","0","",""
"5418.1","-","Guddal A","POT:T:g","Clay","Fair","?","]220[","220","1","0","1","<START>","<END>","<START>-220-<END>","false","true","false","false","","false","false","0","",""
"5451.1","-","Shikarpur","SEAL:S","Steatite","Good","Y","+335-220-098-921-861+","335-220-098-921-861","5","1","2","335","098","335-220-098","true","false","true","false","","false","false","0","",""
"5452.1","-","Kanmer","POT:T:g","-","Poor","Y","+220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","false","true","false","","false","false","0","",""
"5456.1","-","Tarkhanewala-dera","TAG","Clay","Poor","Y","+520-235-220-032+","520-235-220-032","4","2","3","235","032","235-220-032","true","false","true","false","","false","false","0","",""
"5559.1","-","Rakhigarhi","Unknown","-","Poor","?","]706-220+","706-220","2","1","2","706","<END>","706-220-<END>","false","true","false","false","","false","false","0","",""
"5562.1","-","Rakhigarhi","TAB:I","-","Poor","N","]000-220+","000-220","2","1","2","000","<END>","000-220-<END>","false","true","false","false","","false","false","0","",""
"5567.1","-","Banawali","SEAL:S","Steatite","Poor","N","]000-220-000-368-220-031+","000-220-000-368-220-031","6","1","2","000","000","000-220-000","true","true","false","false","","false","false","0","",""
"5567.1","-","Banawali","SEAL:S","Steatite","Poor","N","]000-220-000-368-220-031+","000-220-000-368-220-031","6","4","5","368","031","368-220-031","true","true","false","false","","false","false","0","",""
